"51","2016-01-30","1"
"51","2016-08-16","1"
"51","2016-09-07","1"
"51","2016-09-08","3"
"51","2016-09-24","1"
"51","2016-10-08","1"
"51","2016-10-19","1"
"51","2016-12-14","1"
"51","2016-12-25","2"
"51","2017-01-21","1"
"51","2017-03-25","1"
"51","2017-03-26","3"
"51","2017-04-10","1"
"51","2017-04-26","1"
"51","2017-05-03","1"
"51","2017-05-19","1"
"54","2016-04-02","1"
"54","2016-04-03","1"
"54","2016-04-17","1"
"54","2016-04-20","1"
"54","2016-04-26","1"
"54","2016-08-17","1"
"59","2016-04-04","1"
"59","2016-04-06","6"
"59","2016-05-05","1"
"59","2016-05-09","1"
"59","2016-05-13","4"
"59","2016-05-15","1"
"59","2016-05-16","1"
"59","2016-05-17","4"
"59","2016-05-27","5"
"59","2016-05-29","1"
"59","2016-06-02","14"
"59","2016-06-03","6"
"59","2016-06-06","1"
"59","2016-06-07","8"
"59","2016-06-08","6"
"59","2016-06-14","9"
"59","2016-06-17","15"
"59","2016-06-20","4"
"59","2016-06-21","6"
"59","2016-06-22","2"
"59","2016-06-23","3"
"59","2016-06-24","3"
"59","2016-06-25","1"
"59","2016-06-27","1"
"59","2016-06-29","5"
"59","2016-06-30","6"
"59","2016-07-02","3"
"59","2016-07-05","12"
"59","2016-07-06","2"
"59","2016-07-07","5"
"59","2016-07-08","6"
"59","2016-07-09","9"
"59","2016-07-10","3"
"59","2016-07-12","2"
"59","2016-07-13","1"
"59","2016-07-16","2"
"59","2016-07-19","4"
"59","2016-07-20","1"
"59","2016-07-22","4"
"59","2016-07-24","2"
"59","2016-07-26","3"
"59","2016-07-27","5"
"59","2016-07-28","1"
"59","2016-07-30","1"
"59","2016-07-31","2"
"59","2016-08-01","7"
"59","2016-08-02","7"
"59","2016-08-03","1"
"59","2016-08-05","13"
"59","2016-08-07","4"
"59","2016-08-09","7"
"59","2016-08-10","9"
"59","2016-08-11","2"
"59","2016-08-12","4"
"59","2016-08-14","5"
"59","2016-08-15","9"
"59","2016-08-16","4"
"59","2016-08-18","2"
"59","2016-08-19","1"
"59","2016-08-21","7"
"59","2016-08-22","3"
"59","2016-08-23","2"
"59","2016-08-24","2"
"59","2016-08-25","10"
"59","2016-08-26","9"
"59","2016-08-27","3"
"59","2016-08-28","3"
"59","2016-08-29","2"
"59","2016-08-30","2"
"59","2016-08-31","4"
"59","2016-09-01","12"
"59","2016-09-03","3"
"59","2016-09-04","1"
"59","2016-09-05","3"
"59","2016-09-07","6"
"59","2016-09-08","4"
"59","2016-09-09","5"
"59","2016-09-11","1"
"59","2016-09-12","3"
"59","2016-09-13","5"
"59","2016-09-14","2"
"59","2016-09-15","7"
"59","2016-09-16","8"
"59","2016-09-17","1"
"59","2016-09-18","3"
"59","2016-09-19","11"
"59","2016-09-20","6"
"59","2016-09-21","1"
"59","2016-09-22","2"
"59","2016-09-23","3"
"59","2016-09-24","2"
"59","2016-09-26","1"
"59","2016-09-27","3"
"59","2016-09-28","1"
"59","2016-09-29","1"
"59","2016-10-04","1"
"59","2016-10-06","2"
"59","2016-10-08","8"
"59","2016-10-09","3"
"59","2016-10-10","4"
"59","2016-10-11","2"
"59","2016-10-12","4"
"59","2016-10-13","9"
"59","2016-10-14","8"
"59","2016-10-15","9"
"59","2016-10-16","4"
"59","2016-10-17","3"
"59","2016-10-18","2"
"59","2016-10-19","3"
"59","2016-10-20","8"
"59","2016-10-22","5"
"59","2016-10-23","2"
"59","2016-10-24","3"
"59","2016-10-25","3"
"59","2016-10-26","2"
"59","2016-10-27","3"
"59","2016-10-28","2"
"59","2016-10-29","4"
"59","2016-10-30","2"
"59","2016-10-31","2"
"59","2016-11-01","1"
"59","2016-11-02","12"
"59","2016-11-03","4"
"59","2016-11-04","8"
"59","2016-11-05","14"
"59","2016-11-06","2"
"59","2016-11-07","5"
"59","2016-11-09","3"
"59","2016-11-10","1"
"59","2016-11-11","4"
"59","2016-11-14","1"
"59","2016-11-15","8"
"59","2016-11-16","1"
"59","2016-11-17","1"
"59","2016-11-18","1"
"59","2016-11-19","4"
"59","2016-11-20","2"
"59","2016-11-22","4"
"59","2016-11-23","5"
"59","2016-11-24","3"
"59","2016-11-25","12"
"59","2016-11-26","4"
"59","2016-11-28","3"
"59","2016-11-29","6"
"59","2016-11-30","1"
"59","2016-12-01","1"
"59","2016-12-03","2"
"59","2016-12-06","1"
"59","2016-12-08","4"
"59","2016-12-09","6"
"59","2016-12-10","1"
"59","2016-12-11","1"
"59","2016-12-12","22"
"59","2016-12-13","2"
"59","2016-12-14","1"
"59","2016-12-16","1"
"59","2016-12-17","4"
"59","2016-12-19","4"
"59","2016-12-20","1"
"59","2016-12-21","4"
"59","2016-12-22","5"
"59","2016-12-23","1"
"59","2016-12-24","1"
"59","2016-12-26","4"
"59","2016-12-29","1"
"59","2016-12-30","6"
"59","2016-12-31","35"
"59","2017-01-01","1"
"59","2017-01-04","1"
"59","2017-01-05","7"
"59","2017-01-07","3"
"59","2017-01-08","4"
"59","2017-01-09","9"
"59","2017-01-10","12"
"59","2017-01-12","2"
"59","2017-01-13","1"
"59","2017-01-14","5"
"59","2017-01-15","6"
"59","2017-01-16","1"
"59","2017-01-17","1"
"59","2017-01-18","5"
"59","2017-01-20","6"
"59","2017-01-21","3"
"59","2017-02-03","3"
"59","2017-02-05","1"
"59","2017-02-07","5"
"59","2017-02-08","17"
"59","2017-02-10","6"
"59","2017-02-12","9"
"59","2017-02-13","2"
"59","2017-02-14","1"
"59","2017-02-15","1"
"59","2017-02-16","7"
"59","2017-02-17","6"
"59","2017-02-18","2"
"59","2017-02-19","1"
"59","2017-02-20","5"
"59","2017-02-21","7"
"59","2017-02-22","2"
"59","2017-02-23","6"
"59","2017-02-24","1"
"59","2017-02-25","4"
"59","2017-02-26","8"
"59","2017-02-27","13"
"59","2017-02-28","8"
"59","2017-03-02","2"
"59","2017-03-03","1"
"59","2017-03-04","4"
"59","2017-03-05","4"
"59","2017-03-06","8"
"59","2017-03-07","2"
"59","2017-03-08","7"
"59","2017-03-09","2"
"59","2017-03-10","1"
"59","2017-03-11","4"
"59","2017-03-13","17"
"59","2017-03-14","13"
"59","2017-03-15","4"
"59","2017-03-16","4"
"59","2017-03-17","6"
"59","2017-03-18","5"
"59","2017-03-19","14"
"59","2017-03-20","3"
"59","2017-03-21","3"
"59","2017-03-22","6"
"59","2017-03-23","3"
"59","2017-03-24","12"
"59","2017-03-25","20"
"59","2017-03-26","5"
"59","2017-03-27","7"
"59","2017-03-28","3"
"59","2017-03-29","3"
"59","2017-03-30","1"
"59","2017-03-31","8"
"59","2017-04-01","2"
"59","2017-04-02","4"
"59","2017-04-03","4"
"59","2017-04-04","2"
"59","2017-04-05","1"
"59","2017-04-06","7"
"59","2017-04-07","9"
"59","2017-04-08","4"
"59","2017-04-10","1"
"59","2017-04-11","10"
"59","2017-04-12","4"
"59","2017-04-13","19"
"59","2017-04-14","6"
"59","2017-04-15","13"
"59","2017-04-16","4"
"59","2017-04-17","9"
"59","2017-04-18","2"
"59","2017-04-19","5"
"59","2017-04-20","3"
"59","2017-04-21","6"
"59","2017-04-22","19"
"59","2017-04-23","5"
"59","2017-04-24","2"
"59","2017-04-26","3"
"59","2017-04-27","2"
"59","2017-04-28","11"
"59","2017-04-29","5"
"59","2017-04-30","5"
"59","2017-05-01","1"
"59","2017-05-03","6"
"59","2017-05-04","2"
"59","2017-05-05","3"
"59","2017-05-07","4"
"59","2017-05-08","4"
"59","2017-05-09","3"
"59","2017-05-10","4"
"59","2017-05-11","2"
"59","2017-05-12","45"
"59","2017-05-13","8"
"59","2017-05-14","3"
"59","2017-05-15","6"
"59","2017-05-16","11"
"59","2017-05-17","9"
"59","2017-05-18","4"
"59","2017-05-19","3"
"59","2017-05-20","7"
"59","2017-05-21","5"
"59","2017-05-22","8"
"59","2017-05-23","7"
"59","2017-05-24","3"
"59","2017-05-25","8"
"59","2017-05-26","13"
"59","2017-05-27","26"
"59","2017-05-28","6"
"59","2017-05-29","1"
"59","2017-05-30","3"
"59","2017-05-31","1"
"59","2017-06-01","2"
"59","2017-06-02","2"
"59","2017-06-04","1"
"59","2017-06-06","2"
"59","2017-06-07","8"
"59","2017-06-09","2"
"62","2016-05-30","1"
"62","2016-05-31","2"
"62","2016-06-01","5"
"62","2016-06-05","3"
"62","2016-06-06","2"
"62","2016-06-08","2"
"62","2016-06-12","2"
"62","2016-06-13","1"
"62","2016-06-15","1"
"62","2016-06-17","3"
"62","2016-06-21","3"
"62","2016-06-24","2"
"62","2016-06-28","1"
"62","2016-07-01","1"
"62","2016-07-05","4"
"62","2016-07-06","1"
"62","2016-08-02","2"
"62","2016-08-09","1"
"62","2016-08-20","1"
"62","2016-08-25","5"
"62","2016-08-29","1"
"62","2016-09-02","1"
"62","2016-09-05","4"
"62","2016-09-26","2"
"62","2016-10-17","3"
"62","2016-11-25","3"
"62","2017-02-21","1"
"62","2017-03-07","4"
"62","2017-03-13","1"
"62","2017-03-22","2"
"62","2017-03-25","3"
"62","2017-04-11","7"
"62","2017-05-07","1"
"62","2017-05-12","2"
"70","2016-04-18","1"
"70","2016-08-08","1"
"70","2016-09-21","1"
"70","2016-11-07","1"
"70","2017-06-02","1"
"70","2017-06-03","1"
"70","2017-06-07","1"
"76","2016-02-01","2"
"76","2016-03-11","6"
"76","2016-03-15","1"
"76","2016-04-05","4"
"76","2016-04-26","9"
"76","2016-04-27","2"
"76","2016-05-16","2"
"76","2016-05-26","1"
"76","2016-06-03","2"
"76","2016-06-22","1"
"76","2016-06-23","2"
"76","2016-07-20","5"
"76","2016-07-22","1"
"76","2016-07-28","1"
"76","2016-08-08","3"
"76","2016-08-09","1"
"76","2016-08-10","2"
"76","2016-08-11","3"
"76","2016-08-12","1"
"76","2016-08-24","1"
"76","2016-09-13","1"
"76","2016-12-06","1"
"76","2016-12-19","1"
"76","2017-01-04","1"
"76","2017-01-20","1"
"83","2016-02-18","1"
"83","2016-04-26","10"
"83","2016-04-27","2"
"83","2016-04-28","1"
"83","2016-05-07","1"
"83","2016-06-14","3"
"83","2016-06-29","3"
"83","2016-06-30","3"
"83","2016-07-04","4"
"83","2016-07-06","3"
"83","2016-07-08","1"
"83","2016-07-11","2"
"83","2016-07-15","1"
"83","2016-07-20","1"
"83","2016-07-26","1"
"83","2016-07-30","1"
"83","2016-08-01","1"
"83","2016-08-05","2"
"83","2016-08-14","4"
"83","2016-08-15","1"
"83","2016-08-17","1"
"83","2016-09-08","4"
"83","2016-09-09","3"
"83","2016-09-25","1"
"83","2016-10-10","3"
"83","2016-10-20","1"
"83","2016-10-21","4"
"83","2016-10-23","2"
"83","2016-11-05","2"
"83","2016-11-19","1"
"83","2016-12-01","1"
"83","2016-12-08","1"
"83","2016-12-28","2"
"83","2017-01-11","9"
"83","2017-01-12","4"
"83","2017-01-13","6"
"83","2017-01-14","1"
"83","2017-01-16","1"
"83","2017-01-19","1"
"83","2017-01-20","1"
"83","2017-01-22","1"
"83","2017-02-13","1"
"83","2017-02-15","1"
"83","2017-02-18","1"
"83","2017-02-27","3"
"83","2017-03-01","2"
"83","2017-03-02","4"
"83","2017-03-05","1"
"83","2017-03-06","1"
"83","2017-03-07","1"
"83","2017-03-09","6"
"83","2017-03-18","2"
"83","2017-03-24","2"
"83","2017-03-26","2"
"83","2017-03-27","3"
"83","2017-03-30","1"
"83","2017-03-31","3"
"83","2017-04-04","1"
"83","2017-04-05","2"
"83","2017-04-07","1"
"83","2017-04-08","1"
"83","2017-04-09","1"
"83","2017-04-11","1"
"83","2017-04-14","1"
"83","2017-04-19","1"
"83","2017-04-20","2"
"83","2017-04-21","2"
"83","2017-04-22","1"
"83","2017-04-25","2"
"83","2017-04-27","6"
"83","2017-04-28","4"
"83","2017-05-02","1"
"83","2017-05-03","2"
"83","2017-05-04","6"
"83","2017-05-05","6"
"83","2017-05-06","18"
"83","2017-05-07","7"
"83","2017-05-08","1"
"83","2017-05-11","1"
"83","2017-05-13","16"
"83","2017-05-14","5"
"83","2017-05-16","1"
"83","2017-05-18","2"
"83","2017-05-23","1"
"83","2017-05-25","4"
"83","2017-05-26","1"
"83","2017-05-27","3"
"83","2017-05-29","3"
"83","2017-05-31","2"
"83","2017-06-05","1"
"156","2017-05-01","1"
"158","2016-07-04","4"
"158","2016-07-05","1"
"158","2016-07-08","2"
"158","2016-07-16","3"
"158","2016-07-24","1"
"158","2016-08-06","2"
"158","2016-08-17","1"
"158","2016-08-25","2"
"158","2016-09-07","1"
"158","2016-09-08","1"
"158","2016-09-28","1"
"158","2016-10-25","1"
"158","2016-11-04","1"
"158","2016-11-17","1"
"158","2016-11-25","1"
"158","2016-12-14","1"
"158","2017-03-22","2"
"158","2017-04-07","2"
"158","2017-04-22","1"
"158","2017-05-02","1"
"158","2017-06-01","2"
"158","2017-06-02","1"
"158","2017-06-04","1"
"160","2016-10-31","1"
"160","2017-05-05","3"
"160","2017-05-27","1"
"165","2016-06-24","1"
"165","2016-06-27","5"
"165","2016-06-28","1"
"165","2016-06-29","1"
"165","2016-06-30","4"
"165","2016-07-05","11"
"165","2016-07-06","5"
"165","2016-07-12","19"
"165","2016-07-13","3"
"165","2016-07-14","7"
"165","2016-07-15","1"
"165","2016-07-18","4"
"165","2016-07-19","5"
"165","2016-07-20","4"
"165","2016-07-25","3"
"165","2016-07-27","4"
"165","2016-07-28","3"
"165","2016-07-29","6"
"165","2016-08-01","1"
"165","2016-08-02","2"
"165","2016-08-03","2"
"165","2016-08-04","2"
"165","2016-08-10","4"
"165","2016-08-11","2"
"165","2016-08-12","3"
"165","2016-08-14","6"
"165","2016-08-15","1"
"165","2016-08-16","8"
"165","2016-08-17","3"
"165","2016-08-18","4"
"165","2016-08-19","3"
"165","2016-08-22","4"
"165","2016-08-23","16"
"165","2016-08-24","17"
"165","2016-08-25","13"
"165","2016-08-26","8"
"165","2016-08-27","5"
"165","2016-08-29","6"
"165","2016-08-30","9"
"165","2016-08-31","2"
"165","2016-09-01","10"
"165","2016-09-02","1"
"165","2016-09-03","5"
"165","2016-09-05","3"
"165","2016-09-06","2"
"165","2016-09-07","2"
"165","2016-09-08","14"
"165","2016-09-09","14"
"165","2016-09-12","4"
"165","2016-09-13","15"
"165","2016-09-14","1"
"165","2016-09-18","18"
"165","2016-09-20","10"
"165","2016-09-21","12"
"165","2016-09-22","16"
"165","2016-09-23","9"
"165","2016-09-26","27"
"165","2016-09-27","1"
"165","2016-09-28","10"
"165","2016-09-29","2"
"165","2016-10-05","2"
"165","2016-10-08","3"
"165","2016-10-09","3"
"165","2016-10-10","2"
"165","2016-10-11","12"
"165","2016-10-12","2"
"165","2016-10-13","1"
"165","2016-10-14","8"
"165","2016-10-17","9"
"165","2016-10-18","10"
"165","2016-10-19","12"
"165","2016-10-20","5"
"165","2016-10-21","13"
"165","2016-10-22","1"
"165","2016-10-25","12"
"165","2016-10-26","18"
"165","2016-10-27","8"
"165","2016-10-28","19"
"165","2016-10-29","2"
"165","2016-10-31","5"
"165","2016-11-01","5"
"165","2016-11-02","14"
"165","2016-11-03","4"
"165","2016-11-04","3"
"165","2016-11-05","3"
"165","2016-11-06","10"
"165","2016-11-07","7"
"165","2016-11-08","15"
"165","2016-11-09","8"
"165","2016-11-10","2"
"165","2016-11-11","1"
"165","2016-11-13","6"
"165","2016-11-14","5"
"165","2016-11-15","13"
"165","2016-11-16","16"
"165","2016-11-17","6"
"165","2016-11-18","7"
"165","2016-11-19","3"
"165","2016-11-20","1"
"165","2016-11-21","4"
"165","2016-11-22","11"
"165","2016-11-23","4"
"165","2016-11-24","22"
"165","2016-11-25","6"
"165","2016-11-26","1"
"165","2016-11-27","14"
"165","2016-11-28","20"
"165","2016-11-29","12"
"165","2016-11-30","28"
"165","2016-12-01","13"
"165","2016-12-02","3"
"165","2016-12-03","5"
"165","2016-12-04","3"
"165","2016-12-05","13"
"165","2016-12-06","7"
"165","2016-12-07","9"
"165","2016-12-08","6"
"165","2016-12-09","11"
"165","2016-12-10","1"
"165","2016-12-11","1"
"165","2016-12-12","16"
"165","2016-12-13","3"
"165","2016-12-14","3"
"165","2016-12-16","7"
"165","2016-12-17","4"
"165","2016-12-18","3"
"165","2016-12-19","5"
"165","2016-12-20","3"
"165","2016-12-21","15"
"165","2016-12-22","23"
"165","2016-12-23","5"
"165","2016-12-25","18"
"165","2016-12-26","8"
"165","2016-12-27","14"
"165","2016-12-28","2"
"165","2016-12-30","2"
"165","2016-12-31","4"
"165","2017-01-01","6"
"165","2017-01-02","19"
"165","2017-01-03","18"
"165","2017-01-04","9"
"165","2017-01-05","23"
"165","2017-01-06","20"
"165","2017-01-07","1"
"165","2017-01-08","8"
"165","2017-01-09","17"
"165","2017-01-10","8"
"165","2017-01-11","25"
"165","2017-01-12","16"
"165","2017-01-13","13"
"165","2017-01-15","6"
"165","2017-01-16","14"
"165","2017-01-17","8"
"165","2017-01-18","5"
"165","2017-01-19","10"
"165","2017-01-20","1"
"165","2017-02-04","2"
"165","2017-02-08","1"
"165","2017-02-10","16"
"165","2017-02-13","1"
"165","2017-02-14","16"
"165","2017-02-15","2"
"165","2017-02-16","3"
"165","2017-02-17","2"
"165","2017-02-18","15"
"165","2017-02-19","2"
"165","2017-02-20","16"
"165","2017-02-21","10"
"165","2017-02-22","4"
"165","2017-02-23","3"
"165","2017-02-24","7"
"165","2017-02-25","1"
"165","2017-02-27","2"
"165","2017-03-01","1"
"165","2017-03-07","1"
"165","2017-03-09","2"
"165","2017-03-18","1"
"165","2017-03-24","1"
"165","2017-03-27","1"
"165","2017-04-07","1"
"165","2017-04-19","1"
"165","2017-05-16","1"
"165","2017-06-03","1"
"237","2016-02-16","19"
"237","2016-02-18","1"
"237","2016-04-06","40"
"237","2016-04-07","4"
"237","2016-04-12","42"
"237","2016-04-13","46"
"237","2016-04-14","2"
"237","2016-04-15","1"
"237","2016-04-17","51"
"237","2016-04-18","4"
"237","2016-04-20","31"
"237","2016-04-21","2"
"237","2016-04-30","1"
"237","2016-05-16","13"
"237","2016-05-17","4"
"237","2016-06-08","18"
"237","2016-06-09","1"
"237","2016-06-12","15"
"237","2016-06-13","5"
"237","2016-06-14","20"
"237","2016-06-20","16"
"237","2016-06-21","6"
"237","2016-06-22","1"
"237","2016-06-24","13"
