19770,0,0,0,0,0,
19789,0,1,20,41,48,
19812,0,0,0,0,0,
19872,0,0,0,8,18,
19893,0,6,6,8,13,
19894,7,7,8,10,31,
19921,0,16,58,113,198,
20130,0,0,0,0,0,
20306,0,0,0,0,0,
20313,0,0,1,12,20,
20402,0,0,0,0,0,
20442,0,0,0,18,83,
20470,0,5,6,7,9,
20492,0,2,4,31,135,
20514,0,0,0,0,0,
20516,0,2,6,10,14,
20593,0,0,6,52,173,
20690,1,2,2,4,4,
20697,0,0,4,10,14,
20766,0,1,1,3,3,
20856,7,9,15,21,25,
20870,2,2,2,2,2,
20915,0,2,10,43,68,
21019,7,12,13,32,52,
21066,0,0,0,1,1,
21098,1,7,7,10,14,
21142,0,0,0,0,0,
21152,0,0,0,0,0,
21162,7,12,28,41,51,
21334,0,0,0,0,0,
21344,0,0,0,0,0,
21632,12,19,24,26,31,
21694,0,0,0,9,9,
21828,0,0,0,0,0,
21846,0,9,17,38,95,
21849,0,0,0,2,28,
21934,0,0,0,0,0,
21965,0,0,0,0,0,
21968,4,6,26,68,150,
21969,0,0,0,0,0,
21975,0,2,7,38,61,
21983,0,0,0,0,0,
22011,0,0,0,0,0,
22286,0,0,0,0,0,
22324,0,0,0,0,0,
22535,0,1,1,8,13,
22566,2,13,15,22,29,
22624,0,0,0,0,0,
22633,2,2,3,3,3,
22724,0,0,0,0,9,
22735,0,0,0,0,0,
22756,0,0,0,0,0,
22760,0,0,3,3,3,
22807,0,0,0,0,0,
22824,0,0,5,6,13,
22970,0,5,8,14,31,
22971,0,2,4,4,4,
23065,0,0,7,12,30,
23094,0,0,0,0,0,
23143,0,0,0,9,36,
23174,0,0,0,0,0,
23296,2,2,4,6,9,
23300,0,0,0,0,0,
23301,7,11,15,41,88,
23358,0,1,2,4,5,
23406,0,0,0,0,0,
23414,2,6,13,18,21,
23443,1,10,22,31,106,
23447,0,0,0,0,0,
23483,5,9,26,74,121,
23502,9,29,39,69,140,
23574,0,0,0,0,0,
23576,0,10,18,20,28,
23586,0,0,0,0,0,
23600,0,0,0,0,0,
23776,0,0,3,14,46,
23806,0,0,0,0,0,
23810,0,0,1,1,1,
23836,0,2,6,23,36,
23859,0,0,0,0,0,
23938,0,12,28,31,49,
24090,14,29,43,54,102,
24099,0,9,15,21,22,
24234,0,2,6,13,19,
24239,2,3,8,11,14,
24334,0,0,0,0,0,
24357,0,11,21,28,29,
24358,2,2,3,3,3,
24375,0,0,0,0,0,
24440,0,0,0,0,0,
24444,1,2,10,12,19,
24456,0,0,0,0,0,
24557,0,0,0,0,12,
24566,0,0,0,0,0,
24573,0,0,0,0,0,
24668,23,45,110,286,436,
24740,0,2,46,170,484,
24800,4,9,11,27,40,
24853,1,2,7,17,21,
24968,0,0,0,0,0,
25016,0,0,4,19,39,
25101,0,0,0,0,0,
25141,0,0,0,0,0,
25430,0,0,0,0,0,
25458,0,0,0,0,0,
25635,0,0,10,32,77,
25636,0,0,0,0,19,
25704,0,0,0,0,0,
25716,0,2,8,10,14,
25778,1,2,2,3,9,
25783,0,0,0,1,2,
25797,0,0,0,0,0,
25858,0,0,0,0,3,
25863,0,0,0,0,0,
25892,0,0,33,82,99,
25895,0,0,0,0,0,
25988,0,0,0,0,0,
25992,0,0,0,0,0,
26137,0,0,0,0,0,
26197,2,6,11,35,75,
26294,0,0,0,0,0,
26307,1,1,1,1,2,
26342,0,0,1,5,5,
26357,7,14,25,40,45,
26389,0,0,1,1,4,
26412,2,2,6,19,36,
26436,0,0,7,13,31,
26450,0,0,0,0,0,
26591,0,6,9,14,23,
26597,0,0,0,0,0,
26811,0,0,0,0,0,
26853,0,0,0,0,0,
26858,0,0,0,0,0,
26926,0,0,0,0,0,
26980,0,0,0,0,0,
27021,0,0,0,0,0,
27103,0,0,0,0,0,
27318,0,0,0,0,0,
27389,0,8,12,26,36,
27487,0,0,0,0,0,
27530,1,18,25,25,38,
27593,0,3,9,27,30,
27731,1,2,13,13,46,
27926,2,6,13,32,56,
27964,0,8,16,35,77,
27980,0,0,7,27,78,
27997,0,15,41,70,242,
28054,0,0,0,0,0,
28078,0,1,2,4,5,
28108,1,9,29,53,73,
28296,0,1,2,7,14,
28302,0,1,3,4,17,
28355,0,0,1,4,5,
28430,0,8,13,20,26,
28444,1,3,4,4,4,
28497,0,0,0,0,6,
28499,6,18,28,59,99,
28571,0,0,0,0,0,
28581,0,0,0,0,0,
28596,0,0,0,0,0,
28623,0,0,0,0,0,
28700,2,2,3,5,6,
28936,0,0,0,0,0,
28948,0,6,42,83,231,
29204,0,4,22,38,59,
29325,0,0,1,1,1,
29479,0,0,0,0,0,
29611,2,3,6,7,7,
29631,5,6,11,11,11,
29656,6,7,15,20,46,
29664,0,1,3,4,5,
29710,0,0,0,0,0,
29752,0,0,0,0,0,
30052,3,13,22,23,31,
30076,0,0,0,0,0,
30164,1,6,10,10,16,
30262,0,1,8,10,16,
30291,0,0,0,0,0,
30322,0,0,0,0,0,
30329,0,2,4,7,9,
30383,0,0,0,0,0,
30401,0,0,0,0,0,
30445,0,0,0,0,0,
30625,9,22,35,47,76,
30628,2,3,4,19,42,
30717,0,0,0,0,0,
30839,0,0,0,0,0,
31014,0,0,0,0,0,
31119,12,18,21,30,32,
31171,0,0,0,0,0,
31204,0,20,35,94,135,
31356,1,5,8,30,49,
31358,1,9,18,24,45,
31385,0,0,0,0,0,
31426,3,11,28,71,148,
31427,0,6,19,31,50,
31433,0,6,15,40,78,
31437,0,0,0,0,0,
31505,0,0,0,0,0,
31555,4,4,4,4,4,
31580,0,0,0,0,0,
31591,0,0,1,4,4,
31605,0,0,0,0,0,
31628,0,0,0,0,0,
31630,0,0,0,0,0,
31634,0,0,0,0,0,
31687,7,7,7,18,28,
31793,6,7,12,16,23,
31831,0,0,14,31,190,
31848,0,0,3,15,21,
31906,0,0,0,0,0,
31926,0,0,0,0,0,
32244,0,4,5,5,6,
32251,2,6,16,41,81,
32390,0,0,0,0,0,
32449,0,0,0,0,0,
32499,0,0,0,0,0,
32796,1,4,5,5,5,
32944,0,3,6,6,6,
32976,0,0,0,2,7,
33248,0,0,0,1,12,
33281,0,18,48,71,151,
33334,0,0,0,0,0,
33433,1,1,9,34,79,
33439,16,25,36,116,217,
33461,0,0,0,0,0,
33478,0,0,0,0,0,
33561,0,0,0,0,0,
33731,0,0,0,0,0,
33792,14,22,33,33,35,
33895,0,0,0,0,0,
34112,3,5,11,16,16,
34139,0,0,0,0,0,
34245,0,0,0,0,0,
34533,2,3,9,22,24,
34568,6,8,10,14,22,
34706,0,0,0,0,0,
34732,0,0,0,0,0,
34746,0,0,0,0,0,
34844,0,0,0,0,0,
35035,0,0,0,0,0,
35093,0,6,11,12,29,
35293,1,1,1,2,2,
35417,1,1,1,3,13,
35507,0,12,30,58,122,
35538,2,12,21,30,43,
35599,0,0,4,5,6,
35613,0,1,3,3,3,
35668,0,0,0,0,0,
35681,0,0,3,3,8,
35928,0,0,2,9,20,
35987,2,3,27,73,152,
36030,0,0,5,7,43,
36037,0,3,5,35,173,
36054,0,0,0,0,0,
36092,0,0,0,0,0,
36176,0,0,0,0,0,
36202,23,47,86,174,305,
36222,0,5,18,34,53,
36304,0,0,0,0,0,
36326,0,3,8,18,19,
36475,0,0,0,0,0,
36480,0,1,2,4,8,
36640,0,1,1,3,14,
36646,0,0,0,0,0,
36702,1,8,8,8,12,
36703,1,1,1,9,58,
36755,2,2,4,6,8,
36776,0,0,0,2,49,
36797,0,0,0,0,0,
36906,0,5,11,48,69,
36914,0,0,0,0,0,
36945,0,0,0,0,0,
36960,0,0,0,0,0,
36994,2,5,6,9,10,
37058,0,2,15,19,23,
37077,0,0,1,1,1,
37078,2,4,6,13,31,
37177,1,1,1,1,1,
37185,0,0,0,0,0,
37207,0,0,0,0,0,
37210,0,0,0,0,0,
37299,0,10,15,24,36,
37326,0,5,6,9,20,
37433,1,1,2,2,7,
37434,0,0,0,0,0,
37447,5,9,13,27,117,
37457,1,1,2,5,38,
37480,4,9,10,13,22,
37536,0,0,0,0,0,
37561,0,0,0,0,0,
37570,9,15,31,51,71,
37641,0,0,0,0,0,
37659,0,1,1,18,34,
37694,0,0,0,0,0,
37744,0,0,0,0,3,
37767,2,8,11,18,18,
37786,0,0,0,0,0,
37801,0,0,0,0,0,
37879,9,25,62,140,333,
37896,1,6,20,40,51,
37906,0,0,0,0,0,
37908,0,1,1,1,1,
37910,0,1,2,9,19,
37921,1,1,2,2,2,
37929,0,0,0,0,0,
38120,0,4,6,6,7,
38205,0,0,0,0,0,
38287,0,0,0,0,0,
38308,3,5,14,17,27,
38341,0,0,0,0,0,
38442,0,0,0,0,0,
38506,0,0,0,0,0,
38574,0,0,0,0,0,
38617,0,7,12,40,80,
38638,0,0,0,0,0,
38645,0,0,0,3,7,
38710,0,5,6,8,23,
38749,0,0,0,0,0,
38806,3,3,4,6,6,
38911,0,0,4,21,64,
38982,10,15,35,64,84,
39030,1,17,31,47,64,
39066,0,0,0,0,0,
39163,0,0,0,18,38,
39182,0,1,4,4,9,
39196,1,3,5,6,10,
39378,1,1,2,2,2,
39488,1,1,1,3,3,
39499,4,5,5,7,9,
39546,0,3,12,20,36,
39564,0,0,0,0,0,
39692,0,2,2,2,2,
39717,0,0,0,0,0,
39760,0,0,0,0,0,
39831,16,24,31,49,63,
39840,0,4,8,13,19,
39885,3,5,15,27,40,
39901,0,0,0,0,0,
39925,0,0,0,0,0,
40101,2,3,13,22,26,
40112,0,0,0,0,0,
40218,1,2,8,11,22,
40405,0,0,0,0,0,
40604,0,0,8,16,33,
40623,0,0,0,0,0,
40628,0,4,5,7,34,
40751,0,0,0,0,0,
40805,0,0,7,47,117,
40819,0,0,0,0,0,
40839,0,0,0,0,0,
40858,0,0,27,283,787,
40866,2,19,72,103,133,
40988,1,31,63,106,128,
41087,0,0,0,3,8,
41116,6,14,24,26,36,
41268,0,4,6,11,11,
41290,0,3,13,14,64,
41339,1,4,9,11,18,
41471,1,1,1,5,7,
41584,1,3,4,15,36,
41775,0,0,0,0,0,
41776,1,2,2,5,5,
41867,0,0,0,0,15,
41891,0,0,0,0,0,
41905,0,0,0,1,2,
41907,0,0,0,0,0,
42079,0,0,0,0,0,
42147,0,0,0,0,0,
42158,0,17,54,136,174,
42183,1,14,46,140,195,
42279,1,2,5,12,13,
42331,0,19,82,136,159,
42419,0,0,0,0,0,
42422,0,1,1,1,1,
42544,0,0,1,20,46,
42546,2,9,9,12,19,
42598,0,3,6,9,14,
42734,0,0,0,1,1,
42743,1,6,15,49,110,
42744,4,12,27,38,38,
42829,0,0,0,0,0,
42900,7,13,31,182,396,
42902,2,18,39,65,76,
42914,0,0,0,0,0,
42996,11,16,25,44,65,
43018,0,0,0,0,0,
43035,6,10,11,18,35,
43076,0,9,33,90,190,
43118,0,0,0,0,0,
43151,0,0,0,0,0,
43230,0,0,0,0,0,
43238,0,0,0,0,0,
43271,0,0,0,0,0,
43287,0,2,10,35,103,
43293,0,0,0,0,0,
43351,5,13,36,55,123,
43375,0,0,0,0,0,
43444,0,1,1,1,1,
43464,0,0,0,0,0,
43517,0,0,3,23,105,
43519,0,1,19,20,29,
43590,0,0,0,0,0,
43651,0,3,8,18,26,
43788,0,2,6,19,40,
43923,0,3,14,37,59,
43936,0,21,38,100,130,
43937,2,16,26,42,57,
44035,0,0,0,0,0,
44053,0,0,0,0,0,
44081,0,0,0,0,0,
44186,5,26,57,170,318,
44248,0,0,0,0,0,
44317,3,3,5,8,8,
44360,0,0,0,0,1,
44509,0,0,1,9,11,
44525,0,0,0,0,0,
44549,0,0,0,0,0,
44611,0,0,0,0,0,
44640,1,1,1,4,4,
44706,0,0,0,0,0,
44735,0,0,0,0,0,
44836,0,0,0,0,0,
44851,0,0,0,0,0,
45009,0,5,30,61,92,
45015,8,12,26,35,57,
45027,0,0,0,0,0,
45179,0,0,0,0,0,
45269,0,0,0,0,0,
45335,0,18,45,65,85,
45391,0,0,0,0,0,
45396,0,0,0,0,0,
45427,0,0,1,1,17,
45461,0,0,0,0,0,
45463,0,0,0,0,0,
45472,0,0,0,0,0,
45520,0,1,5,6,11,
45547,0,0,0,0,0,
45571,0,0,0,1,1,
45720,4,4,17,18,25,
45784,0,0,0,1,16,
45789,0,0,0,6,17,
45820,2,4,6,6,9,
45849,0,3,6,10,10,
45879,3,3,13,27,62,
45880,1,5,9,17,36,
45899,0,1,1,1,14,
46085,16,37,92,183,289,
46159,0,0,0,0,0,
46164,0,0,0,0,0,
46176,0,0,0,0,0,
46233,0,0,0,0,0,
46271,0,0,0,0,0,
46303,0,1,2,4,5,
46325,0,3,12,29,69,
46338,0,0,0,0,0,
46392,0,0,0,0,0,
46395,0,0,5,11,20,
46405,0,0,0,0,0,
46664,0,0,0,0,0,
46679,0,0,0,0,0,
46720,1,1,1,1,1,
46833,11,22,23,28,40,
46841,0,0,0,0,0,
46852,0,0,0,0,0,
46929,1,3,5,8,23,
46952,0,0,0,0,0,
46995,19,25,28,34,44,
47057,0,0,0,0,5,
47094,0,0,0,0,0,
47190,14,83,197,311,464,
47208,0,0,0,0,0,
47219,0,2,5,6,6,
47291,1,1,1,1,1,
47328,0,0,0,0,0,
47661,0,0,0,10,11,
47686,0,0,0,1,3,
47743,0,5,18,56,56,
47755,1,9,51,104,200,
47794,0,0,0,0,0,
47845,0,0,0,0,0,
47866,0,0,0,0,0,
47950,2,10,16,18,28,
47991,9,25,68,124,239,
48238,0,0,0,0,0,
48381,0,0,1,5,5,
48416,7,30,82,212,346,
48449,1,5,11,25,35,
48464,0,4,5,11,15,
48565,3,14,50,94,148,
48675,6,6,9,18,35,
48849,1,5,11,18,49,
48870,0,0,0,0,0,
48964,0,14,24,53,84,
48990,7,18,28,47,64,
49080,0,0,0,0,1,
49169,2,8,17,30,58,
49616,0,0,0,0,0,
49633,0,1,1,4,11,
49859,3,30,80,145,275,
50000,0,0,0,0,0,
50112,0,0,0,0,0,
50198,0,0,0,0,0,
50332,0,0,0,0,0,
50343,0,1,4,7,16,
50400,6,6,13,17,21,
50413,0,0,0,0,0,
50424,0,0,0,0,0,
50483,1,18,36,57,73,
50655,1,2,3,3,3,
50694,3,8,32,58,139,
50755,0,0,0,0,0,
50817,0,0,0,0,0,
50818,0,0,0,0,0,
50872,0,0,0,0,0,
50875,0,0,0,8,8,
50924,37,99,132,243,449,
51009,0,6,49,79,127,
51036,0,3,19,64,203,
51049,1,12,29,42,176,
51059,0,0,0,0,0,
51117,0,0,0,0,0,
51193,0,0,0,0,0,
51233,2,3,4,16,31,
51472,0,0,0,0,0,
51484,0,0,0,0,0,
51516,0,0,0,0,0,
51741,1,1,11,18,51,
52007,1,4,42,116,284,
52118,2,3,3,5,8,
52396,0,0,2,2,2,
52470,7,13,14,15,23,
52641,0,0,0,0,0,
52672,0,0,0,0,0,
52717,0,0,0,0,0,
52718,0,2,8,17,83,
52764,0,2,2,2,2,
53068,0,0,0,0,0,
53139,0,0,10,30,52,
53143,12,26,76,199,357,
53175,0,0,0,0,0,
53183,0,0,1,3,10,
53232,0,0,0,0,0,
53233,0,0,0,0,0,
53298,7,24,40,59,72,
53356,0,0,0,0,10,
53459,0,0,0,0,0,
53568,0,0,0,0,0,
53603,0,0,0,0,0,
53849,0,0,0,9,61,
53988,0,0,1,3,5,
54138,5,9,10,13,19,
54209,0,0,0,0,0,
54388,0,0,0,0,0,
54408,0,0,0,0,0,
54696,0,0,0,0,0,
54775,1,1,1,11,41,
55370,2,3,3,3,4,
55572,0,0,0,0,0,
55612,0,0,0,4,5,
55769,2,4,4,4,4,
55818,2,2,2,2,2,
55854,0,0,0,0,0,
55926,6,32,118,248,382,
55962,0,8,30,69,123,
56532,0,0,0,0,0,
56716,0,5,9,9,18,
56826,0,0,3,8,9,
56968,0,0,0,0,0,
57037,0,0,0,0,0,
57041,0,15,20,30,39,
57058,0,0,0,0,0,
57311,0,1,2,7,9,
57355,5,5,6,13,13,
57375,0,2,4,7,16,
57512,0,4,5,9,30,
57580,12,129,210,359,1049,
57612,0,0,18,101,226,
57673,0,0,0,0,0,
57711,0,0,0,0,0,
58074,0,0,0,0,0,
58096,0,0,0,0,0,
58281,0,0,0,0,0,
58314,0,0,0,0,0,
58388,0,3,3,3,3,
58579,0,0,0,0,0,
58767,4,4,4,7,19,
58960,0,0,0,0,0,
59218,0,0,4,5,12,
59420,0,0,3,3,3,
59435,0,0,0,0,0,
59537,6,8,9,9,10,
59554,0,1,3,31,60,
59562,0,0,7,16,31,
59622,0,1,1,2,4,
59683,0,0,0,1,5,
59700,0,9,35,48,75,
59896,0,0,2,2,6,
59985,0,0,0,0,0,
60027,3,11,14,32,51,
60036,12,20,32,47,94,
60125,0,0,0,0,0,
60141,1,16,45,76,121,
60144,0,0,0,0,0,
60158,0,0,0,0,0,
60407,3,7,11,15,22,
60584,0,3,6,12,19,
60682,5,14,20,26,34,
60763,0,2,6,17,22,
60787,0,0,16,41,81,
60821,0,0,0,0,0,
60867,0,38,55,66,81,
60873,4,5,13,19,39,
60949,0,0,0,0,0,
60999,0,0,0,0,0,
61232,0,1,7,19,31,
61361,0,0,0,12,37,
61406,0,7,10,14,23,
61458,0,0,0,0,0,
61463,0,2,2,5,5,
61496,0,0,1,3,25,
61551,0,0,0,0,0,
61711,0,2,4,7,14,
61769,0,0,0,0,0,
62150,0,0,8,27,83,
62186,6,17,53,55,55,
62219,2,5,21,41,78,
62251,0,0,0,0,0,
62301,0,0,0,0,0,
62454,6,18,49,93,245,
62482,0,0,2,2,3,
62496,0,0,0,0,0,
62499,0,0,0,0,2,
62535,0,1,4,4,4,
62588,0,3,11,17,34,
62689,0,0,0,0,0,
62708,0,0,0,0,0,
62732,0,0,0,0,0,
62895,0,0,0,0,0,
62914,5,16,35,43,64,
62951,0,0,2,5,5,
62980,1,16,30,56,124,
63015,0,8,15,34,51,
63159,0,0,0,0,0,
63387,3,7,35,91,222,
63409,0,0,0,0,0,
63472,5,11,11,11,12,
63973,0,0,0,0,0,
64285,1,1,3,5,5,
64328,0,0,0,0,0,
64333,0,1,1,1,1,
64512,0,0,0,4,6,
64608,0,0,0,0,0,
64614,0,0,3,16,25,
64629,4,31,44,78,106,
64671,0,0,0,0,0,
64734,0,0,0,0,0,
64736,0,0,0,0,0,
64995,0,0,0,0,0,
64996,0,0,0,0,0,
65028,3,10,24,65,215,
65177,0,2,6,28,51,
65346,5,13,25,40,70,
65409,0,0,0,0,21,
65501,0,0,0,0,0,
65595,4,12,12,12,12,
65654,2,4,4,12,23,
65705,2,23,47,102,162,
65819,2,2,4,10,23,
65878,0,0,0,0,0,
65887,0,0,0,0,0,
65905,6,10,15,36,58,
66025,0,0,0,0,0,
66105,7,7,9,24,51,
66156,0,0,0,0,0,
66258,0,0,0,0,0,
66306,0,0,0,0,0,
66355,0,0,0,1,8,
66402,0,0,0,0,0,
66473,0,0,0,0,0,
66500,3,4,4,5,8,
66665,0,0,0,0,0,
66793,0,3,9,20,30,
66818,0,0,0,0,0,
66913,0,0,0,0,0,
66953,4,12,21,22,28,
