10676,1,195
10733,3,190
10804,2,192
10835,1,192
10838,2,192
10872,2,190
10919,1,188
10961,1,189
10999,1,189
11002,2,192
11005,1,189
11063,1,190
11470,1,189
11515,1,189
11528,1,189
11556,1,192
11558,2,193
11585,1,189
11623,5,190
11697,1,189
11756,2,192
11768,2,192
11770,5,190
11787,2,192
11798,1,189
11853,3,190
11880,2,190
11956,1,192
12122,1,194
12187,2,190
12396,2,190
12444,1,189
12456,1,195
12465,3,190
12466,1,194
12738,1,188
12744,2,193
12816,1,192
12823,1,189
13020,2,190
13068,1,193
13170,2,190
13204,1,188
13215,1,189
13257,4,190
13269,1,189
13373,1,192
13401,4,190
13737,1,189
13917,3,190
13922,1,189
14105,2,193
14112,1,189
14120,1,189
14128,1,189
14146,1,189
14194,1,189
14196,3,190
14217,2,190
14253,2,192
14284,1,193
14294,1,189
14334,1,189
14394,1,193
14409,1,193
14421,1,189
14640,1,193
14782,1,189
14796,1,189
14804,2,190
14807,3,190
14871,2,192
14897,4,190
14904,1,189
15080,1,189
15297,1,189
15377,1,195
15434,2,190
15559,1,189
15624,1,189
15663,1,193
15702,1,193
15791,1,192
15827,1,189
15829,1,189
15928,1,189
15976,1,189
15998,3,190
16026,1,194
16238,2,192
16247,2,192
16341,1,189
16375,1,189
16478,1,189
16622,1,189
16797,2,192
16824,1,195
16875,2,192
16910,1,192
16920,1,193
16930,2,189
16995,5,190
17095,5,190
17121,1,195
17174,2,193
17212,1,189
17287,1,193
17523,1,193
17560,1,193
17579,1,189
17586,1,193
17724,2,190
17870,3,190
17942,1,189
17950,1,195
18008,1,189
18027,1,189
18039,1,193
18081,6,190
18107,1,189
18135,1,189
18171,2,192
18271,2,192
18283,1,194
18373,4,190
18422,2,193
18433,3,190
18470,2,192
18474,2,192
18563,1,189
18630,2,190
18679,2,192
18855,1,189
18921,1,192
18964,4,190
19050,2,192
19233,1,189
19394,1,189
19420,2,192
19425,1,192
19434,1,192
19452,1,193
19464,6,190
19481,1,192
19482,3,190
19499,1,189
19575,5,190
19696,1,193
19789,4,190
19857,1,189
19872,1,193
19893,1,193
19894,1,189
19895,1,193
19908,2,192
19921,4,190
19934,1,189
19964,1,193
19967,1,193
20006,1,188
20313,1,192
20316,2,190
20389,1,188
20404,1,192
20433,1,189
20442,7,190
20464,1,189
20470,1,189
20492,5,190
20516,2,190
20557,1,189
20593,5,190
20594,1,192
20690,1,192
20697,2,192
20766,1,192
20817,2,190
20890,2,193
20915,2,190
20949,4,190
20953,1,193
21019,2,192
21066,2,190
21098,2,192
21107,2,193
21162,3,190
21178,1,189
21185,1,190
21187,1,194
21210,1,189
21258,2,192
21316,1,189
21333,1,193
21372,1,193
21412,1,194
21422,1,189
21476,1,189
21534,1,189
21632,5,190
21669,1,192
21694,2,190
21796,1,189
21846,2,192
21849,2,191
21870,1,195
21962,2,190
21964,1,189
21968,4,190
21975,2,192
21995,1,195
21998,1,192
22048,2,192
22184,2,193
22193,1,192
22245,1,189
22261,1,193
22263,1,189
22302,1,193
22376,1,189
22396,1,194
22532,1,189
22535,1,192
22566,1,193
22610,1,192
22636,1,189
22724,1,193
22760,1,192
22777,2,190
22784,1,189
22824,2,192
22882,1,192
22903,1,194
22917,1,189
22918,1,193
22925,2,192
22938,1,189
22970,1,192
22989,1,189
22995,1,189
23065,2,193
23135,2,192
23143,2,192
23238,1,194
23301,3,190
23352,1,193
23358,3,190
23414,3,193
23434,1,193
23443,4,190
23483,3,192
23502,3,190
23576,2,190
23585,1,189
23721,3,190
23776,3,190
23777,1,190
23810,1,189
23836,2,190
23839,1,189
23938,2,190
23995,1,189
24039,1,189
24090,5,190
24204,1,189
24234,2,190
24239,1,193
24351,1,189
24357,2,192
24444,2,193
24515,1,189
24541,1,189
24557,2,192
24566,1,193
24574,1,192
24600,1,193
24668,4,190
24691,2,192
24726,1,192
24740,6,190
24771,1,189
24805,1,189
24825,5,190
24833,1,189
24852,1,192
24853,2,193
25011,1,189
25016,4,190
25591,1,193
25599,2,190
25635,5,190
25636,2,193
25707,1,189
25713,1,193
25716,1,189
25778,1,189
25783,3,192
25851,1,189
25858,1,193
25863,1,189
25892,3,190
25934,1,192
25971,1,189
25990,1,189
26069,1,189
26118,1,189
26197,3,190
26198,1,192
26258,1,189
26307,1,189
26312,1,189
26335,1,189
26342,1,189
26357,1,192
26389,1,189
26412,2,192
26436,3,190
26439,1,193
26510,1,189
26591,2,192
26603,1,189
26669,1,189
26700,1,189
26853,1,189
26864,1,193
26977,1,189
26980,2,192
27076,1,189
27103,1,189
27202,1,189
27204,2,192
27236,1,189
27272,1,189
27318,2,192
27389,1,193
27417,1,193
27530,2,192
27533,1,189
27593,2,192
27731,4,190
27737,1,195
27755,1,189
27775,1,189
27778,1,189
27885,1,189
27926,2,190
27959,1,193
27964,2,190
27980,6,190
27997,5,190
28045,1,194
28054,1,194
28078,1,189
28108,2,192
28140,1,193
28222,1,189
28228,1,192
28251,1,194
28296,1,193
28302,2,190
28355,1,189
28426,1,189
28430,2,190
28444,1,189
28473,1,189
28497,2,192
28499,3,190
28517,1,189
28558,1,192
28649,1,189
28696,1,189
28700,1,193
28761,1,189
28797,1,188
28856,1,189
28948,5,190
29108,1,189
29194,1,189
29204,2,193
29208,1,193
29264,1,189
29325,1,189
29413,1,194
29590,1,189
29611,2,192
29631,2,193
29656,4,190
29664,1,193
29761,1,195
29768,1,189
29793,2,190
29821,1,189
29961,1,189
29965,1,189
30052,2,192
30164,1,189
30260,2,190
30262,2,192
30329,2,193
30336,2,190
30625,3,190
30628,1,193
30664,1,189
30666,1,189
30700,1,189
30841,1,189
30866,1,189
31119,1,193
31181,1,189
31199,1,189
31204,4,190
31356,2,190
31358,2,192
31378,1,193
31422,1,192
31426,3,190
31427,2,190
31433,2,192
31437,1,189
31555,1,193
31589,1,189
31590,1,189
31591,1,192
31687,1,189
31792,1,189
31793,2,192
31831,6,190
31848,2,193
32056,1,189
32251,4,190
32288,1,189
32382,2,193
32411,1,193
32460,1,189
32796,1,192
32797,1,189
32912,1,189
32976,1,189
33248,1,192
33281,5,190
33333,1,194
33433,3,192
33439,3,190
33443,1,189
33461,1,189
33750,1,193
33756,1,193
33792,3,190
33871,1,189
33910,1,189
34112,1,193
34173,1,190
34533,2,192
34542,1,193
34568,3,190
34601,1,189
34671,1,188
34842,1,189
34951,1,189
35045,1,192
35049,1,189
35081,2,193
35093,2,192
35149,1,193
35252,1,189
35281,1,189
35293,1,189
35417,1,189
35507,2,192
35538,1,193
35599,1,189
35654,1,190
35681,2,192
35778,1,192
35814,1,189
35828,1,192
35928,1,192
35935,2,192
35937,1,193
35958,1,193
35987,6,190
36027,1,192
36030,5,190
36031,2,195
36037,5,190
36202,5,190
36222,2,192
36304,1,189
36317,1,193
36326,1,189
36399,1,189
36480,2,193
36569,1,192
36601,1,189
36640,3,190
36653,1,193
36658,1,189
36702,1,189
36703,2,190
36755,1,193
36774,1,189
36775,1,194
36776,2,192
36786,1,188
36811,1,189
36845,1,189
36863,1,192
36906,2,192
36946,2,192
36994,1,189
37013,1,189
37058,2,192
37073,4,190
37074,1,192
37078,2,190
37167,1,193
37226,1,189
37299,2,192
37326,1,193
37433,4,190
37447,6,190
37457,2,190
37480,3,190
37489,1,189
37502,1,189
37552,1,193
37570,2,190
37616,1,193
37659,2,192
37660,1,191
37712,1,189
37744,2,192
37753,1,189
37767,1,189
37787,1,193
37816,1,189
37879,3,190
37896,2,190
37910,2,192
37921,2,190
37935,1,189
37941,1,189
37956,1,193
38022,1,193
38087,1,192
38120,2,190
38308,2,189
38322,1,193
38357,1,193
38369,1,189
38438,1,189
38451,1,193
38463,1,193
38495,1,189
38502,1,194
38569,1,194
38617,6,190
38710,2,190
38765,2,190
38771,1,194
38806,2,190
38903,1,193
38911,3,190
38982,2,191
38989,1,189
39030,3,190
39163,3,190
39182,1,193
39196,1,192
39338,1,192
39340,1,189
39352,1,192
39378,1,192
39381,1,189
39489,1,189
39494,1,194
39498,1,189
39499,1,189
39546,2,192
39692,1,192
39697,2,190
39784,1,193
39825,1,195
39831,3,190
39840,2,190
39877,1,189
39965,1,189
40101,1,193
40153,1,195
40180,2,190
40218,2,192
40391,1,193
40480,1,189
40567,2,190
40604,2,192
40628,1,193
40708,1,193
40720,1,189
40805,5,190
40807,1,192
40815,1,189
40858,5,190
40866,3,190
40955,4,190
40988,2,190
41103,1,194
41116,2,190
41171,1,189
41268,2,192
41290,5,190
41317,1,189
41339,1,189
41361,1,189
41471,1,193
41478,1,189
41485,1,189
41511,1,189
41584,2,190
41724,1,189
41776,1,193
41867,3,192
41905,1,193
41949,1,192
42023,1,189
42158,2,190
42160,1,189
42183,4,190
42187,1,189
42279,1,189
42325,2,193
42331,5,190
42422,1,189
42544,2,192
42546,2,192
42557,1,189
42598,1,193
42601,1,189
42612,1,193
42734,1,189
42743,3,192
42744,2,192
42787,1,193
42790,2,192
42848,1,195
42900,4,190
42902,3,190
42996,1,193
43035,1,193
43076,5,190
43144,1,189
43257,1,193
43278,1,189
43287,4,190
43351,4,190
43379,1,189
43517,3,190
43519,2,192
43531,1,189
43538,1,195
43612,1,190
43651,2,193
43680,2,190
43706,1,189
43729,1,190
43788,2,193
43923,2,192
43936,2,190
43937,2,192
44035,1,192
44186,5,190
44211,1,192
44255,1,193
44348,1,189
44360,2,190
44390,1,192
44453,1,189
44495,1,189
44509,1,193
44525,1,189
44598,1,189
44640,2,192
44645,1,188
44646,1,189
44701,1,192
44711,1,189
44735,1,189
44758,1,189
44850,1,193
44854,1,189
44911,1,189
45009,1,192
45015,2,193
45140,1,193
45228,1,193
45231,1,190
45269,1,189
45335,2,190
45427,3,190
45494,1,189
45520,1,193
45550,1,193
45571,1,193
45574,1,188
45653,2,192
45720,2,192
45784,1,193
45789,1,192
45820,1,193
45879,2,190
45880,2,193
45899,2,190
46006,1,192
46036,2,192
46085,5,190
46193,1,189
46233,1,193
46280,1,189
46294,1,189
46303,1,189
46325,3,190
46375,1,188
46395,1,192
46703,1,193
46765,1,195
46833,3,190
46839,1,192
46869,2,190
46893,2,191
46929,2,190
46995,1,193
47010,1,188
47032,1,189
47057,2,190
47071,1,192
47190,4,190
47207,1,189
47224,1,189
47291,1,189
47336,1,193
47381,1,189
47460,1,189
47594,1,195
47661,3,190
47686,1,193
47731,1,189
47743,2,192
47755,5,190
47777,1,189
47855,1,189
47950,2,193
47980,2,192
47990,3,190
47991,5,190
48007,1,189
48170,1,189
48381,1,189
48383,1,192
48402,1,189
48416,5,190
48449,3,190
48464,3,190
48499,1,189
48565,2,192
48605,2,193
48623,1,193
48675,2,193
48797,1,190
48849,2,190
48884,1,189
48964,3,190
48990,2,192
49071,2,190
49169,2,190
49412,2,193
49486,1,192
49494,2,193
49633,3,192
49663,1,189
49787,1,189
49839,1,194
49859,5,190
50007,1,189
50051,1,189
50138,1,189
50152,1,192
50343,1,192
50389,2,190
50400,2,193
50413,2,190
50483,2,192
50589,1,189
50655,2,192
50694,3,190
50727,1,189
50734,1,189
50818,1,189
50875,1,193
50924,5,190
50943,2,190
51009,2,192
51036,3,190
51049,5,190
51117,1,189
51135,1,189
51233,2,190
51236,1,192
51516,1,192
51586,3,190
51615,1,189
51658,1,193
51741,1,192
51836,1,195
52007,1,192
52118,2,192
52150,1,192
52250,1,189
52268,1,192
52340,1,192
52411,1,189
52470,1,189
52718,3,190
52764,1,193
52814,1,189
52822,1,189
52872,1,189
52875,1,188
53022,1,193
53064,1,189
53130,1,189
53139,3,190
53143,4,190
53163,1,189
53183,1,189
53298,2,192
53356,2,193
53426,1,189
53649,2,192
53733,1,193
53849,4,190
53988,1,189
54138,1,192
54302,2,192
54360,1,192
54388,1,189
54608,1,189
54725,1,189
54775,4,190
54893,1,189
55146,1,189
55370,2,192
55420,1,189
55612,1,190
55803,1,194
55818,1,193
55926,4,190
55962,2,190
56018,1,193
56151,1,193
56418,1,188
56448,1,193
56626,1,195
56629,1,189
56667,2,193
56716,2,189
57041,2,193
57108,1,193
57249,1,193
57311,1,193
57335,1,189
57355,1,189
57363,1,190
57375,1,193
57391,1,189
57495,1,193
57512,1,192
57528,1,192
57580,6,190
57612,4,190
57711,1,190
57794,1,192
57814,1,195
58344,2,190
58386,2,190
58388,1,193
58424,1,193
58464,1,194
58535,1,193
58601,1,189
58639,1,188
58642,1,189
58690,2,192
58767,1,192
58805,1,192
58811,1,189
59129,1,189
59153,2,192
59155,1,193
59218,2,193
59304,1,189
59315,1,190
59420,1,193
59470,2,192
59537,2,190
59554,2,190
59562,1,193
59622,1,192
59667,1,193
59683,1,192
59700,2,189
59769,1,189
59822,1,189
60027,2,190
60036,3,190
60044,1,189
60094,1,189
60141,5,190
60158,1,192
60197,1,189
60346,1,189
60372,1,195
60407,2,190
60584,2,190
60682,2,193
60763,1,193
60787,4,190
60798,1,195
60806,1,189
60867,2,192
60873,2,192
60949,1,189
61025,1,189
61030,1,189
61067,1,189
61232,2,192
61268,1,189
61298,1,194
61360,1,195
61361,2,192
61406,1,189
61463,1,189
61496,2,192
61711,1,193
61781,1,195
61800,1,189
61854,1,189
61969,1,192
62054,1,193
62150,2,192
62186,2,192
62219,2,193
62274,1,192
62447,1,189
62450,1,192
62454,3,190
62482,1,189
62499,1,193
62584,1,193
62588,1,193
62660,1,189
62687,1,189
62737,1,195
62788,1,189
62837,1,192
62914,3,190
62935,1,189
62951,1,192
62980,3,190
63015,1,193
63080,1,189
63091,1,189
63159,1,189
63285,1,189
63293,1,192
63300,1,189
63303,1,189
63387,3,190
63472,1,189
63666,1,195
63669,1,188
63688,1,189
63706,1,192
63750,2,188
63780,1,194
63820,1,192
63834,1,194
63870,1,189
63924,1,192
64016,1,195
64096,1,192
64184,1,195
64185,1,188
64260,1,193
64285,1,189
64328,1,188
64333,1,193
64477,1,193
64512,1,193
64611,1,189
64613,2,190
64614,2,190
64615,1,194
64628,1,189
64629,2,190
64662,1,193
64706,1,192
64870,1,192
64915,2,193
64988,1,189
65002,1,189
65028,3,190
65159,1,189
65177,2,192
65255,1,189
65346,2,192
65409,1,193
65470,1,193
65473,1,189
65483,1,189
65484,1,194
65530,1,193
65588,1,189
65595,2,192
65654,1,189
65705,2,192
65819,2,192
65905,3,190
65916,1,188
66010,2,192
66105,2,192
66143,1,192
66314,1,189
66355,1,189
66500,1,189
66602,1,189
66793,2,192
66818,1,189
66919,1,193
66953,2,192
66978,1,195
67048,2,190
67150,2,188
67178,1,195
67254,1,194
67280,3,190
67309,1,189
67312,1,189
67336,2,192
67408,2,190
67413,5,190
67417,3,190
67429,1,189
67477,1,189
67484,1,188
67498,1,189
67527,4,190
67537,2,192
67548,1,188
67603,1,189
67604,3,190
67623,1,189
67628,1,189
67651,2,192
67828,1,189
67830,1,189
67858,1,189
67862,1,189
67872,1,194
67902,3,190
67907,1,189
67909,1,189
67922,1,189
67980,1,192
67995,1,189
68266,1,192
68326,1,195
68358,1,189
68414,1,189
68523,2,190
68535,2,190
68556,1,189
68598,1,189
68627,2,193
68824,1,194
68880,1,189
68926,1,193
68954,1,192
68959,1,189
69022,1,193
69429,2,190
69431,1,193
69440,2,190
69459,1,189
69532,3,193
69534,2,192
69544,2,192
69589,1,190
69624,3,190
69732,1,189
69757,1,189
69775,1,193
70016,2,192
70087,2,192
70133,2,192
70195,1,189
70200,1,189
70264,4,190
70347,2,190
70416,1,192
70436,1,193
70455,1,189
70506,2,192
70555,1,189
70586,1,193
70591,2,192
70642,1,188
70709,1,189
70801,1,193
70853,1,193
70871,1,193
70927,3,190
70988,1,192
71088,1,194
71120,1,189
71183,1,193
71270,1,194
71308,1,193
71397,1,189
71495,1,192
71500,3,190
71509,1,193
71536,1,193
71544,1,195
71550,1,193
71569,1,189
71625,3,190
71632,2,193
71674,3,190
71721,4,190
71724,1,189
71753,2,190
71759,1,192
71777,1,189
71800,1,188
71811,4,190
71828,1,192
71861,1,193
71870,1,192
71961,1,192
71986,1,188
72056,2,190
72086,1,193
72093,1,189
72108,3,190
72127,2,193
72139,2,192
72154,1,189
72361,1,193
72387,1,189
72390,1,193
72410,1,189
72412,1,189
72415,1,189
72503,1,189
72510,1,192
72621,1,189
72786,1,189
72810,2,192
72812,1,195
72833,1,189
72834,2,193
72914,1,192
72949,2,193
72979,1,189
72981,2,192
72993,3,190
72998,1,192
73020,1,192
73025,1,189
73089,1,193
73132,1,193
73187,1,192
73198,4,190
73459,1,193
73501,1,193
73503,1,194
73591,1,192
73629,1,189
73692,1,189
73697,3,190
73741,5,190
73925,1,189
73934,1,189
73974,1,189
74001,1,189
74038,1,193
74099,1,193
74156,1,189
74180,1,189
74184,1,192
74291,2,190
74363,1,193
74373,1,189
74440,1,193
74474,1,192
74498,2,192
74503,3,190
74800,1,193
74903,3,190
74907,2,192
74990,2,193
75005,1,189
75098,1,192
75130,5,190
75156,2,190
75202,1,189
75241,1,195
75314,1,189
75452,1,193
75560,4,190
75641,1,192
75661,1,189
75757,1,192
75811,2,190
75877,1,189
75937,1,189
76033,1,193
76481,1,189
76592,1,189
76596,2,190
76790,1,189
76804,1,189
76818,4,190
76848,1,189
76925,1,189
76945,1,189
76950,2,192
77006,1,189
77016,1,189
77161,2,190
77226,2,193
77237,2,190
77287,1,189
77404,1,189
77545,1,193
77547,2,193
77582,1,194
77630,1,194
77669,1,189
77674,1,189
77692,1,193
77726,2,192
77823,1,189
77836,1,193
77936,1,189
77988,1,192
78049,1,193
78080,1,193
78114,2,193
78159,1,192
78161,1,195
78190,1,191
78371,1,193
78417,1,193
78426,1,192
78498,1,193
78502,2,192
78535,1,189
78548,1,189
78564,1,189
78650,1,189
78781,1,189
78807,1,192
78886,1,194
78947,2,193
78984,5,190
79076,1,189
79122,1,189
79176,1,189
79178,1,189
79196,1,189
79413,2,192
79445,2,192
79523,2,189
79590,2,190
79879,1,189
79926,1,189
80017,3,190
80125,2,192
80154,2,190
80201,2,190
80253,2,189
80295,2,193
80404,1,192
80514,1,192
80523,1,188
80548,1,189
80596,1,189
80607,1,194
80676,1,189
80725,1,192
80758,1,193
80768,1,194
80846,2,192
80895,1,189
81054,1,189
81068,1,193
81161,1,189
81255,4,190
81266,1,192
81322,1,193
81486,1,189
81511,2,192
81544,1,189
81556,1,189
81557,2,192
81560,6,190
81580,4,190
81713,1,193
81779,1,189
81860,3,190
81894,1,189
81941,2,192
82028,1,189
82081,3,190
82106,1,192
82158,1,189
82179,2,193
82193,6,190
82397,1,193
82413,1,192
82459,1,192
82481,2,190
82514,1,193
82558,1,189
82774,1,192
82788,1,189
82917,1,189
83002,1,194
83257,1,189
83284,1,189
83341,1,189
83469,2,190
83479,1,189
83490,1,193
83515,2,193
83557,1,189
83621,1,192
83635,2,192
83638,1,188
83681,1,192
83704,1,194
83740,1,193
83771,2,190
83803,2,191
83899,1,189
83911,1,189
83947,4,190
83993,2,190
84007,1,189
84063,1,189
84141,1,189
84248,1,189
84265,2,193
84290,3,190
84302,1,195
84331,1,189
84393,2,190
84459,1,192
84584,2,190
84620,1,189
84624,1,189
84694,3,190
84696,2,193
84724,1,195
84751,3,190
84756,2,192
84759,1,189
84876,1,189
84888,1,189
84916,1,189
84920,1,193
84927,1,194
84978,1,189
85011,2,192
85058,1,189
85077,1,192
85162,2,189
85184,4,190
85210,1,192
85229,2,192
85312,1,194
85366,1,193
85405,1,189
85444,1,189
85506,1,189
85694,1,189
85797,1,189
85874,1,189
86021,4,190
86257,1,189
86325,2,192
86377,1,189
86463,1,193
86474,1,195
86507,1,189
86586,2,190
86680,2,193
86711,1,189
86750,1,189
86907,2,193
86982,2,193
86994,1,189
87187,1,189
87291,1,189
87338,4,190
87472,2,190
87536,1,190
87631,2,192
87634,1,189
87639,2,190
87679,1,189
87738,1,189
87758,1,193
87867,1,189
87983,5,190
87987,1,193
88024,2,192
88113,1,195
88209,2,190
88333,1,192
88505,1,193
88541,2,192
88549,1,195
88560,1,192
88623,2,192
88797,1,194
88862,1,193
88933,1,192
89021,1,189
89076,1,189
89079,2,192
89094,1,189
89112,1,195
89140,2,193
89159,6,190
89249,1,189
89304,2,190
89317,1,193
89323,2,190
89459,1,189
89478,1,193
89491,1,189
89527,1,193
89655,3,190
89658,1,193
89713,1,192
89808,1,189
89874,2,190
89940,2,190
89968,2,190
90003,4,190
90052,1,193
90259,1,195
90266,2,191
90293,1,189
90425,1,192
90485,2,193
90498,2,192
90506,2,192
90519,1,193
90576,2,192
90605,2,189
90739,2,193
90773,2,190
90796,2,192
90801,1,193
90816,1,192
90859,1,193
90878,2,190
90884,2,190
90939,1,193
91013,1,194
91080,1,193
91084,1,189
91131,2,193
91189,2,192
91192,3,190
91203,1,192
91236,1,189
91258,1,189
91274,5,190
91284,1,189
91345,3,192
91368,3,190
91382,1,189
91625,1,189
91637,1,192
91649,1,193
91683,1,192
91692,2,193
91727,1,193
91840,1,193
91899,1,189
91949,2,192
91970,1,189
92000,3,190
92044,3,190
92104,4,190
92113,2,192
92206,1,195
92229,1,189
92233,1,189
92256,1,189
92335,1,189
92338,2,192
92367,1,189
92384,2,192
92400,1,189
92518,1,189
92579,1,193
92837,1,193
92850,1,192
92860,2,193
92884,1,189
93110,1,192
93293,1,192
93294,1,192
93316,1,194
93333,2,190
93432,1,189
93433,2,190
93506,3,190
93569,1,192
93595,2,192
93645,1,193
93728,1,189
93850,2,190
93878,2,193
93904,1,189
94055,1,188
94098,1,193
94129,1,194
94174,1,189
94250,2,193
94325,1,189
94372,2,193
94397,1,192
94471,1,195
94555,1,192
94580,1,189
94627,1,189
94676,1,189
94689,3,190
94705,1,193
95156,1,194
95294,2,188
95423,1,195
95434,2,190
95445,3,190
95620,1,192
95673,2,192
95686,2,190
95712,2,193
95894,1,193
95898,1,189
95937,1,193
95948,4,190
95983,1,189
96032,1,189
96059,1,189
96114,5,190
96190,1,194
96192,5,190
96276,1,189
96405,2,192
96475,2,190
96494,1,189
96599,4,190
96660,2,192
96669,3,190
96777,2,192
96801,1,194
96819,2,192
96855,1,193
96877,1,192
96960,1,189
96979,1,189
96996,1,189
97001,1,193
97027,2,193
97065,3,190
97069,2,190
97088,1,192
97111,1,189
97118,1,192
97213,2,192
97293,2,190
97387,2,192
97397,1,189
97476,1,193
97483,1,193
97484,2,192
97612,1,189
97724,2,190
97748,1,189
97880,1,193
97881,1,194
97972,1,193
97976,1,189
97987,1,189
97993,1,192
98009,1,188
98078,1,193
98190,1,189
98194,1,188
98259,1,193
98458,1,192
98465,1,189
98496,1,189
98646,1,189
98670,3,190
98711,1,189
98736,3,190
98768,1,193
98769,1,193
98836,1,193
98872,1,188
98885,1,189
98899,1,193
98916,1,189
98923,1,194
98946,1,189
98976,1,192
98986,1,189
98999,1,192
99008,1,192
99022,1,189
99074,1,192
99127,1,193
99287,1,193
99402,1,192
99413,1,189
99478,1,189
99481,1,193
99489,2,192
99535,3,192
99614,1,194
99616,1,193
99709,1,189
99732,1,189
99754,1,189
99775,1,193
99815,1,189
99945,1,189
99953,1,189
99962,1,193
99991,1,193
99994,1,189
100230,1,189
100400,1,189
100481,1,195
100521,4,190
100592,1,189
100625,2,193
100631,1,193
100649,1,189
100700,1,189
100741,2,190
100800,1,189
100921,1,192
100935,1,189
101075,2,192
101092,1,189
101107,2,190
101108,2,192
101164,3,190
101207,3,190
101240,2,193
101246,1,193
101293,1,189
101369,3,190
101401,1,189
101551,2,189
101558,1,189
101668,1,194
101884,1,194
101926,2,192
101963,2,192
102107,2,192
102151,2,193
102252,1,189
102438,2,190
102570,2,192
102580,3,190
102644,1,189
102645,1,193
102741,2,190
102797,1,189
102922,1,189
102979,3,190
103027,2,192
103068,1,189
103120,5,190
103142,1,193
103264,1,189
103270,1,189
103314,2,192
103340,3,190
103421,1,189
103498,1,192
103505,1,192
103520,4,190
103541,2,189
103552,1,189
103741,1,189
103775,1,188
103861,2,190
103894,1,189
103911,1,189
103922,1,189
103975,3,190
104090,1,194
104352,1,189
104402,1,189
104407,1,192
104478,1,189
104506,3,190
104522,2,192
104557,1,195
104610,1,193
104718,2,190
104743,1,193
104832,3,190
104842,1,189
104858,2,192
104873,4,190
104905,1,192
105020,5,190
105034,3,190
105056,1,189
105083,1,189
105162,1,194
105203,1,189
105296,1,189
105376,1,189
105432,4,190
105433,1,189
105496,3,190
105529,1,189
105561,1,189
105630,2,193
105640,1,193
105643,4,190
105647,2,192
105761,2,190
105773,1,192
105820,3,192
105825,1,193
105830,1,189
105898,1,189
105920,1,193
105977,1,193
105997,1,193
106053,1,189
106125,1,189
106131,1,189
106140,2,192
106155,3,190
106169,1,189
106429,1,189
106440,1,193
106680,1,194
106725,3,190
106734,1,194
106766,1,192
106875,1,194
106899,1,189
106901,2,190
106930,1,195
106996,3,190
107035,2,189
107079,1,189
107139,2,190
107163,1,193
107171,1,188
107241,1,189
107251,2,190
107318,1,195
107319,1,188
107338,1,189
107346,1,190
107395,1,193
107421,1,189
107431,3,193
107481,1,189
107540,2,192
107548,1,189
107550,2,192
107594,1,189
107700,1,189
107816,1,189
107875,1,189
107885,1,193
107926,1,189
107989,1,193
