发放时间,渠道,金额,数量,团长ID,团长人数,优惠券编号
2017-12-14 17:42:41,yangshuoming,1000,2,765762,1,7483
2017-12-15 16:02:39,yangshuoming,1000,4,628403,1,7483
2017-12-15 16:03:26,yangshuoming,1000,5,10099,1,7483
2017-12-15 16:17:56,yangshuoming,1000,2,255136,1,7483
2017-12-18 10:08:23,yangshuoming,1000,3,174369,1,7483
2017-12-18 10:31:26,yangshuoming,1000,3,255136,1,7483
2017-12-18 10:32:22,yangshuoming,1000,3,25599,1,7483
2017-12-18 10:32:37,yangshuoming,1000,3,37162,1,7483
2017-12-18 10:33:01,yangshuoming,1000,3,29561,1,7483
2017-12-18 10:35:37,yangshuoming,1000,3,43923,1,7483
2017-12-18 10:42:30,yangshuoming,1000,5,80986,1,7483
2017-12-18 10:45:11,yangshuoming,1000,10,147295,1,7483
2017-12-18 10:45:32,yangshuoming,1000,2,255261,1,7483
2017-12-18 10:46:20,yangshuoming,1000,10,382419,1,7483
2017-12-18 10:46:36,yangshuoming,1000,2,809140,1,7483
2017-12-18 10:48:11,yangshuoming,1000,2,885294,1,7483
2017-12-18 10:48:29,yangshuoming,1000,5,903969,1,7483
2017-12-18 10:48:46,yangshuoming,1000,2,924405,1,7483
2017-12-18 10:59:30,yangshuoming,1000,3,788336,1,7483
2017-12-18 11:18:34,yangshuoming,1000,1,532850,1,7483
2017-12-18 11:59:36,yangshuoming,1000,2,101166,1,7483
2017-12-18 11:59:55,yangshuoming,1000,10,295658,1,7483
2017-12-18 12:00:11,yangshuoming,1000,2,336429,1,7483
2017-12-18 12:00:24,yangshuoming,1000,2,567907,1,7483
2017-12-18 12:00:39,yangshuoming,1000,2,773406,1,7483
2017-12-18 12:00:59,yangshuoming,1000,2,897125,1,7483
2017-12-18 12:01:18,yangshuoming,1000,5,903969,1,7483
2017-12-18 12:01:31,yangshuoming,1000,5,907836,1,7483
2017-12-18 12:13:06,yangshuoming,1000,8,773406,1,7483
2017-12-18 12:13:23,yangshuoming,1000,2,851164,1,7483
2017-12-18 12:13:33,yangshuoming,1000,2,875526,1,7483
2017-12-18 12:13:45,yangshuoming,1000,3,875526,1,7483
2017-12-18 12:14:05,yangshuoming,1000,8,885294,1,7483
2017-12-18 12:14:21,yangshuoming,1000,5,938142,1,7483
2017-12-18 12:14:48,yangshuoming,1000,5,124267,1,7483
2017-12-18 12:15:00,yangshuoming,1000,5,938142,1,7483
2017-12-18 14:05:32,yangshuoming,1000,3,32190,1,7483
2017-12-18 14:05:33,yangshuoming,1000,3,32190,1,7483
2017-12-19 11:04:44,yangshuoming,1000,10,382419,1,7483
2017-12-19 15:11:32,yangshuoming,1000,3,738723,1,7483
2017-12-19 15:29:04,yangshuoming,1000,3,55612,1,7483
2017-12-19 16:48:48,yangshuoming,1000,2,628403,1,7483
2017-12-06 12:41:11,yanwei,1000,10,899392,1,7485
2017-12-06 12:41:33,yanwei,1000,1,684798,1,7485
2017-12-06 16:19:54,yanwei,1000,5,899559,1,7485
2017-12-06 17:03:55,yanwei,1000,2,905986,1,7485
2017-12-06 17:31:08,yanwei,1000,5,906122,1,7485
2017-12-06 17:34:05,yanwei,1000,30,906122,1,7485
2017-12-06 17:58:04,yanwei,1000,3,906266,1,7485
2017-12-06 18:41:23,yanwei,1000,2,703090,1,7485
2017-12-11 21:01:49,yanwei,1000,3,926383,1,7485
2017-12-12 12:35:30,yanwei,1000,3,684812,1,7485
2017-12-12 12:36:20,yanwei,1000,10,661806,1,7485
2017-12-12 12:56:29,yanwei,1000,10,0,1,7477
2017-12-13 13:39:36,yanwei,1000,5,758409,1,7485
2017-12-01 11:24:38,yanyongxiang,1000,10,3407,1,6826
2017-12-01 14:43:32,yanyongxiang,1000,4,841224,1,6826
2017-12-03 13:12:48,yanyongxiang,1000,5,766229,1,6826
2017-12-03 13:13:09,yanyongxiang,1000,5,752057,1,6826
2017-12-05 08:12:42,yanyongxiang,1000,2,571818,1,6826
2017-12-05 22:52:58,yanyongxiang,1500,1,363467,1,7388
2017-12-06 13:37:26,yanyongxiang,1000,5,645190,1,6826
2017-12-07 17:59:08,yanyongxiang,1000,10,105034,1,6826
2017-12-08 10:15:51,yanyongxiang,1000,10,24566,1,6826
2017-12-10 11:14:43,yanyongxiang,1000,10,659348,1,6826
2017-12-10 11:15:48,yanyongxiang,2000,2,659348,1,7387
2017-12-11 10:01:14,yanyongxiang,1000,2,764040,1,6826
2017-12-11 10:03:59,yanyongxiang,1000,4,767135,1,6826
2017-12-11 10:04:54,yanyongxiang,1000,2,131089,1,6826
2017-12-11 10:07:02,yanyongxiang,1000,2,793972,1,6826
2017-12-11 10:10:17,yanyongxiang,1000,5,770751,1,6826
2017-12-11 10:14:42,yanyongxiang,1500,1,118693,1,7388
2017-12-11 18:53:14,yanyongxiang,1000,5,866824,1,6826
2017-12-12 10:12:33,yanyongxiang,1000,5,37660,1,6826
2017-12-12 10:55:38,yanyongxiang,1000,5,749570,1,6826
2017-12-12 11:03:51,yanyongxiang,1000,10,841224,1,6826
2017-12-14 16:41:06,yanyongxiang,1000,10,700495,1,6826
2017-12-17 13:57:06,yanyongxiang,1000,5,770751,1,6826
2017-12-19 15:49:25,yanyongxiang,1000,2,786195,1,6826
2017-12-19 15:49:27,yanyongxiang,1000,2,786195,1,6826
2017-12-19 16:00:21,yanyongxiang,1000,5,877910,1,6826
2017-12-02 18:31:09,zhangguanglong,1000,3,570831,1,7293
2017-12-02 18:31:47,zhangguanglong,1000,4,100521,1,7293
2017-12-03 10:12:49,zhangguanglong,1000,10,167319,1,7293
2017-12-03 10:13:50,zhangguanglong,1000,5,397053,1,7293
2017-12-03 14:01:01,zhangguanglong,1000,2,562273,1,7293
2017-12-04 14:14:48,zhangguanglong,1000,2,40180,1,7293
2017-12-04 14:34:49,zhangguanglong,1000,3,270095,1,7293
2017-12-04 16:56:09,zhangguanglong,1000,10,256007,1,7293
2017-12-06 15:31:43,zhangguanglong,1000,5,284204,1,7293
2017-12-06 16:00:51,zhangguanglong,1000,5,156922,1,7293
2017-12-06 16:14:17,zhangguanglong,1000,5,33792,1,7293
2017-12-06 16:59:23,zhangguanglong,1000,10,368,1,7293
2017-12-06 19:58:04,zhangguanglong,1000,10,1472,1,7293
2017-12-07 11:46:28,zhangguanglong,1000,5,73741,1,7293
2017-12-08 13:38:45,zhangguanglong,1000,20,20442,1,7293
2017-12-08 15:41:59,zhangguanglong,1000,5,95948,1,7293
2017-12-08 15:42:45,zhangguanglong,1000,5,439275,1,7293
2017-12-08 20:41:20,zhangguanglong,1000,5,27980,1,7292
2017-12-08 22:09:53,zhangguanglong,1000,5,299109,1,7293
2017-12-09 13:11:25,zhangguanglong,1000,5,171155,1,7293
2017-12-10 12:29:23,zhangguanglong,1000,5,27980,1,7292
2017-12-11 11:56:16,zhangguanglong,1000,5,"163205,135225",2,7293
2017-12-12 10:21:04,zhangguanglong,1000,5,"299109,95948",2,7293
2017-12-14 13:39:50,zhangguanglong,1000,5,135225,1,7293
2017-12-14 14:01:00,zhangguanglong,1000,5,296583,1,7293
2017-12-15 11:03:52,zhangguanglong,1000,3,100521,1,7293
2017-12-15 11:09:32,zhangguanglong,1000,3,"89159,20949,605964,73741,170878,315743,639941,1472,111493,290792,54775,209430,256007,213852,143604,288192,595538,24090,42902,152513,186863,245896,98736,342038,89655,122583,238048,293623,321591,48449,53143,60787,125114,135529,158275,172658,175615,178429,215780,228563,245654,271028,303151,485486,514677",45,7293
2017-12-15 11:13:43,zhangguanglong,1000,3,"104873,139056,162870,172057,186021,188749,239476,163205,171155,214763,248455,284204,27731,75156,124782,128620,62980,71811,92104,109899,138641,144695,149999,153023,179513,202322,223130,241939,251050,268828,270095,299109,316298,356231,369727,480945,536834,561481,603082",39,7293
2017-12-15 11:26:06,zhangguanglong,1000,3,"23776,27980,294662,650192,4285,368,167319,366920,164084,356231,439275,332852,214763,156922,415596,645127,71721",17,7293
2017-12-15 15:12:14,zhangguanglong,1000,1,303151,1,7293
2017-12-16 12:15:03,zhangguanglong,1000,5,245654,1,7293
2017-12-16 19:56:28,zhangguanglong,1000,5,680854,1,7293
2017-12-16 19:56:29,zhangguanglong,1000,5,680854,1,7293
2017-12-17 11:50:24,zhangguanglong,1000,5,164539,1,7293
2017-12-17 19:53:15,zhangguanglong,1000,8,27980,1,7293
2017-12-18 11:06:28,zhangguanglong,1000,3,179513,1,7293
2017-12-18 13:31:31,zhangguanglong,1000,3,270095,1,7293
2017-12-18 13:59:08,zhangguanglong,1000,10,"89159,73741",2,7293
2017-12-18 14:41:30,zhangguanglong,1000,5,402300,1,7293
2017-12-18 14:51:53,zhangguanglong,1000,10,"548514,562673",2,7293
2017-12-18 17:35:36,zhangguanglong,1000,5,95948,1,7293
2017-12-19 14:42:25,zhangguanglong,1000,2,383010,1,7293
2017-12-18 14:12:10,zhangkai,1000,1,881781,1,7508
2017-12-18 14:43:09,zhangkai,1000,3,877965,1,7503
2017-12-18 15:53:42,zhangkai,1000,2,72415,1,7504
2017-12-06 10:47:10,zhoumengting,1000,1,757408,1,7482
2017-12-06 21:16:07,zhoumengting,1000,1,855772,1,7487
2017-12-06 21:27:36,zhoumengting,1000,2,692525,1,7488
2017-12-07 18:18:34,zhoumengting,1000,1,568737,1,7489
2017-12-08 11:08:19,zhoumengting,1000,1,650822,1,7491
2017-12-08 11:18:11,zhoumengting,1000,1,84756,1,7492
2017-12-08 12:16:40,zhoumengting,1000,3,568429,1,7493
2017-12-08 12:36:55,zhoumengting,1000,2,816012,1,7494
2017-12-08 18:24:39,zhoumengting,1000,2,30052,1,7495
2017-12-08 19:00:47,zhoumengting,1000,1,84584,1,7496
2017-12-08 20:30:02,zhoumengting,1000,2,460752,1,7497
2017-12-08 21:58:00,zhoumengting,1000,2,740458,1,7497
2017-12-09 16:13:04,zhoumengting,1000,1,855772,1,7497
2017-12-09 21:58:43,zhoumengting,1000,2,568429,1,7494
2017-12-10 13:47:27,zhoumengting,1000,2,726068,1,7496
2017-12-10 21:41:14,zhoumengting,1000,1,757408,1,7495
2017-12-11 16:14:14,zhoumengting,1000,2,173257,1,7496
2017-12-11 16:35:12,zhoumengting,1000,3,173257,1,7495
2017-12-11 18:57:14,zhoumengting,1000,1,426288,1,7494
2017-12-11 20:42:45,zhoumengting,1000,2,426288,1,7491
2017-12-11 21:31:36,zhoumengting,1000,2,323937,1,7492
2017-12-12 10:08:31,zhoumengting,1000,3,848787,1,7503
2017-12-12 13:31:48,zhoumengting,1000,2,323937,1,7491
2017-12-12 14:38:55,zhoumengting,1000,2,741515,1,7493
2017-12-12 18:43:23,zhoumengting,1000,2,846298,1,7492
2017-12-12 18:47:17,zhoumengting,1000,2,817529,1,7491
2017-12-12 18:48:42,zhoumengting,1000,2,846298,1,7493
2017-12-12 19:03:06,zhoumengting,1000,2,121830,1,7497
2017-12-12 19:11:16,zhoumengting,1000,2,817529,1,7493
2017-12-13 12:05:31,zhoumengting,1000,2,477248,1,7494
2017-12-13 12:46:36,zhoumengting,1000,3,88209,1,7496
2017-12-13 14:10:32,zhoumengting,1000,2,167151,1,7496
2017-12-13 16:19:34,zhoumengting,1000,1,847054,1,7497
2017-12-13 20:13:16,zhoumengting,1000,2,900371,1,7496
2017-12-13 20:31:58,zhoumengting,1000,2,4258,1,7497
2017-12-14 12:11:47,zhoumengting,1000,1,855772,1,7497
2017-12-14 14:02:18,zhoumengting,1000,2,425590,1,7496
2017-12-14 16:42:44,zhoumengting,1000,1,98872,1,7497
2017-12-14 17:38:56,zhoumengting,1000,1,846298,1,7496
2017-12-14 19:44:25,zhoumengting,1000,5,477248,1,7491
2017-12-15 10:19:17,zhoumengting,1000,3,583330,1,7493
2017-12-15 10:20:17,zhoumengting,1000,2,855772,1,7497
2017-12-15 10:20:48,zhoumengting,1000,2,83993,1,7497
2017-12-15 10:21:05,zhoumengting,1000,2,846298,1,7497
2017-12-15 10:59:55,zhoumengting,1000,2,862683,1,7497
2017-12-15 22:56:13,zhoumengting,1000,5,570831,1,7491
2017-12-17 12:44:57,zhoumengting,1000,3,84584,1,7497
2017-12-17 19:36:41,zhoumengting,1000,2,583330,1,7497
2017-12-18 11:21:18,zhoumengting,1000,2,167151,1,7497
2017-12-18 11:30:48,zhoumengting,1000,2,477248,1,7497
2017-12-18 14:22:10,zhoumengting,1000,1,531201,1,7497
2017-12-18 20:41:43,zhoumengting,1000,3,360254,1,7497
2017-12-18 20:44:06,zhoumengting,1000,2,400177,1,7497
2017-12-18 23:13:56,zhoumengting,1000,5,224289,1,7497
2017-12-19 10:17:00,zhoumengting,1000,2,648215,1,7496
2017-12-19 10:22:10,zhoumengting,1000,2,642815,1,7496
2017-12-19 10:31:44,zhoumengting,1000,2,794440,1,7497
2017-12-19 16:35:36,zhoumengting,1000,2,173257,1,7497
2017-12-02 19:17:19,zuodanlei,1000,10,40858,1,6880
2017-12-04 15:11:08,zuodanlei,1000,3,336394,1,6880
2017-12-04 15:45:04,zuodanlei,1000,5,206595,1,6880
2017-12-05 22:41:32,zuodanlei,1000,3,172192,1,6880
2017-12-06 09:24:16,zuodanlei,1000,1,232024,1,6880
2017-12-06 14:24:19,zuodanlei,1000,10,398153,1,6880
2017-12-07 12:15:43,zuodanlei,1000,5,136960,1,6880
2017-12-07 15:06:32,zuodanlei,1000,1,443312,1,6880
2017-12-08 10:18:11,zuodanlei,1000,3,273892,1,6880
2017-12-08 11:23:12,zuodanlei,1000,5,164539,1,6880
2017-12-08 13:44:03,zuodanlei,1000,5,255545,1,6880
2017-12-08 19:34:07,zuodanlei,1000,1,431080,1,6880
2017-12-08 21:33:52,zuodanlei,1000,1,656178,1,6880
2017-12-08 21:35:31,zuodanlei,1000,1,431610,1,6880
2017-12-09 09:46:15,zuodanlei,1000,1,232024,1,6880
2017-12-09 10:15:24,zuodanlei,1000,3,641345,1,6880
2017-12-09 21:15:12,zuodanlei,1000,3,125038,1,6880
2017-12-10 13:51:54,zuodanlei,1000,3,732476,1,6880
2017-12-10 13:57:52,zuodanlei,1000,2,732476,1,6880
2017-12-10 14:24:26,zuodanlei,1000,10,843256,1,6880
2017-12-10 17:28:00,zuodanlei,1000,1,220508,1,6880
2017-12-11 22:49:50,zuodanlei,1000,1,172192,1,6880
2017-12-13 12:46:18,zuodanlei,1000,3,443312,1,6880
2017-12-14 15:17:21,zuodanlei,1000,1,843256,1,6880
2017-12-14 15:17:33,zuodanlei,1000,1,143813,1,6880
2017-12-14 15:32:07,zuodanlei,1000,1,143813,1,6880
2017-12-14 15:40:52,zuodanlei,1000,1,306354,1,6880
2017-12-14 19:46:55,zuodanlei,1000,2,164539,1,6880
2017-12-15 17:41:30,zuodanlei,1000,2,911625,1,6880
2017-12-15 17:52:21,zuodanlei,1000,1,714525,1,6880
2017-12-15 18:01:41,zuodanlei,1000,2,904925,1,6880
2017-12-15 18:05:02,zuodanlei,1000,5,162344,1,6880
2017-12-15 19:46:18,zuodanlei,1000,1,216697,1,6880
2017-12-18 13:11:51,zuodanlei,1000,5,843256,1,6880
2017-12-18 15:33:02,zuodanlei,1000,2,"541900,838566,889536,554396,663762,902126",6,6880
2017-12-18 19:26:37,zuodanlei,1000,5,323175,1,6880
2017-12-18 20:16:42,zuodanlei,1000,1,431610,1,6880
2017-12-19 09:16:45,zuodanlei,1000,1,"170144,890459",2,6880
2017-12-19 11:46:26,zuodanlei,1000,2,434531,1,6880
2017-12-19 11:49:54,zuodanlei,1000,1,937748,1,6880
2017-12-19 11:52:57,zuodanlei,1000,2,952948,1,6880
2017-12-19 11:53:11,zuodanlei,1000,3,146669,1,6880
2017-12-19 13:39:58,zuodanlei,1000,2,392936,1,6880
2017-12-19 14:51:16,zuodanlei,1000,2,21185,1,6880
2017-12-19 16:10:48,zuodanlei,1000,10,359487,1,6880
2017-12-19 17:05:09,zuodanlei,1000,1,291924,1,6880
