发放时间,渠道,金额,数量,团长ID,团长人数,优惠券编号
2017-12-06 17:41:06,maweidong,1000,30,145007,1,7476
2017-12-06 18:33:20,maweidong,1000,3,83993,1,7476
2017-12-07 17:28:37,maweidong,1000,5,376965,1,7476
2017-12-07 19:03:44,maweidong,1000,10,"67150,20492,231636",3,7476
2017-12-08 12:00:35,maweidong,1000,5,91274,1,7476
2017-12-08 14:58:11,maweidong,1000,5,306604,1,7476
2017-12-08 15:06:34,maweidong,1000,5,91274,1,7476
2017-12-08 15:47:01,maweidong,1000,5,63750,1,7476
2017-12-08 15:48:01,maweidong,1000,5,494868,1,7476
2017-12-08 15:48:39,maweidong,1000,5,44186,1,7476
2017-12-08 15:49:52,maweidong,1000,5,483927,1,7476
2017-12-08 19:02:48,maweidong,1000,3,30625,1,7476
2017-12-08 19:29:29,maweidong,1000,3,26436,1,7476
2017-12-09 16:45:49,maweidong,1000,3,18373,1,7476
2017-12-09 20:31:04,maweidong,1000,5,67150,1,7476
2017-12-10 17:07:12,maweidong,1000,10,67150,1,7476
2017-12-10 20:31:13,maweidong,1000,2,188201,1,7476
2017-12-10 20:33:17,maweidong,1000,2,18373,1,7476
2017-12-11 10:56:11,maweidong,1000,10,148550,1,7476
2017-12-11 11:48:11,maweidong,1000,3,246537,1,7476
2017-12-11 11:51:39,maweidong,1000,3,144536,1,7476
2017-12-11 15:02:46,maweidong,1000,10,145007,1,7476
2017-12-11 15:24:49,maweidong,1000,3,148088,1,7476
2017-12-12 10:11:04,maweidong,1000,3,84393,1,7476
2017-12-12 11:59:03,maweidong,1000,2,73198,1,7285
2017-12-12 15:08:37,maweidong,1000,2,334950,1,7285
2017-12-12 18:14:51,maweidong,1000,2,73198,1,7285
2017-12-12 19:49:11,maweidong,1000,3,276341,1,7285
2017-12-13 10:20:19,maweidong,1000,3,"52718,361865",2,7476
2017-12-13 17:56:43,maweidong,1000,2,63387,1,7476
2017-12-13 19:04:20,maweidong,1000,3,192811,1,7476
2017-12-14 09:46:51,maweidong,1000,10,129752,1,7476
2017-12-14 14:55:42,maweidong,1000,3,4310,1,7476
2017-12-14 18:01:40,maweidong,1000,3,306604,1,7476
2017-12-14 18:03:58,maweidong,1000,3,102979,1,7476
2017-12-14 20:09:57,maweidong,1000,5,1568,1,7476
2017-12-14 21:15:57,maweidong,1000,2,18373,1,7476
2017-12-14 21:56:04,maweidong,1000,2,476360,1,7476
2017-12-15 10:16:30,maweidong,1000,6,42900,1,7476
2017-12-15 12:29:37,maweidong,1000,2,500865,1,7476
2017-12-16 13:49:48,maweidong,1000,2,"97065,144612",2,7476
2017-12-16 13:51:02,maweidong,1000,2,51049,1,7476
2017-12-17 18:38:00,maweidong,1000,5,67150,1,7476
2017-12-18 12:31:27,maweidong,1000,3,306604,1,7476
2017-12-18 15:31:31,maweidong,1000,2,37457,1,7476
2017-12-18 18:01:29,maweidong,1000,3,144612,1,7476
2017-12-19 11:10:39,maweidong,1000,3,152625,1,7476
2017-12-19 11:39:22,maweidong,1000,5,129752,1,7476
2017-12-19 15:08:46,maweidong,1000,2,718878,1,7476
2017-12-19 15:14:42,maweidong,1000,2,148550,1,7476
2017-12-19 15:45:56,maweidong,1000,3,63750,1,7476
2017-12-13 14:16:51,qibo,1000,5,880390,1,7479
2017-12-13 14:17:14,qibo,1000,2,260841,1,7479
2017-12-13 14:22:43,qibo,1000,2,912869,1,7479
2017-12-14 15:07:30,qibo,1000,3,721791,1,7478
2017-12-15 11:49:03,qibo,1000,8,260841,1,7479
2017-12-15 11:49:57,qibo,1000,2,835251,1,7479
2017-12-15 11:50:16,qibo,1000,5,912869,1,7479
2017-12-15 15:43:30,qibo,1000,1,903318,1,7479
2017-12-15 18:14:11,qibo,1000,2,144873,1,7479
2017-12-15 21:02:01,qibo,1000,2,463375,1,7479
2017-12-16 12:11:45,qibo,1000,5,730666,1,7479
2017-12-16 12:12:01,qibo,1000,2,931592,1,7479
2017-12-16 14:30:01,qibo,1000,2,786070,1,7479
2017-12-18 11:40:33,qibo,1000,5,"99207,730666",2,7478
2017-12-18 11:41:00,qibo,1000,2,"804421,806704",2,7478
2017-12-18 11:42:25,qibo,1000,2,835251,1,7478
2017-12-18 11:42:38,qibo,1000,1,835251,1,7478
2017-12-18 11:42:52,qibo,1000,2,857068,1,7478
2017-12-18 11:43:06,qibo,1000,5,872857,1,7478
2017-12-18 11:43:36,qibo,1000,2,"909614,923291",2,7478
2017-12-18 11:43:51,qibo,1000,3,931592,1,7478
2017-12-18 11:44:15,qibo,1000,4,835251,1,7478
2017-12-18 11:45:13,qibo,1000,5,"99207,887659",2,7478
2017-12-18 11:45:34,qibo,1000,2,"749188,936645",2,7478
2017-12-18 11:45:49,qibo,1000,3,806704,1,7478
2017-12-18 11:46:12,qibo,1000,2,804421,1,7478
2017-12-18 11:46:39,qibo,1000,2,550396,1,7478
2017-12-18 11:46:48,qibo,1000,5,806704,1,7478
2017-12-19 10:31:30,qibo,1000,3,189671,1,7479
2017-12-19 13:59:12,qibo,1000,2,818194,1,7479
2017-12-19 18:08:27,qibo,1000,2,186773,1,7479
2017-12-01 21:19:12,wanglan,1000,20,117890,1,7283
2017-12-02 10:47:02,wanglan,1000,5,707322,1,7282
2017-12-02 15:43:17,wanglan,1000,5,278157,1,7282
2017-12-02 15:43:27,wanglan,1000,5,707322,1,7282
2017-12-04 10:07:25,wanglan,1000,5,254338,1,7283
2017-12-04 10:07:26,wanglan,1000,5,254338,1,7283
2017-12-04 13:36:45,wanglan,1000,2,849402,1,7283
2017-12-04 13:37:00,wanglan,1000,10,841821,1,7283
2017-12-04 13:37:18,wanglan,1000,2,684794,1,7283
2017-12-04 13:39:54,wanglan,1000,5,665490,1,7283
2017-12-04 13:40:11,wanglan,1000,8,152779,1,7283
2017-12-04 13:40:26,wanglan,1000,5,122555,1,7283
2017-12-04 13:42:29,wanglan,1000,2,861401,1,7283
2017-12-04 13:42:43,wanglan,1000,2,851608,1,7283
2017-12-04 13:42:55,wanglan,1000,3,684794,1,7283
2017-12-04 13:43:08,wanglan,1000,5,385958,1,7283
2017-12-04 13:43:22,wanglan,1000,8,378504,1,7283
2017-12-04 13:43:36,wanglan,1000,5,122555,1,7283
2017-12-04 13:43:47,wanglan,1000,2,37253,1,7283
2017-12-04 13:45:16,wanglan,1000,3,296833,1,7283
2017-12-04 13:45:29,wanglan,1000,2,851545,1,7283
2017-12-04 13:45:40,wanglan,1000,3,852612,1,7283
2017-12-04 13:45:52,wanglan,1000,3,861401,1,7283
2017-12-04 13:46:29,wanglan,1000,2,842886,1,7283
2017-12-04 13:46:41,wanglan,1000,2,750402,1,7283
2017-12-04 13:46:55,wanglan,1000,5,684794,1,7283
2017-12-04 13:47:14,wanglan,1000,2,477661,1,7283
2017-12-04 13:47:27,wanglan,1000,2,363193,1,7283
2017-12-04 13:47:39,wanglan,1000,2,103038,1,7283
2017-12-04 13:47:53,wanglan,1000,5,88199,1,7283
2017-12-04 13:47:54,wanglan,1000,5,88199,1,7283
2017-12-04 13:48:33,wanglan,1000,3,103038,1,7283
2017-12-04 13:48:47,wanglan,1000,3,171362,1,7283
2017-12-04 13:49:02,wanglan,1000,3,712874,1,7283
2017-12-04 13:49:16,wanglan,1000,3,750402,1,7283
2017-12-04 13:49:27,wanglan,1000,3,851034,1,7283
2017-12-04 13:49:40,wanglan,1000,3,863776,1,7283
2017-12-04 13:49:53,wanglan,1000,10,869146,1,7283
2017-12-04 13:50:06,wanglan,1000,10,869398,1,7283
2017-12-04 13:50:28,wanglan,1000,10,869398,1,7283
2017-12-04 13:51:38,wanglan,1000,5,861401,1,7283
2017-12-04 13:51:51,wanglan,1000,2,463439,1,7283
2017-12-04 13:52:05,wanglan,1000,5,171362,1,7283
2017-12-04 13:54:24,wanglan,1000,10,875955,1,7283
2017-12-04 13:54:56,wanglan,1000,3,574251,1,7283
2017-12-04 13:55:16,wanglan,1000,3,477661,1,7283
2017-12-04 13:55:28,wanglan,1000,3,463439,1,7283
2017-12-04 13:55:42,wanglan,1000,3,71824,1,7283
2017-12-04 13:57:22,wanglan,1000,3,"838739,712874,676268,574251,477661,71824,7583",7,7283
2017-12-04 13:57:37,wanglan,1000,2,477661,1,7283
2017-12-04 14:00:43,wanglan,1000,3,"7583,373256,606514,867469,878801,879802,883529",7,7283
2017-12-04 14:00:58,wanglan,1000,10,117890,1,7283
2017-12-04 16:44:15,wanglan,1000,2,136635,1,7283
2017-12-04 16:44:28,wanglan,1000,2,452892,1,7283
2017-12-04 16:44:41,wanglan,1000,2,566068,1,7283
2017-12-04 16:44:55,wanglan,1000,2,871362,1,7283
2017-12-04 16:45:08,wanglan,1000,3,878801,1,7283
2017-12-04 16:45:19,wanglan,1000,2,878999,1,7283
2017-12-04 16:45:33,wanglan,1000,5,885098,1,7283
2017-12-04 16:46:32,wanglan,1000,5,"411018,878801",2,7283
2017-12-05 10:54:41,wanglan,1000,10,73741,1,7282
2017-12-05 13:24:16,wanglan,1000,3,71625,1,7282
2017-12-05 16:36:47,wanglan,1000,5,71625,1,7282
2017-12-06 10:21:16,wanglan,1000,2,362718,1,7282
2017-12-06 19:02:44,wanglan,1000,5,492585,1,7282
2017-12-06 22:42:53,wanglan,1000,5,"613517,252290",2,7282
2017-12-07 12:55:46,wanglan,1000,10,227542,1,7282
2017-12-07 23:28:55,wanglan,1000,10,837045,1,7283
2017-12-11 11:05:42,wanglan,1000,2,208716,1,7282
2017-12-12 13:46:59,wanglan,1000,2,172062,1,7282
2017-12-12 15:55:52,wanglan,1000,5,"574251,888391",2,7283
2017-12-12 15:56:22,wanglan,1000,5,411018,1,7283
2017-12-12 15:56:34,wanglan,1000,2,837045,1,7283
2017-12-12 15:56:45,wanglan,1000,10,877952,1,7283
2017-12-12 15:56:56,wanglan,1000,3,878999,1,7283
2017-12-12 15:57:59,wanglan,1000,2,72026,1,7283
2017-12-12 15:58:13,wanglan,1000,2,99838,1,7283
2017-12-12 15:58:31,wanglan,1000,10,213259,1,7283
2017-12-12 15:58:43,wanglan,1000,5,240227,1,7283
2017-12-12 15:58:54,wanglan,1000,2,498071,1,7283
2017-12-12 15:59:06,wanglan,1000,3,837045,1,7283
2017-12-12 15:59:18,wanglan,1000,2,854425,1,7283
2017-12-12 15:59:28,wanglan,1000,2,868980,1,7283
2017-12-12 15:59:54,wanglan,1000,3,72026,1,7283
2017-12-12 16:00:06,wanglan,1000,2,179525,1,7283
2017-12-12 16:00:16,wanglan,1000,2,185786,1,7283
2017-12-12 16:02:25,wanglan,1000,5,"213485,325092,417946,676614,772725,789644,861515,877654,892350,901171",10,7283
2017-12-13 18:40:50,wanglan,1000,10,361250,1,7282
2017-12-18 13:43:39,wanglan,1000,10,117890,1,7283
2017-12-18 13:43:43,wanglan,1000,10,117890,1,7283
2017-12-18 16:26:17,wanglan,1000,10,863189,1,7283
2017-12-18 17:13:54,wanglan,1000,5,"86159,179525,180350,361250,589182,837850,868980,902656,910211",9,7283
2017-12-18 17:15:05,wanglan,1000,2,"265099,827212,852283,892459,900346",5,7283
2017-12-18 17:15:49,wanglan,1000,3,"86159,576202,589182,902656",4,7283
2017-12-18 17:16:26,wanglan,1000,5,"361250,374408,910732",3,7283
2017-12-18 17:18:07,wanglan,1000,2,"50454,113037,361361,493838,794136,890373",6,7283
2017-12-18 17:18:24,wanglan,1000,10,764997,1,7283
2017-12-18 17:18:41,wanglan,1000,3,907187,1,7283
2017-12-18 17:19:18,wanglan,1000,5,"902656,908519,914899",3,7283
2017-12-18 17:19:43,wanglan,1000,8,827212,1,7283
2017-12-18 17:29:38,wanglan,1000,5,"275973,684235",2,7283
2017-12-18 17:30:47,wanglan,1000,3,"50454,361361,890373,910211",4,7283
2017-12-18 17:31:44,wanglan,1000,4,932790,1,7283
2017-12-18 17:32:27,wanglan,1000,2,"247054,786527,804024,907947",4,7283
2017-12-18 17:34:56,wanglan,1000,5,"684235,78406,86159",3,7283
2017-12-18 17:35:36,wanglan,1000,3,"493838,932790",2,7283
2017-12-18 17:37:22,wanglan,1000,2,"174634,926119,934050,935896",4,7283
2017-12-18 17:38:22,wanglan,1000,3,"174634,926119",2,7283
2017-12-18 17:39:29,wanglan,1000,5,"890373,910732,914899,932790",4,7283
2017-12-18 17:48:36,wanglan,1000,5,"78406,632549,926119,942145",4,7283
2017-12-19 15:36:42,wanglan,1000,3,934935,1,7283
2017-12-19 15:47:45,wanglan,1000,2,867420,1,7282
2017-12-19 15:53:16,wanglan,1000,2,492585,1,7282
2017-12-19 15:57:23,wanglan,1000,2,417946,1,7283
2017-12-19 15:58:55,wanglan,1000,5,117890,1,7283
2017-12-19 15:59:16,wanglan,1000,5,233475,1,7283
2017-12-19 16:08:19,wanglan,1000,5,117890,1,7283
2017-12-19 16:30:42,wanglan,1000,5,121450,1,7282
2017-12-19 16:42:00,wanglan,1000,2,934935,1,7283
2017-12-19 17:02:46,wanglan,1000,1,28296,1,7283
2017-12-19 17:23:02,wanglan,1000,3,72026,1,7282
2017-12-02 16:44:46,wangpengfei,1000,5,114508,1,7471
2017-12-02 17:04:06,wangpengfei,1000,10,414658,1,7471
2017-12-04 13:35:07,wangpengfei,1000,5,133840,1,7471
2017-12-05 18:22:43,wangpengfei,1000,10,81560,1,7471
2017-12-06 17:58:26,wangpengfei,1000,5,227413,1,7471
2017-12-06 18:52:09,wangpengfei,1000,5,602527,1,7471
2017-12-11 10:52:16,wangpengfei,1000,10,390610,1,7471
2017-12-11 10:52:23,wangpengfei,1000,2,598628,1,7471
2017-12-11 10:52:26,wangpengfei,1000,2,816361,1,7471
2017-12-11 10:52:29,wangpengfei,1000,3,853759,1,7471
2017-12-11 10:52:33,wangpengfei,1000,5,859354,1,7471
2017-12-11 10:53:43,wangpengfei,1000,3,177181,1,7471
2017-12-11 10:53:46,wangpengfei,1000,2,739757,1,7471
2017-12-11 10:53:49,wangpengfei,1000,3,816361,1,7471
2017-12-11 10:53:52,wangpengfei,1000,5,840083,1,7471
2017-12-11 10:54:02,wangpengfei,1000,5,853759,1,7471
2017-12-11 10:54:06,wangpengfei,1000,3,854430,1,7471
2017-12-11 10:54:11,wangpengfei,1000,3,868196,1,7471
2017-12-11 10:54:14,wangpengfei,1000,2,869210,1,7471
2017-12-11 10:55:11,wangpengfei,1000,2,649399,1,7471
2017-12-11 10:55:15,wangpengfei,1000,2,683935,1,7471
2017-12-11 10:55:18,wangpengfei,1000,2,869170,1,7471
2017-12-11 10:55:20,wangpengfei,1000,2,889975,1,7471
2017-12-11 10:55:23,wangpengfei,1000,2,896690,1,7471
2017-12-11 10:55:54,wangpengfei,1000,5,178407,1,7471
2017-12-11 10:55:57,wangpengfei,1000,2,629248,1,7471
2017-12-11 10:56:02,wangpengfei,1000,8,649399,1,7471
2017-12-11 10:56:06,wangpengfei,1000,2,783103,1,7471
2017-12-11 10:56:33,wangpengfei,1000,2,67146,1,7471
2017-12-11 10:56:36,wangpengfei,1000,2,445267,1,7471
2017-12-11 10:56:39,wangpengfei,1000,3,629248,1,7471
2017-12-11 10:56:45,wangpengfei,1000,5,677188,1,7471
2017-12-11 10:56:48,wangpengfei,1000,3,683935,1,7471
2017-12-11 10:56:51,wangpengfei,1000,8,896690,1,7471
2017-12-11 10:57:01,wangpengfei,1000,2,590435,1,7471
2017-12-11 10:57:04,wangpengfei,1000,5,683935,1,7471
2017-12-11 10:57:09,wangpengfei,1000,2,747353,1,7471
2017-12-11 10:57:14,wangpengfei,1000,5,752066,1,7471
2017-12-11 10:57:17,wangpengfei,1000,2,875283,1,7471
2017-12-11 10:57:20,wangpengfei,1000,2,899060,1,7471
2017-12-11 10:57:54,wangpengfei,1000,2,104889,1,7471
2017-12-11 10:57:56,wangpengfei,1000,2,126310,1,7471
2017-12-11 10:57:59,wangpengfei,1000,5,323057,1,7471
2017-12-11 10:58:03,wangpengfei,1000,2,346327,1,7471
2017-12-11 10:58:06,wangpengfei,1000,2,352456,1,7471
2017-12-11 10:58:09,wangpengfei,1000,4,629248,1,7471
2017-12-11 10:58:11,wangpengfei,1000,2,629248,1,7471
2017-12-11 10:58:14,wangpengfei,1000,2,632193,1,7471
2017-12-11 10:58:17,wangpengfei,1000,5,702555,1,7471
2017-12-11 10:58:20,wangpengfei,1000,5,792579,1,7471
2017-12-11 10:58:24,wangpengfei,1000,8,875283,1,7471
2017-12-11 10:58:27,wangpengfei,1000,3,889975,1,7471
2017-12-11 10:58:31,wangpengfei,1000,2,894523,1,7471
2017-12-11 10:58:34,wangpengfei,1000,2,898104,1,7471
2017-12-11 10:58:38,wangpengfei,1000,3,899060,1,7471
2017-12-11 10:58:50,wangpengfei,1000,5,178407,1,7471
2017-12-11 10:58:53,wangpengfei,1000,4,323057,1,7471
2017-12-11 10:58:57,wangpengfei,1000,2,336694,1,7471
2017-12-11 10:59:01,wangpengfei,1000,5,323057,1,7471
2017-12-11 10:59:07,wangpengfei,1000,5,339921,1,7471
2017-12-11 10:59:10,wangpengfei,1000,3,346327,1,7471
2017-12-11 10:59:14,wangpengfei,1000,2,396637,1,7471
2017-12-11 10:59:17,wangpengfei,1000,3,590435,1,7471
2017-12-11 10:59:22,wangpengfei,1000,3,632193,1,7471
2017-12-11 10:59:25,wangpengfei,1000,2,647400,1,7471
2017-12-11 10:59:29,wangpengfei,1000,2,893266,1,7471
2017-12-11 10:59:33,wangpengfei,1000,5,899060,1,7471
2017-12-11 10:59:36,wangpengfei,1000,2,911680,1,7471
2017-12-11 10:59:47,wangpengfei,1000,5,15715,1,7471
2017-12-11 10:59:50,wangpengfei,1000,2,193286,1,7471
2017-12-11 10:59:54,wangpengfei,1000,5,590435,1,7471
2017-12-11 10:59:58,wangpengfei,1000,3,647400,1,7471
2017-12-11 11:00:02,wangpengfei,1000,2,873814,1,7471
2017-12-11 11:00:07,wangpengfei,1000,5,896771,1,7471
2017-12-11 11:00:11,wangpengfei,1000,2,897265,1,7471
2017-12-11 11:00:15,wangpengfei,1000,2,915520,1,7471
2017-12-11 11:09:46,wangpengfei,1000,5,782226,1,7471
2017-12-11 11:10:04,wangpengfei,1000,5,331318,1,7471
2017-12-11 11:33:26,wangpengfei,1000,3,796040,1,7471
2017-12-11 15:44:58,wangpengfei,1000,4,336694,1,7471
2017-12-11 15:48:06,wangpengfei,1000,4,141230,1,7471
2017-12-11 18:08:30,wangpengfei,1000,4,59315,1,7471
2017-12-13 12:01:47,wangpengfei,1000,4,811119,1,7504
2017-12-14 17:39:20,wangpengfei,1000,5,745272,1,7504
2017-12-15 16:48:36,wangpengfei,1000,5,46381,1,7504
2017-12-15 16:49:15,wangpengfei,1000,5,323057,1,7504
2017-12-15 16:49:31,wangpengfei,1000,5,877001,1,7504
2017-12-15 16:51:11,wangpengfei,1000,5,632193,1,7504
2017-12-15 17:17:06,wangpengfei,1000,5,796512,1,7504
2017-12-15 17:28:57,wangpengfei,1000,5,590435,1,7504
2017-12-15 18:17:28,wangpengfei,1000,5,733490,1,7504
2017-12-16 19:41:04,wangpengfei,1000,10,51009,1,7504
2017-12-18 10:27:37,wangpengfei,1000,5,168898,1,7504
2017-12-18 10:29:08,wangpengfei,1000,5,490237,1,7504
2017-12-18 10:34:33,wangpengfei,1000,5,31717,1,7504
2017-12-18 11:52:38,wangpengfei,1000,10,65177,1,7504
2017-12-18 14:32:32,wangpengfei,1000,5,363802,1,7504
2017-12-18 14:50:41,wangpengfei,1000,5,143738,1,7504
2017-12-18 15:18:23,wangpengfei,1000,5,100741,1,7504
2017-12-04 12:21:33,xingyang,1000,20,20442,1,7447
2017-12-04 14:55:46,xingyang,1000,5,74903,1,7447
2017-12-04 16:10:34,xingyang,1000,4,321948,1,7447
2017-12-04 16:37:43,xingyang,1000,5,827443,1,7447
2017-12-04 16:59:52,xingyang,1000,10,144536,1,7447
2017-12-05 17:30:52,xingyang,1000,10,144536,1,7447
2017-12-06 10:24:49,xingyang,1000,5,284204,1,7447
2017-12-06 10:26:35,xingyang,1000,5,642135,1,7447
2017-12-06 13:48:59,xingyang,1000,10,129752,1,7447
2017-12-07 15:58:43,xingyang,1000,5,827443,1,7447
2017-12-07 18:00:57,xingyang,1000,3,727897,1,7447
2017-12-07 18:02:07,xingyang,1000,5,715998,1,7447
2017-12-08 11:47:46,xingyang,1000,5,548668,1,7447
2017-12-11 10:41:24,xingyang,1000,1,428780,1,7447
2017-12-11 12:31:51,xingyang,1000,3,655467,1,7447
2017-12-11 14:54:52,xingyang,1000,10,646506,1,7447
2017-12-13 17:17:20,xingyang,1000,20,20442,1,7447
2017-12-14 14:27:10,xingyang,1000,3,657347,1,7447
2017-12-14 14:27:49,xingyang,1000,5,900307,1,7447
2017-12-14 14:28:47,xingyang,1000,5,892919,1,7447
2017-12-14 16:43:45,xingyang,1000,4,115763,1,7447
2017-12-14 18:05:28,xingyang,1000,2,138456,1,7447
2017-12-17 11:59:47,xingyang,1000,10,255751,1,7447
2017-12-18 14:16:05,xingyang,1000,5,719008,1,7447
2017-12-18 14:20:43,xingyang,1000,10,917998,1,7447
2017-12-18 14:22:29,xingyang,1000,10,866769,1,7447
2017-12-18 14:29:41,xingyang,1000,10,646506,1,7447
2017-12-18 14:32:48,xingyang,1000,10,827443,1,7447
2017-12-18 14:33:58,xingyang,1000,10,892919,1,7447
2017-12-18 14:34:53,xingyang,1000,10,868734,1,7447
2017-12-18 14:49:17,xingyang,1000,5,310629,1,7447
2017-12-18 14:56:28,xingyang,1000,6,182952,1,7447
2017-12-18 15:10:42,xingyang,1000,5,548668,1,7447
2017-12-18 15:47:27,xingyang,1000,5,548668,1,7447
2017-12-18 16:03:51,xingyang,1000,5,914984,1,7447
2017-12-19 15:43:28,xingyang,1000,10,658482,1,7447
2017-12-19 17:09:09,xingyang,1000,5,746979,1,7447
2017-12-19 17:16:51,xingyang,1000,2,655467,1,7447
2017-12-19 17:39:14,xingyang,1000,15,917998,1,7447
2017-12-01 11:25:47,xubaohui,1000,15,106155,1,7309
2017-12-01 15:37:14,xubaohui,1000,6,601233,1,7309
2017-12-03 11:53:02,xubaohui,1000,5,156922,1,7309
2017-12-04 10:02:54,xubaohui,1000,10,392869,1,7309
2017-12-04 10:30:16,xubaohui,1000,5,679619,1,7309
2017-12-04 11:13:12,xubaohui,1000,8,683243,1,7309
2017-12-04 14:20:39,xubaohui,1000,5,862786,1,7309
2017-12-04 17:05:03,xubaohui,1000,3,270414,1,7309
2017-12-04 18:47:31,xubaohui,1000,10,87338,1,7309
2017-12-05 14:23:17,xubaohui,1000,10,392869,1,7309
2017-12-05 14:26:02,xubaohui,1000,10,354285,1,7309
2017-12-06 11:47:34,xubaohui,1000,2,861294,1,7288
2017-12-06 16:48:59,xubaohui,1000,5,87639,1,7309
2017-12-07 11:48:07,xubaohui,1000,5,683243,1,7309
2017-12-08 15:01:43,xubaohui,1000,10,524900,1,7309
2017-12-08 18:23:22,xubaohui,1000,5,865319,1,7309
2017-12-12 18:33:38,xubaohui,1000,2,127611,1,7309
2017-12-13 14:49:29,xubaohui,1000,3,270414,1,7309
2017-12-13 14:52:41,xubaohui,1000,8,509399,1,7309
2017-12-14 10:54:21,xubaohui,1000,10,710704,1,7309
2017-12-14 11:08:44,xubaohui,1000,5,"245642,723797,772560",3,7309
2017-12-14 11:09:07,xubaohui,1000,2,"849383,408454,319859",3,7309
2017-12-14 11:09:55,xubaohui,1000,2,849426,1,7309
2017-12-14 11:10:39,xubaohui,1000,5,712733,1,7309
2017-12-14 11:10:46,xubaohui,1000,2,886146,1,7309
2017-12-14 11:11:39,xubaohui,1000,2,770194,1,7309
2017-12-14 11:21:52,xubaohui,1000,5,122574,1,7309
2017-12-14 18:13:04,xubaohui,1000,10,87639,1,7309
2017-12-15 11:24:15,xubaohui,1000,10,110922,1,7309
2017-12-15 11:24:30,xubaohui,1000,5,216209,1,7309
2017-12-15 11:25:48,xubaohui,1000,2,"280371,890421",2,7309
2017-12-15 11:25:58,xubaohui,1000,3,"283972,617089",2,7309
2017-12-15 11:30:12,xubaohui,1000,2,313060,1,7309
2017-12-18 12:03:10,xubaohui,1000,2,"165338,195037,449088,520240,709294,751316,889461,891912,923653",9,7288
2017-12-18 12:03:53,xubaohui,1000,5,"245642,350536,701077,920146",4,7288
2017-12-18 12:04:04,xubaohui,1000,10,201616,1,7288
2017-12-18 12:04:20,xubaohui,1000,3,280371,1,7288
2017-12-18 12:04:31,xubaohui,1000,8,873462,1,7288
2017-12-18 14:26:54,xubaohui,1000,3,40567,1,7309
2017-12-18 14:51:06,xubaohui,1000,2,882717,1,7309
2017-12-18 20:34:55,xubaohui,1000,5,118128,1,7309
2017-12-19 14:44:42,xubaohui,1000,2,679619,1,7309
2017-12-08 10:29:58,yangshuoming,1000,6,174369,1,7483
2017-12-08 10:50:04,yangshuoming,1000,2,25599,1,7483
2017-12-08 11:49:15,yangshuoming,1000,2,28302,1,7484
2017-12-08 12:24:52,yangshuoming,1000,2,628403,1,7483
2017-12-08 12:55:08,yangshuoming,1000,2,30336,1,7483
2017-12-08 15:06:41,yangshuoming,1000,5,765762,1,7483
2017-12-08 18:58:43,yangshuoming,1000,5,602489,1,7483
2017-12-10 11:07:12,yangshuoming,1000,5,578976,1,7483
2017-12-10 11:07:46,yangshuoming,1000,5,765762,1,7483
2017-12-10 11:15:01,yangshuoming,1000,5,765762,1,7483
2017-12-10 12:20:47,yangshuoming,1000,2,312468,1,7483
2017-12-10 12:21:19,yangshuoming,1000,3,9698,1,7483
2017-12-10 12:21:54,yangshuoming,1000,2,363890,1,7483
2017-12-10 12:23:48,yangshuoming,1000,3,250195,1,7483
2017-12-11 10:26:15,yangshuoming,1000,5,167757,1,7483
2017-12-11 11:14:56,yangshuoming,1000,3,894842,1,7483
2017-12-11 12:05:21,yangshuoming,1000,2,156976,1,7483
2017-12-11 13:38:45,yangshuoming,1000,3,894470,1,7483
2017-12-11 15:12:24,yangshuoming,1000,5,505524,1,7483
2017-12-11 17:51:11,yangshuoming,1000,5,105432,1,7484
2017-12-11 17:51:38,yangshuoming,1000,2,789638,1,7484
2017-12-11 17:52:06,yangshuoming,1000,5,82565,1,7484
2017-12-11 17:52:16,yangshuoming,1000,2,888010,1,7484
2017-12-11 17:52:27,yangshuoming,1000,2,894470,1,7484
2017-12-11 17:52:39,yangshuoming,1000,2,900370,1,7484
2017-12-12 10:12:48,yangshuoming,1000,4,250195,1,7483
2017-12-12 11:16:42,yangshuoming,1000,3,79590,1,7483
2017-12-12 13:56:15,yangshuoming,1000,5,602489,1,7483
2017-12-12 16:56:20,yangshuoming,1000,3,738723,1,7483
2017-12-12 17:03:33,yangshuoming,1000,3,822137,1,7483
2017-12-12 17:04:11,yangshuoming,1000,3,169207,1,7483
2017-12-12 17:09:11,yangshuoming,1000,3,671960,1,7483
2017-12-12 17:16:55,yangshuoming,1000,2,678977,1,7483
2017-12-12 17:50:41,yangshuoming,1000,3,21885,1,7483
2017-12-13 10:07:51,yangshuoming,1000,3,532850,1,7483
2017-12-13 10:26:56,yangshuoming,1000,3,663322,1,7483
2017-12-13 10:56:08,yangshuoming,1000,3,82514,1,7483
2017-12-13 15:03:28,yangshuoming,1000,3,788336,1,7483
2017-12-14 10:04:03,yangshuoming,1000,4,532850,1,7483
2017-12-14 11:21:02,yangshuoming,1000,8,43076,1,7484
2017-12-14 11:21:39,yangshuoming,1000,8,109483,1,7484
2017-12-14 11:22:08,yangshuoming,1000,5,844247,1,7484
2017-12-14 11:22:48,yangshuoming,1000,2,894842,1,7484
2017-12-14 11:23:22,yangshuoming,1000,2,905691,1,7484
2017-12-14 12:56:09,yangshuoming,1000,2,532850,1,7483
2017-12-14 14:29:49,yangshuoming,1000,3,160812,1,7483
2017-12-14 17:42:38,yangshuoming,1000,2,765762,1,7483
