2017-12-07 15:31:01,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7488;s:7:salerid;s:6:676104;s:5:money;s:4:1000;s:4:time;i:1512631861;}
2017-12-07 16:27:25,bingbing,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7236;s:7:salerid;s:6:225915;s:5:money;s:4:1000;s:4:time;i:1512635245;}
2017-12-07 16:28:36,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7455;s:7:salerid;s:6:225915;s:5:money;s:4:1000;s:4:time;i:1512635316;}
2017-12-07 16:29:42,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7455;s:7:salerid;s:6:760913;s:5:money;s:4:1000;s:4:time;i:1512635382;}
2017-12-07 16:32:18,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7488;s:7:salerid;s:6:758494;s:5:money;s:4:1000;s:4:time;i:1512635538;}
2017-12-07 16:35:26,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7488;s:7:salerid;s:4:1437;s:5:money;s:4:1000;s:4:time;i:1512635726;}
2017-12-08 10:26:55,bingbing,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7488;s:7:salerid;s:6:721608;s:5:money;s:4:1000;s:4:time;i:1512700015;}
2017-12-08 10:41:30,bingbing,a:6:{s:1:p;i:1;s:3:num;i:4;s:8:couponid;i:7488;s:7:salerid;s:6:516377;s:5:money;s:4:1000;s:4:time;i:1512700890;}
2017-12-08 10:48:08,bingbing,a:6:{s:1:p;i:1;s:3:num;i:4;s:8:couponid;i:7488;s:7:salerid;s:6:769562;s:5:money;s:4:1000;s:4:time;i:1512701288;}
2017-12-08 10:58:51,bingbing,a:6:{s:1:p;i:1;s:3:num;i:6;s:8:couponid;i:7488;s:7:salerid;s:6:779353;s:5:money;s:4:1000;s:4:time;i:1512701931;}
2017-12-08 11:09:17,bingbing,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7488;s:7:salerid;s:5:10889;s:5:money;s:4:1000;s:4:time;i:1512702557;}
2017-12-09 14:12:42,bingbing,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7488;s:7:salerid;s:6:248579;s:5:money;s:4:1000;s:4:time;i:1512799962;}
2017-12-09 15:29:36,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7488;s:7:salerid;s:6:811091;s:5:money;s:4:1000;s:4:time;i:1512804576;}
2017-12-09 19:23:26,bingbing,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7488;s:7:salerid;s:6:418771;s:5:money;s:4:1000;s:4:time;i:1512818606;}
2017-12-11 11:31:30,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7488;s:7:salerid;s:6:848787;s:5:money;s:4:1000;s:4:time;i:1512963090;}
2017-12-12 11:02:47,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7503;s:7:salerid;s:5:10889;s:5:money;s:4:1000;s:4:time;i:1513047767;}
2017-12-12 12:04:51,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7503;s:7:salerid;s:6:769562;s:5:money;s:4:1000;s:4:time;i:1513051491;}
2017-12-13 11:14:47,bingbing,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7503;s:7:salerid;s:6:225915;s:5:money;s:4:1000;s:4:time;i:1513134887;}
2017-12-14 09:35:45,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7503;s:7:salerid;s:6:356272;s:5:money;s:4:1000;s:4:time;i:1513215345;}
2017-12-14 09:36:35,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7503;s:7:salerid;s:5:43729;s:5:money;s:4:1000;s:4:time;i:1513215395;}
2017-12-14 09:37:22,bingbing,a:6:{s:1:p;i:1;s:3:num;i:4;s:8:couponid;i:7503;s:7:salerid;s:5:35681;s:5:money;s:4:1000;s:4:time;i:1513215442;}
2017-12-14 19:44:24,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7503;s:7:salerid;s:5:87472;s:5:money;s:4:1000;s:4:time;i:1513251864;}
2017-12-14 21:16:35,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7503;s:7:salerid;s:6:797349;s:5:money;s:4:1000;s:4:time;i:1513257395;}
2017-12-15 22:41:20,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7455;s:7:salerid;s:6:354688;s:5:money;s:4:1000;s:4:time;i:1513348880;}
2017-12-16 12:44:23,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7503;s:7:salerid;s:6:555128;s:5:money;s:4:1000;s:4:time;i:1513399463;}
2017-12-16 12:46:05,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7503;s:7:salerid;s:6:760913;s:5:money;s:4:1000;s:4:time;i:1513399565;}
2017-12-16 12:46:25,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7503;s:7:salerid;s:6:710459;s:5:money;s:4:1000;s:4:time;i:1513399585;}
2017-12-16 12:46:52,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7455;s:7:salerid;s:6:710459;s:5:money;s:4:1000;s:4:time;i:1513399612;}
2017-12-16 12:47:20,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7455;s:7:salerid;s:6:760913;s:5:money;s:4:1000;s:4:time;i:1513399640;}
2017-12-16 13:03:16,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7503;s:7:salerid;s:6:872561;s:5:money;s:4:1000;s:4:time;i:1513400596;}
2017-12-17 14:15:06,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7503;s:7:salerid;s:6:827514;s:5:money;s:4:1000;s:4:time;i:1513491306;}
2017-12-17 14:36:18,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7503;s:7:salerid;s:5:87472;s:5:money;s:4:1000;s:4:time;i:1513492578;}
2017-12-17 14:36:31,bingbing,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7503;s:7:salerid;s:5:87472;s:5:money;s:4:1000;s:4:time;i:1513492591;}
2017-12-17 21:12:53,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7503;s:7:salerid;s:6:872993;s:5:money;s:4:1000;s:4:time;i:1513516373;}
2017-12-17 21:43:14,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7503;s:7:salerid;s:6:225915;s:5:money;s:4:1000;s:4:time;i:1513518194;}
2017-12-17 21:43:46,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7388;s:7:salerid;s:6:225915;s:5:money;s:4:1500;s:4:time;i:1513518226;}
2017-12-17 21:55:05,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7503;s:7:salerid;s:6:626233;s:5:money;s:4:1000;s:4:time;i:1513518905;}
2017-12-17 22:55:01,bingbing,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7503;s:7:salerid;s:4:5905;s:5:money;s:4:1000;s:4:time;i:1513522501;}
2017-12-18 10:57:31,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7503;s:7:salerid;s:5:12187;s:5:money;s:4:1000;s:4:time;i:1513565851;}
2017-12-18 12:39:18,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7455;s:7:salerid;s:6:248579;s:5:money;s:4:1000;s:4:time;i:1513571958;}
2017-12-18 19:31:12,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7416;s:7:salerid;s:6:779353;s:5:money;s:4:1500;s:4:time;i:1513596672;}
2017-12-18 20:42:21,bingbing,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7488;s:7:salerid;s:6:779353;s:5:money;s:4:1000;s:4:time;i:1513600941;}
2017-12-18 20:42:47,bingbing,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7455;s:7:salerid;s:6:779353;s:5:money;s:4:1000;s:4:time;i:1513600967;}
2017-12-18 21:17:26,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7455;s:7:salerid;s:6:759978;s:5:money;s:4:1000;s:4:time;i:1513603046;}
2017-12-19 11:07:52,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7455;s:7:salerid;s:6:710459;s:5:money;s:4:1000;s:4:time;i:1513652872;}
2017-12-19 18:08:47,bingbing,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7503;s:7:salerid;s:6:839404;s:5:money;s:4:1000;s:4:time;i:1513678127;}
2017-12-15 12:23:26,changan,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7503;s:7:salerid;s:6:838198;s:5:money;s:4:1000;s:4:time;i:1513311806;}
2017-12-04 19:57:59,chenhao,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7480;s:7:salerid;s:6:860037;s:5:money;s:4:1000;s:4:time;i:1512388679;}
2017-12-04 19:59:04,chenhao,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7480;s:7:salerid;s:6:874549;s:5:money;s:4:1000;s:4:time;i:1512388744;}
2017-12-05 16:01:46,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7480;s:7:salerid;s:6:902682;s:5:money;s:4:1000;s:4:time;i:1512460906;}
2017-12-05 16:29:28,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7480;s:7:salerid;s:6:897023;s:5:money;s:4:1000;s:4:time;i:1512462568;}
2017-12-05 17:44:30,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7480;s:7:salerid;s:6:902943;s:5:money;s:4:1000;s:4:time;i:1512467070;}
2017-12-05 17:46:22,chenhao,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7480;s:7:salerid;s:6:902883;s:5:money;s:4:1000;s:4:time;i:1512467182;}
2017-12-05 18:57:34,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:893974;s:5:money;s:4:1000;s:4:time;i:1512471454;}
2017-12-05 19:00:26,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:894561;s:5:money;s:4:1000;s:4:time;i:1512471626;}
2017-12-05 19:00:32,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:894561;s:5:money;s:4:1000;s:4:time;i:1512471632;}
2017-12-05 19:00:30,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:894561;s:5:money;s:4:1000;s:4:time;i:1512471630;}
2017-12-05 19:07:58,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:896876;s:5:money;s:4:1000;s:4:time;i:1512472078;}
2017-12-05 19:14:07,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:899612;s:5:money;s:4:1000;s:4:time;i:1512472447;}
2017-12-05 19:26:27,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:896700;s:5:money;s:4:1000;s:4:time;i:1512473187;}
2017-12-05 20:50:30,chenhao,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7481;s:7:salerid;s:6:662273;s:5:money;s:4:1000;s:4:time;i:1512478230;}
2017-12-07 18:22:50,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:906580;s:5:money;s:4:1000;s:4:time;i:1512642170;}
2017-12-07 22:50:46,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:841832;s:5:money;s:4:1000;s:4:time;i:1512658246;}
2017-12-08 09:23:19,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:754501;s:5:money;s:4:1000;s:4:time;i:1512696199;}
2017-12-08 12:22:31,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:913072;s:5:money;s:4:1000;s:4:time;i:1512706951;}
2017-12-08 12:25:39,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:913086;s:5:money;s:4:1000;s:4:time;i:1512707139;}
2017-12-09 14:11:44,chenhao,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7480;s:7:salerid;s:4:6963;s:5:money;s:4:1000;s:4:time;i:1512799904;}
2017-12-09 14:12:19,chenhao,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7480;s:7:salerid;s:4:6963;s:5:money;s:4:1000;s:4:time;i:1512799939;}
2017-12-09 15:25:10,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:916065;s:5:money;s:4:1000;s:4:time;i:1512804310;}
2017-12-09 16:08:15,chenhao,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7481;s:7:salerid;s:6:860530;s:5:money;s:4:1000;s:4:time;i:1512806895;}
2017-12-09 16:51:35,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:919004;s:5:money;s:4:1000;s:4:time;i:1512809495;}
2017-12-10 13:15:31,chenhao,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7481;s:7:salerid;s:6:921102;s:5:money;s:4:1000;s:4:time;i:1512882931;}
2017-12-11 11:15:50,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:913744;s:5:money;s:4:1000;s:4:time;i:1512962150;}
2017-12-11 11:55:18,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:853187;s:5:money;s:4:1000;s:4:time;i:1512964518;}
2017-12-12 10:15:01,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:753302;s:5:money;s:4:1000;s:4:time;i:1513044901;}
2017-12-12 15:27:59,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:772044;s:5:money;s:4:1000;s:4:time;i:1513063679;}
2017-12-14 17:27:28,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7503;s:7:salerid;s:6:154100;s:5:money;s:4:1000;s:4:time;i:1513243648;}
2017-12-18 21:17:01,chenhao,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7481;s:7:salerid;s:6:919004;s:5:money;s:4:1000;s:4:time;i:1513603021;}
2017-12-02 12:20:02,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:5:31831;s:5:money;s:4:1000;s:4:time;i:1512188402;}
2017-12-02 12:57:21,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7285;s:7:salerid;s:6:772579;s:5:money;s:4:1000;s:4:time;i:1512190641;}
2017-12-03 18:11:45,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7285;s:7:salerid;s:5:19464;s:5:money;s:4:1000;s:4:time;i:1512295905;}
2017-12-04 14:50:32,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7284;s:7:salerid;s:6:190773;s:5:money;s:4:1000;s:4:time;i:1512370232;}
2017-12-04 14:50:34,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7284;s:7:salerid;s:6:190773;s:5:money;s:4:1000;s:4:time;i:1512370234;}
2017-12-04 14:51:02,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7284;s:7:salerid;s:20:812987,703134,878440;s:5:money;s:4:1000;s:4:time;i:1512370262;}
2017-12-04 14:51:24,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7284;s:7:salerid;s:19:29561,703134,878440;s:5:money;s:4:1000;s:4:time;i:1512370284;}
2017-12-04 14:52:04,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7284;s:7:salerid;s:75:171502,879664,36797,190773,539524,682324,828001,848726,878440,889445,613583;s:5:money;s:4:1000;s:4:time;i:1512370324;}
2017-12-06 16:49:43,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:8;s:8:couponid;i:7284;s:7:salerid;s:6:613583;s:5:money;s:4:1000;s:4:time;i:1512550183;}
2017-12-06 16:50:07,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7284;s:7:salerid;s:18:812987,12385,29561;s:5:money;s:4:1000;s:4:time;i:1512550207;}
2017-12-06 16:50:31,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7284;s:7:salerid;s:33:828001,47345,852811,627229,882661;s:5:money;s:4:1000;s:4:time;i:1512550231;}
2017-12-06 21:24:22,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:114508;s:5:money;s:4:1000;s:4:time;i:1512566662;}
2017-12-07 10:37:10,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:244157;s:5:money;s:4:1000;s:4:time;i:1512614230;}
2017-12-07 15:40:33,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7285;s:7:salerid;s:6:683906;s:5:money;s:4:1000;s:4:time;i:1512632433;}
2017-12-07 16:08:47,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:295728;s:5:money;s:4:1000;s:4:time;i:1512634127;}
2017-12-07 22:36:54,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7285;s:7:salerid;s:6:186773;s:5:money;s:4:1000;s:4:time;i:1512657414;}
2017-12-08 09:13:59,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7285;s:7:salerid;s:5:19789;s:5:money;s:4:1000;s:4:time;i:1512695639;}
2017-12-08 10:27:53,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7284;s:7:salerid;s:6:303181;s:5:money;s:4:1000;s:4:time;i:1512700073;}
2017-12-08 10:28:05,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7284;s:7:salerid;s:6:878377;s:5:money;s:4:1000;s:4:time;i:1512700085;}
2017-12-08 13:48:41,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7284;s:7:salerid;s:5:71625;s:5:money;s:4:1000;s:4:time;i:1512712121;}
2017-12-08 16:49:07,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:10;s:8:couponid;i:7284;s:7:salerid;s:6:304999;s:5:money;s:4:1000;s:4:time;i:1512722947;}
2017-12-08 17:22:54,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7284;s:7:salerid;s:5:53139;s:5:money;s:4:1000;s:4:time;i:1512724974;}
2017-12-08 22:00:00,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:198633;s:5:money;s:4:1000;s:4:time;i:1512741600;}
2017-12-09 10:56:30,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7285;s:7:salerid;s:6:119568;s:5:money;s:4:1000;s:4:time;i:1512788190;}
2017-12-09 10:56:30,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7285;s:7:salerid;s:6:119568;s:5:money;s:4:1000;s:4:time;i:1512788190;}
2017-12-09 11:26:19,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:127849;s:5:money;s:4:1000;s:4:time;i:1512789979;}
2017-12-09 19:20:32,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7285;s:7:salerid;s:6:721791;s:5:money;s:4:1000;s:4:time;i:1512818432;}
2017-12-09 19:58:21,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:3;s:8:couponid;i:7285;s:7:salerid;s:6:333139;s:5:money;s:4:1000;s:4:time;i:1512820701;}
2017-12-11 10:07:43,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7285;s:7:salerid;s:6:127849;s:5:money;s:4:1000;s:4:time;i:1512958063;}
2017-12-11 11:12:04,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:114260;s:5:money;s:4:1000;s:4:time;i:1512961924;}
2017-12-11 11:38:34,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:127849;s:5:money;s:4:1000;s:4:time;i:1512963514;}
2017-12-11 15:14:35,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:5:48416;s:5:money;s:4:1000;s:4:time;i:1512976475;}
2017-12-11 22:49:31,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:5:71625;s:5:money;s:4:1000;s:4:time;i:1513003771;}
2017-12-12 10:48:27,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7285;s:7:salerid;s:5:24740;s:5:money;s:4:1000;s:4:time;i:1513046907;}
2017-12-12 10:55:06,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7285;s:7:salerid;s:5:47991;s:5:money;s:4:1000;s:4:time;i:1513047306;}
2017-12-12 11:37:54,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:322102;s:5:money;s:4:1000;s:4:time;i:1513049874;}
2017-12-12 14:19:15,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7284;s:7:salerid;s:5:12385;s:5:money;s:4:1000;s:4:time;i:1513059555;}
2017-12-12 14:19:31,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:8;s:8:couponid;i:7284;s:7:salerid;s:6:878377;s:5:money;s:4:1000;s:4:time;i:1513059571;}
2017-12-12 14:19:46,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7284;s:7:salerid;s:6:303181;s:5:money;s:4:1000;s:4:time;i:1513059586;}
2017-12-12 14:20:00,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7284;s:7:salerid;s:5:51054;s:5:money;s:4:1000;s:4:time;i:1513059600;}
2017-12-12 16:21:56,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:5;s:8:couponid;i:7285;s:7:salerid;s:6:177475;s:5:money;s:4:1000;s:4:time;i:1513066916;}
2017-12-12 18:49:40,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:322275;s:5:money;s:4:1000;s:4:time;i:1513075780;}
2017-12-13 10:36:21,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:1;s:8:couponid;i:7285;s:7:salerid;s:6:193112;s:5:money;s:4:1000;s:4:time;i:1513132581;}
2017-12-13 18:37:52,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:632392;s:5:money;s:4:1000;s:4:time;i:1513161472;}
2017-12-15 10:30:49,gaoqiwei,a:6:{s:1:p;i:1;s:3:num;i:2;s:8:couponid;i:7285;s:7:salerid;s:6:186773;s:5:money;s:4:1000;s:4:time;i:1513305049;}
