210,0,0,0,0,3,2,0,0,0,0,0,0
237,0,0,0,4,0,19,13,29,31,16,61,4
239,0,1,0,1,0,2,0,0,4,0,0,0
247,0,1,0,0,0,0,0,1,1,0,0,0
248,0,0,0,0,0,1,0,3,9,10,8,0
256,0,0,0,0,0,0,2,1,2,0,2,0
257,0,1,0,0,0,0,2,4,0,0,0,0
258,0,0,0,0,0,0,0,4,5,0,0,0
260,0,0,0,0,0,0,0,0,1,0,0,0
261,0,0,0,0,0,0,3,12,4,3,2,0
265,0,0,0,0,0,0,0,0,0,0,5,0
266,0,1,0,0,0,0,0,0,0,0,1,0
267,0,0,0,0,0,0,0,1,0,1,1,1
270,0,0,0,0,0,0,0,0,0,0,1,0
271,0,0,0,1,0,0,0,1,0,0,0,0
273,0,0,1,0,1,1,1,3,3,7,13,0
275,0,1,0,3,0,1,1,3,6,4,8,0
276,0,0,0,0,0,0,0,1,0,1,5,0
278,0,0,0,0,0,0,0,0,1,0,0,0
279,0,0,0,1,0,1,1,1,5,1,2,0
280,0,0,0,2,0,0,0,0,0,0,0,0
281,0,0,0,2,0,0,1,0,0,0,0,0
282,0,0,0,1,0,2,6,7,5,7,11,2
283,0,0,0,0,0,0,0,0,2,0,3,0
284,0,0,0,0,0,3,3,4,5,2,16,1
286,0,0,0,0,0,0,0,5,2,1,0,0
287,0,0,0,0,0,0,0,0,1,0,0,0
289,0,0,0,2,0,0,0,1,0,0,1,0
290,0,1,0,3,0,5,6,11,14,13,22,1
291,0,0,0,0,0,0,0,1,1,5,6,0
294,0,0,0,0,0,0,0,0,1,1,0,0
295,0,0,0,0,0,1,0,0,0,0,0,0
297,0,1,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,1,0,1,1,5,5,0
301,0,0,0,0,0,0,0,1,1,1,0,0
302,0,1,0,0,0,0,0,0,0,3,0,0
306,0,1,0,1,0,0,1,0,1,1,1,0
308,0,1,0,0,0,0,0,0,0,0,1,0
309,0,0,0,2,0,3,2,1,3,3,11,0
310,0,0,0,0,0,0,3,0,0,0,0,0
311,0,2,0,1,0,1,0,1,0,0,0,0
312,0,0,0,0,0,1,0,4,7,2,0,0
313,0,0,0,0,0,2,0,0,1,1,1,0
315,0,2,0,0,0,3,2,3,3,3,8,2
316,0,1,0,1,0,2,1,2,1,2,3,0
317,0,0,0,0,0,2,0,1,3,2,4,0
320,0,0,0,1,0,0,0,13,16,9,33,0
323,0,0,0,0,0,0,0,3,4,2,2,0
324,0,0,0,0,0,0,0,0,1,0,0,0
326,0,0,0,1,0,0,0,0,0,0,0,0
328,0,0,0,1,0,1,0,2,0,3,3,0
337,0,1,0,1,0,0,0,1,0,0,0,0
338,0,0,0,0,0,1,1,4,1,2,3,3
339,0,0,0,0,0,0,0,0,1,0,1,0
341,0,0,0,0,0,0,0,0,3,0,0,0
342,0,0,0,2,0,1,0,3,2,2,8,0
343,0,0,0,1,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,2,0,0,0,0,0
347,0,0,0,1,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,6,2,0,0,0
353,0,0,0,1,0,0,1,0,1,4,1,0
355,0,1,0,2,0,1,3,5,3,2,6,0
356,0,0,0,1,0,3,1,13,11,8,1,0
358,0,0,0,1,0,1,2,1,2,3,5,0
362,0,0,0,2,0,0,0,0,0,0,0,0
364,0,0,0,0,0,2,5,3,3,4,3,0
366,0,1,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0,1,0,0,0
368,0,0,0,2,0,1,2,0,0,1,5,0
376,0,0,0,0,0,0,0,0,0,4,0,0
378,0,0,0,0,0,0,2,2,1,1,1,1
379,0,0,0,0,0,0,0,0,6,3,7,0
383,0,0,0,0,0,0,0,0,0,1,0,0
388,0,0,0,1,0,0,0,0,0,0,0,0
392,0,0,0,2,0,1,2,4,1,4,1,1
394,0,0,0,0,0,0,0,0,1,0,0,0
395,0,0,0,0,0,0,0,1,2,0,1,0
396,0,0,0,0,0,0,0,0,1,0,0,0
400,0,0,0,7,0,0,0,0,0,0,0,0
404,0,0,0,2,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,1,0,0,0
408,0,0,1,3,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0,0,1,0,0
420,0,0,0,2,1,0,0,0,0,0,0,0
421,0,0,0,31,10,2,0,0,0,0,0,0
423,0,0,0,0,1,0,0,0,0,0,0,0
424,0,0,0,0,0,0,1,0,0,0,0,0
426,0,1,0,2,1,0,0,0,0,0,0,0
427,0,0,0,1,0,0,0,0,2,0,1,0
429,0,1,0,1,0,0,0,0,1,0,0,0
430,0,0,0,2,0,0,2,3,5,5,29,1
431,0,0,0,0,0,0,0,1,0,0,0,0
432,0,0,0,0,0,0,0,2,2,0,3,0
434,0,0,0,0,1,1,2,3,2,2,1,0
435,0,0,0,0,0,1,0,0,0,0,0,0
438,0,0,0,2,0,1,1,0,8,5,2,0
441,0,0,0,1,0,0,1,0,5,0,0,0
445,0,0,0,1,0,0,0,0,0,0,3,0
446,0,0,0,0,0,0,0,0,1,0,1,0
447,0,0,0,0,0,0,0,1,0,0,0,0
448,0,0,0,1,0,0,1,1,0,0,0,0
462,0,0,0,0,0,1,0,2,2,0,0,0
467,0,0,0,0,0,0,2,0,0,0,0,0
471,0,1,0,0,0,0,0,0,0,0,0,0
473,0,0,0,1,0,0,0,0,0,0,0,0
474,0,1,0,0,0,0,0,0,0,0,0,0
477,0,1,0,0,0,0,0,0,0,0,0,0
480,0,0,1,0,0,0,0,0,0,0,0,0
483,0,2,0,0,0,0,0,0,0,0,0,0
485,0,1,0,0,0,0,0,0,0,0,0,0
489,0,1,1,0,0,0,0,0,0,0,0,0
493,0,0,0,0,0,1,0,0,0,0,0,0
536,0,0,0,1,0,0,0,0,0,0,0,0
552,0,1,0,0,0,0,0,0,0,0,0,0
554,0,1,0,2,0,0,0,0,0,0,0,0
559,0,0,0,0,1,0,1,0,0,0,0,0
565,0,1,1,3,0,0,0,0,0,0,0,0
568,0,2,0,3,0,0,0,0,0,0,0,0
571,0,1,0,0,0,0,0,2,0,0,0,0
581,0,0,1,0,0,0,0,0,0,0,0,0
590,0,0,0,1,0,0,0,0,0,0,0,0
603,0,1,0,0,0,0,0,0,0,0,0,0
620,0,0,0,0,1,0,0,0,0,0,0,0
622,0,0,1,1,0,0,0,0,0,0,0,0
625,0,0,0,1,0,0,0,0,0,0,0,0
626,0,0,1,0,0,0,0,0,0,0,0,0
627,0,0,0,1,1,0,0,0,0,0,0,0
684,0,0,1,1,0,0,0,0,2,0,5,0
699,0,0,0,1,0,0,0,0,0,0,0,0
707,0,1,0,0,0,0,0,0,0,0,0,0
708,0,1,0,0,0,0,0,0,0,0,0,0
715,0,1,1,0,0,0,0,0,0,0,0,0
815,0,1,0,0,0,0,0,0,0,0,0,0
841,0,0,0,1,32,146,66,91,71,13,89,3
859,0,0,2,0,0,0,0,0,0,0,0,0
868,0,1,0,0,0,0,0,0,0,0,0,0
879,0,0,1,0,0,0,0,0,0,0,0,0
889,0,0,2,0,0,0,0,0,0,0,0,0
890,0,0,1,0,0,0,0,0,0,0,0,0
895,0,1,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,1,6,3,4,21,3,29,0
916,0,0,0,0,1,0,0,0,0,0,0,0
925,0,0,0,1,0,0,0,0,0,0,0,0
953,0,1,1,0,0,0,0,0,0,0,0,0
958,0,1,0,0,0,0,0,0,0,0,0,0
1004,0,0,0,1,0,0,0,0,0,0,1,0
1017,0,1,0,0,0,0,0,0,0,0,0,0
1033,0,1,0,1,0,0,0,0,0,0,0,0
1035,0,1,0,1,0,0,0,0,0,0,0,0
1055,0,1,0,0,0,0,0,0,0,0,0,0
1059,0,0,2,1,0,0,0,0,0,0,0,0
1061,0,1,2,0,0,0,0,0,0,0,0,0
1076,0,1,0,0,0,0,0,0,0,0,0,0
1093,0,1,0,0,0,0,0,0,0,0,0,0
1095,0,1,2,3,1,1,3,2,4,6,11,2
1103,0,0,1,0,0,0,0,0,0,0,0,0
1120,0,1,0,0,0,0,0,0,0,0,0,0
1141,0,1,0,0,0,0,0,0,0,0,0,0
1146,0,1,0,0,0,0,0,0,0,0,0,0
1147,0,0,1,0,0,0,0,0,0,0,0,0
1148,0,1,0,0,0,0,0,0,0,0,0,0
1155,0,1,0,0,0,0,0,0,0,0,0,0
1175,0,1,1,0,0,0,0,0,0,0,0,0
1179,0,1,0,0,0,0,0,0,0,0,0,0
1182,0,1,0,0,0,0,0,0,0,0,0,0
1237,0,1,1,0,0,0,0,1,0,0,0,0
1247,0,1,2,0,0,0,0,0,0,0,0,0
1248,0,0,1,0,0,0,0,0,0,0,0,0
1267,0,1,0,0,0,0,0,0,0,0,0,0
1270,0,1,0,0,0,0,0,0,0,0,0,0
1271,0,0,2,1,0,0,0,0,0,0,0,0
1273,0,0,1,0,0,0,0,0,0,0,0,0
1284,0,0,1,0,0,0,0,0,0,0,0,0
1294,0,1,1,0,0,0,0,0,0,0,0,0
1296,0,1,0,0,0,0,0,0,0,0,0,0
1298,0,0,0,1,1,0,0,0,0,1,2,0
1318,0,1,1,0,0,0,0,0,0,0,0,0
1341,0,0,1,0,0,0,0,0,0,0,0,0
1352,0,0,1,0,0,0,0,0,0,0,0,0
1361,0,0,0,1,0,0,0,0,0,0,0,0
1387,0,1,0,0,0,0,0,0,0,0,0,0
1396,0,1,0,0,0,0,0,0,0,0,0,0
1405,0,1,0,0,0,0,0,0,0,0,0,0
1415,0,1,0,0,0,0,0,0,0,0,0,0
1418,0,1,1,0,0,0,0,0,0,0,0,0
1434,0,1,0,0,0,0,0,0,0,0,0,0
1437,0,0,0,13,2,0,0,0,0,0,0,0
1439,0,0,0,0,0,1,0,0,0,0,0,0
1443,0,1,0,0,0,0,0,0,0,0,0,0
1451,0,0,0,1,1,0,0,0,0,0,0,0
1472,0,0,0,11,12,13,4,5,5,16,112,6
1485,0,0,0,0,0,0,0,0,1,0,1,0
1486,0,0,0,2,1,7,5,14,6,1,5,0
1491,0,0,1,0,0,0,0,0,1,3,0,0
1494,0,1,0,0,0,0,0,0,0,0,0,0
1497,0,1,0,0,0,0,0,0,0,0,0,0
1555,0,0,0,0,1,3,2,0,1,0,0,0
1566,0,0,0,0,0,0,0,0,1,0,0,0
1568,0,0,0,0,7,27,20,17,26,15,30,1
1572,0,1,0,0,0,0,0,0,0,0,2,0
1576,0,0,0,0,1,0,0,0,0,0,0,0
1577,0,0,1,0,3,2,0,0,3,0,5,0
1578,0,0,1,0,4,0,0,2,0,0,0,0
1579,0,0,1,1,0,0,1,2,1,0,1,0
1580,0,0,1,0,0,1,0,0,0,0,0,0
1581,0,0,1,0,0,0,0,0,0,0,0,0
1593,0,0,1,0,0,0,0,0,0,0,0,0
1610,0,0,0,0,3,2,1,0,1,1,1,0
1615,0,0,2,0,0,0,0,0,0,0,0,0
1618,0,0,1,0,0,0,0,0,0,0,0,0
1619,0,0,1,0,0,0,0,0,0,0,0,0
1621,0,0,1,0,0,0,0,0,0,0,0,0
1627,0,0,1,0,1,0,0,0,0,0,0,0
1628,0,0,1,0,0,0,0,0,0,0,0,0
1635,0,0,1,0,1,0,0,0,0,0,1,0
1636,0,0,1,0,0,0,0,0,0,0,0,0
1637,0,0,1,0,0,2,0,0,0,0,0,0
1638,0,0,1,0,0,0,0,0,0,0,0,0
1641,0,0,1,0,0,0,0,0,0,0,0,0
1644,0,0,0,0,0,0,0,0,0,0,0,1
1646,0,0,1,0,0,0,0,0,0,0,0,0
1647,0,0,1,0,1,0,0,0,0,0,0,0
1670,0,0,1,0,0,0,0,0,0,0,0,0
1677,0,0,2,4,0,0,0,0,0,0,0,0
1688,0,0,0,0,0,0,1,0,0,2,0,0
1690,0,0,0,0,0,0,1,0,1,2,0,0
1693,0,0,1,0,0,0,0,0,0,0,0,0
1697,0,0,3,1,1,0,0,0,0,1,0,0
1698,0,0,1,0,0,0,0,2,1,0,0,0
1712,0,0,1,0,0,0,0,0,0,0,0,0
1714,0,0,1,0,0,0,0,0,0,0,0,0
1715,0,0,1,0,0,0,0,0,0,0,0,0
1716,0,0,0,1,0,0,0,0,0,0,0,0
1722,0,0,0,0,0,1,0,0,0,0,0,0
1738,0,0,0,0,0,0,0,0,0,0,1,0
1742,0,0,0,1,0,0,0,1,0,0,2,0
1743,0,0,1,1,0,1,0,0,0,2,1,0
1744,0,0,1,0,0,0,0,0,2,0,1,0
1747,0,0,1,0,0,0,0,0,0,0,0,0
1752,0,0,1,0,0,0,0,0,0,0,0,0
1753,0,0,2,1,3,3,0,1,0,1,0,0
1754,0,0,0,4,0,0,0,0,0,0,0,0
1761,0,0,1,0,0,0,0,0,0,0,0,0
1764,0,0,0,2,1,0,0,0,0,0,0,0
1778,0,0,0,1,0,0,0,0,0,0,0,0
1791,0,0,1,0,0,0,0,0,0,0,0,0
1804,0,0,2,0,1,1,0,0,1,0,0,0
1810,0,0,1,0,0,1,0,0,0,1,0,0
1812,0,0,1,0,0,0,0,0,0,0,0,0
1823,0,0,0,1,0,0,0,0,0,0,0,0
1827,0,0,1,0,0,1,1,0,0,2,2,0
1832,0,0,1,0,0,0,0,0,0,0,0,0
1833,0,0,1,1,0,0,0,0,0,0,0,0
1840,0,0,0,2,0,0,0,0,0,0,0,0
1863,0,0,2,2,6,5,1,0,3,0,0,0
1875,0,0,0,0,0,0,6,2,1,1,1,0
1881,0,0,0,1,0,0,0,0,0,0,0,0
1889,0,0,1,0,0,0,0,0,0,0,0,0
1895,0,0,1,0,0,0,0,0,0,0,0,0
1897,0,0,1,0,0,0,0,0,0,0,0,0
1915,0,0,0,0,2,5,4,14,6,7,9,0
1917,0,0,1,0,0,0,0,0,0,0,0,0
1918,0,0,2,0,0,0,0,0,0,0,0,0
1919,0,0,3,1,0,0,0,0,0,0,0,0
1920,0,0,1,0,0,0,0,0,0,0,0,0
1921,0,0,3,2,1,1,0,0,0,0,0,0
1925,0,0,2,0,0,0,0,0,0,0,0,0
1930,0,0,1,0,0,0,0,0,0,0,0,0
1934,0,0,0,0,0,0,0,1,0,0,0,0
1935,0,0,3,2,0,0,0,0,0,0,0,0
1936,0,0,0,1,0,0,0,0,0,0,0,0
1941,0,0,0,0,0,0,0,0,0,0,1,0
1945,0,0,0,0,1,0,1,2,0,0,0,0
1949,0,0,1,0,0,0,0,0,0,0,0,0
1954,0,0,0,1,0,0,0,0,0,0,0,0
1957,0,0,1,0,0,0,0,0,0,0,0,0
1969,0,0,1,1,0,0,0,0,0,0,0,0
1982,0,0,3,2,0,0,0,0,0,0,0,0
1983,0,0,1,0,0,0,0,0,0,0,0,0
1986,0,0,1,0,0,0,0,0,0,0,0,0
1987,0,0,1,0,0,0,0,0,0,0,0,0
1989,0,0,1,0,0,0,0,0,0,0,0,0
1991,0,0,2,0,0,0,0,0,0,0,0,0
1992,0,0,1,0,0,0,0,0,0,0,0,0
1993,0,0,1,1,0,0,0,0,0,0,0,0
1994,0,0,1,0,0,0,0,0,0,0,0,0
1995,0,0,1,0,0,0,0,0,0,0,0,0
1997,0,0,1,1,0,0,0,0,0,0,0,0
2000,0,0,0,1,0,0,0,0,0,0,0,0
2003,0,0,2,0,0,1,0,0,1,0,0,0
2005,0,0,1,0,0,0,0,0,0,0,0,0
2006,0,0,1,0,0,0,0,0,0,0,0,0
2008,0,0,1,0,0,0,0,0,0,0,0,0
2009,0,0,0,1,0,0,0,0,0,0,0,0
2011,0,0,1,1,0,0,0,0,0,0,0,0
2015,0,0,1,1,0,3,0,2,0,0,0,0
2016,0,0,1,0,0,0,0,0,0,0,0,0
2017,0,0,3,1,0,0,0,0,0,0,0,0
2019,0,0,1,0,0,0,0,0,0,0,0,0
2020,0,0,1,0,0,0,0,0,0,0,0,0
2033,0,0,1,0,0,0,0,0,0,0,0,0
2037,0,0,1,1,0,0,0,0,0,0,0,0
2039,0,0,1,1,1,0,0,0,0,0,0,0
2041,0,0,1,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,2,1,1,0,0
2049,0,0,1,0,0,0,0,0,0,0,0,0
2051,0,0,1,1,0,0,0,0,1,0,0,0
2056,0,0,1,0,0,0,0,0,0,0,0,0
2062,0,0,1,0,0,0,0,0,0,0,0,0
2065,0,0,1,0,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,1,3,0,6,1
2070,0,0,1,1,0,2,0,0,0,0,0,0
2074,0,0,1,0,0,0,0,0,0,0,0,0
2075,0,0,1,0,0,0,0,0,0,0,0,0
2080,0,0,1,0,0,0,0,0,0,0,0,0
2083,0,0,1,0,0,0,0,0,0,0,0,0
2085,0,0,0,1,0,0,0,0,0,0,0,0
2091,0,0,1,1,0,0,0,0,0,0,0,0
2092,0,0,1,0,0,0,0,0,0,0,0,0
2104,0,0,0,1,0,0,0,0,0,0,0,0
2109,0,0,1,1,0,0,0,0,0,0,0,0
2123,0,0,1,1,0,0,0,0,0,0,0,0
2126,0,0,1,0,0,0,0,0,0,0,0,0
2135,0,0,1,1,0,0,0,0,0,0,0,0
2143,0,0,1,0,0,0,0,0,0,0,0,0
2146,0,0,1,0,0,0,0,0,0,0,0,0
2153,0,0,1,0,0,0,0,0,0,0,0,0
2159,0,0,1,0,0,0,0,0,0,0,0,0
2161,0,0,1,0,0,0,0,0,1,0,0,0
2167,0,0,4,4,1,1,0,0,0,0,0,0
2169,0,0,2,19,7,9,2,0,0,0,0,0
2174,0,0,1,0,0,0,0,0,0,0,0,0
2179,0,0,1,0,0,0,0,0,0,0,0,0
2339,0,0,1,0,0,0,0,0,0,0,0,0
2423,0,0,0,0,1,0,0,0,0,0,0,0
2443,0,0,1,0,0,0,0,0,0,0,0,0
2648,0,0,1,0,0,1,1,0,0,0,0,0
2808,0,0,1,0,0,0,0,0,0,0,0,0
2941,0,0,1,0,0,0,0,0,0,0,0,0
2963,0,0,1,0,0,0,0,0,0,0,0,0
2971,0,0,1,1,0,0,0,0,0,0,0,0
2985,0,0,2,3,0,0,0,0,0,0,0,0
3029,0,0,1,0,0,0,0,0,0,0,0,0
3047,0,0,1,0,0,0,0,0,0,0,0,0
3048,0,0,1,0,0,0,0,0,0,0,0,0
3054,0,0,1,0,0,0,0,0,0,0,0,0
3055,0,0,0,5,2,2,1,23,5,9,4,0
3064,0,0,1,0,0,0,0,0,0,0,0,0
3067,0,0,0,1,0,0,0,0,0,0,0,0
3071,0,0,1,0,0,0,0,0,0,0,0,0
3074,0,0,0,1,0,0,0,0,0,0,0,0
3085,0,0,1,0,0,0,0,0,0,0,0,0
3100,0,0,1,1,0,0,0,0,0,0,0,0
3101,0,0,1,1,0,0,0,0,0,0,0,0
3102,0,0,0,1,0,0,0,0,0,0,0,0
3128,0,0,1,2,0,9,4,0,0,0,1,0
3137,0,0,1,0,0,0,0,0,0,0,0,0
3140,0,0,1,2,0,0,0,0,0,0,0,0
3242,0,0,0,3,0,0,0,0,0,0,0,0
3250,0,0,0,2,0,0,0,0,0,0,0,0
3277,0,0,0,14,4,8,0,0,0,0,0,0
3309,0,0,0,0,0,2,0,0,0,0,0,0
3311,0,0,0,5,1,8,2,5,7,2,3,2
3337,0,0,0,0,0,0,0,0,1,1,0,0
3339,0,0,0,0,7,6,5,5,5,1,5,0
3363,0,0,0,1,0,0,0,0,0,0,0,0
3391,0,0,0,1,0,0,0,0,0,0,0,0
3398,0,0,0,9,8,3,2,6,4,2,3,0
3402,0,0,1,1,1,1,0,1,7,1,4,0
3404,0,0,0,2,1,2,2,5,5,1,3,0
3406,0,0,0,1,2,1,1,4,3,1,0,0
3407,0,0,0,0,0,2,0,4,4,5,6,0
3408,0,0,0,1,2,0,0,4,7,2,1,0
3409,0,0,0,0,1,1,0,2,1,0,0,0
3410,0,0,2,1,0,1,0,0,0,0,0,0
3411,0,0,0,1,0,0,0,3,1,1,0,0
3413,0,0,0,1,1,1,0,0,2,0,0,0
3446,0,0,0,1,2,2,0,0,1,0,0,0
3447,0,0,1,1,1,0,0,2,1,1,0,0
3448,0,0,0,0,0,0,0,2,1,0,0,0
3451,0,0,0,0,0,0,0,1,0,2,2,0
3454,0,0,0,2,0,2,0,1,0,0,0,0
3455,0,0,0,1,0,0,0,0,0,0,0,0
3459,0,0,1,0,0,0,0,0,0,0,0,0
3469,0,0,0,2,1,1,1,2,0,0,0,0
3474,0,0,0,4,1,0,1,1,3,0,0,0
3482,0,0,1,0,0,0,0,0,0,0,0,0
3485,0,0,0,0,0,0,0,0,0,1,0,0
3492,0,0,1,0,0,0,0,0,0,0,0,0
3495,0,0,0,1,4,3,3,1,1,2,2,0
3497,0,0,1,1,2,0,0,2,0,1,0,0
3498,0,0,0,4,1,0,0,0,0,0,0,0
3499,0,0,0,0,0,0,0,1,0,0,0,0
3500,0,0,0,1,0,0,0,0,0,0,0,0
3501,0,0,1,0,0,0,0,1,0,0,0,0
3502,0,0,1,0,1,1,0,6,0,1,0,0
3511,0,0,0,2,0,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0,0,1,0,0,0
3534,0,0,0,0,0,2,1,3,0,0,0,0
3543,0,0,0,1,0,0,0,1,0,0,0,0
3550,0,0,0,0,2,0,0,0,4,2,0,0
3576,0,0,0,0,0,1,0,0,0,0,0,0
3577,0,0,0,2,1,0,0,0,0,0,0,0
3597,0,0,0,1,0,0,0,0,0,0,0,0
3617,0,0,0,1,0,0,0,0,0,0,0,0
3618,0,0,0,1,0,0,0,0,0,0,0,0
3632,0,0,0,1,0,0,0,0,0,0,0,0
3641,0,0,0,1,0,0,0,0,0,1,0,0
3648,0,0,0,1,0,0,0,0,0,0,0,0
3672,0,0,0,1,0,0,0,0,0,0,0,0
3687,0,0,0,1,0,0,0,0,0,0,0,0
3716,0,0,0,1,0,0,0,0,0,0,0,0
3724,0,0,0,5,6,3,0,0,0,0,0,0
3733,0,0,0,1,0,0,0,0,0,0,0,0
3748,0,0,0,5,4,0,0,0,0,0,0,0
3761,0,0,0,0,0,1,0,0,0,0,0,0
3766,0,0,0,1,0,0,0,0,0,0,0,0
3775,0,0,0,0,0,1,0,0,0,0,0,0
3789,0,0,0,1,0,0,0,0,0,0,0,0
3801,0,0,0,21,3,3,0,0,0,0,0,0
3804,0,0,0,4,0,1,0,0,0,0,0,0
3807,0,0,0,4,2,0,0,0,0,0,0,0
3811,0,0,0,4,2,0,0,0,0,0,0,0
3812,0,0,0,1,0,0,0,0,0,0,0,0
3819,0,0,0,1,0,0,0,0,0,0,0,0
3821,0,0,0,2,1,0,0,0,0,0,0,0
3822,0,0,0,2,0,0,0,0,0,0,0,0
3823,0,0,0,1,0,0,0,1,1,0,2,0
3824,0,0,0,1,0,0,0,0,0,0,0,0
3847,0,0,0,1,0,0,0,0,0,0,0,0
3848,0,0,0,6,0,0,0,0,0,0,0,0
3856,0,0,0,1,0,0,0,0,0,0,0,0
3862,0,0,0,2,0,0,0,0,0,0,0,0
3863,0,0,0,1,0,0,0,0,0,0,0,0
3872,0,0,0,1,0,0,0,0,0,0,0,0
3873,0,0,0,0,0,1,0,0,0,0,0,0
3874,0,0,0,1,0,0,0,0,0,0,0,0
3876,0,0,0,1,0,0,0,0,0,0,0,0
3880,0,0,0,3,0,0,0,0,0,0,0,0
3882,0,0,0,4,0,1,0,0,0,0,0,0
3883,0,0,0,5,0,0,1,0,0,0,0,0
3886,0,0,0,2,0,1,0,0,0,0,0,0
3887,0,0,0,3,0,0,0,0,0,0,0,0
3888,0,0,0,1,0,0,0,0,0,0,0,0
3896,0,0,0,1,0,0,0,0,0,0,0,0
3897,0,0,0,1,0,0,0,0,0,0,0,0
3900,0,0,0,1,0,0,0,0,0,0,0,0
3901,0,0,0,1,0,0,0,0,0,0,0,0
3909,0,0,0,3,2,1,0,0,0,1,5,0
3915,0,0,0,1,0,0,0,0,0,0,0,0
3919,0,0,0,1,0,0,0,0,0,0,0,0
3937,0,0,0,2,0,0,0,0,0,0,0,0
3945,0,0,0,1,0,0,0,0,0,0,0,0
3947,0,0,0,1,0,0,0,0,0,0,0,0
3963,0,0,0,3,1,1,0,0,0,0,0,0
3977,0,0,0,1,0,0,0,0,0,0,0,0
3981,0,0,0,1,1,0,0,1,0,1,0,0
3987,0,0,0,3,1,2,0,1,2,0,2,0
3988,0,0,0,0,1,0,1,1,0,1,5,0
3989,0,0,0,6,0,1,1,0,1,1,0,0
3990,0,0,0,4,1,0,0,0,0,0,0,0
3996,0,0,0,1,0,0,0,0,0,0,0,0
3998,0,0,0,4,1,0,0,1,0,0,0,0
4000,0,0,0,1,0,0,0,0,0,0,0,0
4003,0,0,0,1,2,0,0,7,4,0,5,0
4006,0,0,0,1,1,2,0,1,0,0,0,0
4012,0,0,0,1,0,0,0,0,0,0,0,0
4014,0,0,0,1,0,0,0,0,0,1,0,0
4015,0,0,0,0,2,1,0,0,0,0,0,0
4016,0,0,0,1,1,0,0,0,0,0,0,0
4020,0,0,0,1,0,0,0,1,0,0,0,0
4022,0,0,0,2,0,0,0,0,0,0,0,0
4034,0,0,0,1,0,0,0,0,0,0,0,0
4057,0,0,0,1,0,1,0,0,0,0,0,0
4060,0,0,0,1,0,0,0,0,0,0,0,0
4104,0,0,0,1,0,0,0,0,0,0,0,0
4109,0,0,0,0,1,0,1,1,0,0,0,0
