"268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&438.30","11&820.30","2&139.80"
"273","0","0","0","0","0","1&46.00","5&316.00","12&1262.70","7&709.00","11&1049.60","13&930.10","18&1895.50","8&702.80","8&720.80","23&1625.50","31&3134.20","25&2336.60","15&1349.20","32&2813.40","30&1748.50"
"282","0","0","0","0","0","0","0","0","0","0","0","0","0","9&1110.90","83&8024.90","27&2385.70","28&2809.20","3&464.70","21&2133.60","4&391.70"
"289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18&1255.40","43&3772.40","27&2052.40","29&2533.50","25&1859.70","10&808.10"
"290","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62&6042.30","56&6479.90","62&6646.10","76&7689.80","45&4522.60","81&6298.10"
"302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&237.90","7&621.60","16&1515.30","0"
"316","0","0","0","0","0","0","0","0","0","0","0","205&19313.80","115&12098.20","100&10497.30","231&21883.90","162&15053.40","140&16714.20","96&8413.60","58&4524.40","124&10500.80"
"320","0","0","0","0","0","0","0","85&8547.30","214&20989.20","156&12177.50","362&32335.40","469&42059.00","172&21734.90","92&8805.60","162&14535.60","148&13302.50","181&16348.40","144&14082.50","134&11794.70","179&15006.20"
"324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","3&237.80","1&99.90","0"
"345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&517.40","15&1359.40","1&98.00","1&58.80"
"346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&180.90"
"349","0","0","0","0","0","0","0","10&837.90","4&385.00","0","0","0","0","0","15&1302.50","28&3065.40","15&1667.80","14&1550.60","15&1748.40","1&89.90"
"358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","13&1098.40"
"364","0","0","0","0","0","0","7&663.00","7&617.80","6&575.80","8&819.80","4&354.80","10&771.30","2&177.90","0","0","13&890.30","16&1336.70","32&3390.30","15&1473.00","20&2713.90"
"367","0","0","0","0","0","0","0","0","0","0","0","0","27&2411.30","5&420.00","10&776.00","9&830.60","11&1011.50","10&777.40","14&1615.60","5&675.80"
"368","0","0","0","0","0","0","0","0","0","0","0","0","0","117&10390.00","375&34255.10","284&27875.00","310&32182.80","233&21754.00","171&16356.00","182&15784.60"
"376","0","0","0","0","0","0","0","0","0","34&3123.90","33&3450.50","58&4662.70","23&2810.20","19&1908.50","69&6688.00","66&6018.90","23&2934.70","43&5603.60","57&5470.80","65&6538.90"
"378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22&2061.80","19&1756.00","21&1785.60","40&3573.40","71&6054.00"
"419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&827.50","2&193.00","0"
"427","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.00","38&3601.00","23&2162.60","22&2980.40","20&2127.30","20&1879.10","23&1693.40"
"430","0","0","0","0","0","0","0","0","37&2770.20","155&12628.80","311&33474.40","649&62792.00","355&44121.60","270&28002.40","760&69944.50","1010&98047.50","938&93964.40","1129&114131.00","1046&100253.70","1261&110697.60"
"432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31&3424.50","32&3027.20","14&1913.30"
"435","0","0","0","0","0","0","0","0","0","0","0","3&227.80","21&2313.70","8&746.80","113&9621.10","41&3828.90","30&2695.90","21&2099.70","31&3376.40","41&4380.50"
"446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&147.00","5&526.70","0"
"447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&692.90","3&209.90","4&388.80"
"554","0","0","0","20&2548.00","0","0","0","0","0","0","0","0","0","0","8&742.00","0","4&645.00","0","0","0"
"753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&128.00"
"900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.00","0","0","0","0","0"
"1472","0","2&160.00","0","56&6230.00","108&13169.00","123&14719.00","101&8695.90","88&7211.30","188&18561.60","130&10750.10","445&37291.60","510&44930.40","301&28187.60","221&21158.70","369&34586.40","198&17576.40","207&19469.80","263&25891.60","235&23857.40","522&43096.20"
"1567","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&416.50","6&440.00","7&796.90"
"1568","0","0","0","0","96&11350.00","336&43556.00","260&27576.90","231&21168.80","368&42935.00","366&34591.30","818&71678.00","921&81659.90","514&49727.90","426&42641.40","1099&104835.50","888&82608.30","931&94673.10","919&90910.20","695&64569.70","1270&106037.80"
"1612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90","1&90.00"
"1738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&486.60","34&2632.60","7&520.70","19&1447.00","7&372.10"
"1916","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&2066.80","9&712.60"
"2169","0","0","0","173&24063.00","44&7315.00","42&4686.00","3&495.00","0","1&239.00","0","0","0","0","0","8&1185.00","4&315.80","3&322.50","1&79.90","2&134.00","0"
"3055","0","0","0","21&7.92","0","0","2&3.01","36&87.66","7&12.07","17&12.09","17&4609.96","0","0","0","0","0","0","0","0","0"
"3309","0","0","0","14&1276.00","5&495.00","5&565.00","0","3&267.00","7&790.00","7&521.60","10&559.50","27&1858.90","10&1060.90","15&1414.70","33&2698.30","8&751.70","19&2172.20","7&730.80","11&939.50","15&1080.90"
"3311","0","0","2&0.20","14&1153.02","1&119.00","3&456.00","8&686.40","14&1077.92","11&1101.60","4&315.90","6&449.30","24&2173.90","16&1412.90","11&936.90","19&1935.10","66&5857.30","26&2222.60","41&9053.90","15&1349.10","47&3606.10"
"3398","0","0","8&1344.00","95&9753.00","74&11258.00","43&5158.00","16&1309.40","86&10852.90","89&16763.00","56&5795.40","54&5420.60","67&7784.30","54&7410.20","54&5951.90","131&12174.40","43&4597.80","36&3687.60","23&3399.20","22&2623.40","33&3420.40"
"3407","0","0","0","0","0","0","0","11&798.90","13&645.90","28&1752.20","44&3156.50","56&4287.80","20&2776.70","15&1297.80","15&1545.70","20&1943.00","16&1441.30","19&1882.10","9&885.90","26&2246.60"
"3408","0","0","0","0","0","0","0","0","0","0","0","0","0","100&10414.00","96&8200.80","37&3282.90","49&5845.60","44&5337.30","19&2125.90","28&3441.90"
"4194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89&7464.30"
"4234","0","0","0","0","0","0","1&79.90","11&902.20","1&120.00","0","2&138.00","1&69.00","0","1&59.90","1&99.90","5&333.60","1&0.01","5&431.90","6&427.50","4&427.90"
"4245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49&4041.50","73&8149.50"
"4249","0","0","0","0","0","0","0","0","0","0","0","7&775.40","14&1465.40","28&2905.10","35&3759.70","20&1540.40","9&1022.50","20&2158.90","13&1609.80","29&2500.80"
"4258","0","0","0","0","0","0","0","2&136.00","7&672.90","0","20&2433.80","23&2114.30","2&198.00","12&1040.90","16&1382.20","22&1759.40","34&3195.90","24&2324.10","18&1762.60","36&3902.50"
"4259","0","0","0","0","0","0","8&572.60","17&2645.90","17&1413.50","2&109.80","25&2278.30","65&6143.10","22&2015.10","21&1927.40","69&6049.70","34&3139.70","31&3549.50","47&3976.50","69&5976.30","67&5579.50"
"4265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&583.00","8&711.70"
"4270","0","0","0","0","0","0","0","0","0","0","0","1&89.00","12&960.00","17&1450.50","51&4010.00","5&632.60","41&3711.60","13&1465.30","7&688.20","2&270.80"
"4275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&516.90","10&811.00","5&319.30","8&674.30"
"4285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92&8462.00","364&37698.70","605&66523.80","541&51256.20","431&40810.60","457&37530.10"
"4310","0","0","0","0","0","0","0","0","0","0","112&9304.70","209&17233.70","111&10108.00","86&7984.60","162&14439.60","131&12502.70","170&16883.50","170&15910.90","107&9498.60","136&10885.30"
"4316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","208&17973.70","75&6511.50","51&4390.70","40&3628.40","14&1092.50","35&2855.60"
"4350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&232.20","31&2398.40","21&1882.40","19&1452.20","20&1436.80","21&1434.80"
"4356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1215.00","14&1183.10"
"4376","0","0","0","0","0","0","0","0","0","0","0","0","0","25&2217.70","27&1717.90","17&1627.60","27&2967.80","30&2980.40","15&1285.00","31&1990.20"
"4387","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&44.90","34&4104.20","69&7477.00","77&6373.40","50&4898.50"
"4427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&196.90","1&109.90","0","0"
"4521","0","0","0","0","0","0","2&145.00","36&2746.00","20&1602.30","26&2151.10","21&1713.30","20&1447.10","27&1179.20","11&785.70","52&4187.40","41&3906.00","64&5978.60","69&5741.10","54&4139.60","79&6310.20"
"4530","0","0","0","0","0","0","0","0","0","3&189.70","10&607.30","8&756.60","1&139.00","6&421.60","41&3735.00","15&1288.30","10&1092.00","14&978.20","18&1951.90","31&2722.20"
"4640","0","0","0","0","0","0","0","13&1113.10","10&715.20","24&1787.60","10&857.40","11&842.70","1&96.00","7&609.80","3&259.00","3&284.70","15&1628.50","11&1027.40","2&256.00","4&364.90"
"4655","0","0","0","0","0","0","0","0","0","0","0","15&1606.70","13&1107.30","8&1045.00","1&113.00","0","1&128.00","1&189.80","0","0"
"4666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4858","0","0","0","0","0","0","0","0","24&2438.70","9&1172.80","11&1517.50","11&746.60","0","5&1286.80","24&2036.80","28&2795.60","14&916.10","35&3480.00","28&2558.20","41&3534.10"
"4874","0","0","0","0","0","0","0","0","0","0","0","0","0","6&419.40","46&4500.20","32&3019.20","42&4611.80","28&2733.50","30&2956.20","40&4091.80"
"4879","0","0","0","0","0","0","0","0","0","0","10&753.30","416&46073.20","232&26697.20","172&18047.70","363&37140.20","246&24719.70","284&30095.30","309&29279.50","206&20978.10","286&25487.50"
"4880","0","0","0","0","0","0","0","0","44&4367.50","33&2824.20","123&10225.00","203&18527.40","79&8570.90","72&7250.80","151&13270.40","152&14870.20","160&15672.10","95&8605.60","88&7827.60","62&5201.60"
"4884","0","0","0","0","0","0","0","0","0","0","37&3676.20","41&4202.00","37&5306.60","21&2039.60","27&2879.20","34&3590.60","13&1099.30","21&1858.60","24&1817.90","13&1235.70"
"4890","0","0","0","0","0","0","0","0","0","0","0","13&1372.70","51&4843.50","17&1524.30","65&5436.70","45&4065.60","29&2332.90","5&483.80","7&549.10","5&431.60"
"4898","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&530.00","2&354.80","0"
"4907","0","0","0","0","0","0","0","0","0","0","3&336.00","9&899.60","17&1628.30","9&915.50","25&2442.30","22&2153.20","23&1887.20","12&989.70","8&616.60","10&688.30"
"4908","0","0","0","0","0","0","0","0","0","0","0","3&338.50","1&176.00","0","1&89.90","0","0","2&169.70","1&252.00","8&1578.90"
"4947","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&527.70","22&2065.30","8&820.70","0"
"4964","0","0","0","0","0","0","0","0","0","0","0","0","0","1&78.00","24&1418.70","12&928.30","1&85.00","18&2182.80","3&258.80","1&82.50"
"4971","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&66.60","1&89.00","1&99.90","1&119.90"
"5130","0","0","0","0","32&3026.00","15&1768.00","12&1046.80","24&2084.60","16&1598.30","28&2144.70","51&4660.30","33&3063.90","15&1922.00","21&2387.30","43&4592.10","48&4266.60","43&4636.20","16&1388.20","12&1100.50","14&1273.10"
"5356","0","0","0","0","0","0","0","0","12&984.90","29&2566.30","14&1020.70","3&258.80","12&983.50","12&1071.50","7&904.90","14&1286.30","29&2865.20","29&2619.50","16&1267.40","12&876.70"
"5695","0","0","0","0","0","0","0","0","0","0","0","0","0","2&138.00","17&1323.00","6&540.30","6&605.80","4&315.80","0","0"
"5751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79&7096.30","85&6962.90","44&3907.60"
"5795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&324.00","14&1366.30"
"5819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1762.60","36&3500.90","29&2857.10"
"5820","0","0","0","0","0","0","0","1&79.00","6&295.60","3&134.70","3&209.70","0","0","3&312.90","48&3928.80","39&4239.20","35&3627.00","63&6203.30","46&5065.10","30&1790.20"
"5828","0","0","0","0","0","0","0","0","0","0","0","0","0","0","143&12241.90","209&20342.10","192&19294.40","166&16048.60","155&15476.80","187&17002.40"
"5857","0","0","0","0","0","0","0","0","0","0","0","0","1&76.00","0","0","0","0","0","0","0"
"6274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&985.60"
"6275","0","0","0","0","0","0","0","0","0","0","0","0","0","9&889.90","10&1013.70","10&934.30","2&131.80","6&715.60","1&59.90","1&99.90"
"6283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2420.10","16&1564.00","2&129.80","7&535.30","2&154.80"
"6292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&407.60","11&876.50","12&1002.40","4&308.70"
"6344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1482.00","19&1843.30","5&326.70","17&1377.00","13&1024.90"
"6382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&146.60","5&392.70","0"
"6612","0","0","0","0","0","2&258.00","0","0","0","0","0","0","0","0","0","0","0","9&989.10","2&144.00","3&243.90"
"6705","0","0","0","0","0","0","0","0","17&1039.60","35&3419.90","75&5677.20","35&2726.40","20&2066.90","18&2089.70","29&2976.90","54&4343.70","30&3229.00","54&5285.60","53&5117.30","45&3303.40"
"6818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&307.80","2&178.00","0","0","0"
"6914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1276.60","16&1554.10","19&1859.20","3&295.00","11&851.70"
"7155","0","0","0","0","1&138.00","3&285.00","3&181.00","10&680.80","11&928.90","3&486.80","0","0","0","0","0","0","0","0","0","0"
"7173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&172.00","8&597.30"
"7623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.90"
"7728","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48&4385.10","242&24355.70","149&13980.00","140&11629.90","126&9577.70"
"7858","0","0","0","0","0","3&297.00","0","0","0","0","0","0","0","0","1&59.00","1&99.90","0","0","2&172.40","0"
"7901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30&2552.20","62&5084.80"
"8050","0","0","0","0","33&3285.00","9&897.00","15&1145.00","43&3208.90","151&14438.10","84&6973.00","175&13583.40","201&15844.50","55&5197.80","33&3372.20","69&6010.40","80&7198.70","94&9263.10","49&4394.20","60&4835.30","84&8472.20"
"8128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&75.80","0"
"8249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&418.40","1&49.00"
"8574","0","0","0","0","0","0","6&794.00","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&145.00","1&65.00","4&309.50"
"8634","0","0","0","0","0","19&1727.00","40&2711.90","96&9137.00","279&28676.60","263&24276.70","813&73238.20","1008&91898.80","556&66976.90","684&69350.80","1055&99030.10","1011&94027.20","1020&100013.80","631&61473.50","750&64660.10","1322&115226.20"
"8671","0","0","0","0","0","0","0","1&213.00","0","0","0","0","0","0","0","0","0","0","0","0"
"9021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&166.90"
"9083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&2165.90","5&573.50","8&767.50","5&1199.80"
"9491","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.90","6&408.80"
"9547","0","0","0","0","77&8646.00","53&6034.00","37&3124.80","73&9658.80","407&49416.90","154&15452.40","381&37266.60","375&35018.20","197&21517.20","103&9662.20","379&32581.60","375&33813.80","422&42143.00","391&37738.30","352&31659.00","399&34009.20"
"9667","0","0","0","0","0","0","0","0","0","0","0","44&4472.50","75&6777.50","30&2660.00","30&2944.90","45&4099.30","24&2485.60","5&335.70","11&1126.20","47&3731.90"
"9698","0","0","0","0","0","0","0","2&174.00","1&120.00","2&188.90","0","1&110.00","6&676.70","0","4&400.90","35&3464.80","71&7610.70","74&8079.90","73&6608.20","72&6204.60"
"9711","0","0","0","0","47&5493.00","181&22846.00","307&31155.50","284&25102.30","489&47438.70","242&18168.60","265&24243.40","180&16822.60","136&14062.30","63&5952.30","93&8252.60","94&8550.50","116&12794.90","133&12965.30","145&13090.40","194&16496.50"
"9714","0","0","0","0","0","0","6&543.00","16&1318.50","6&1012.90","3&235.90","11&1117.60","3&272.90","11&833.20","1&80.00","0","0","0","0","0","1&114.90"
"9731","0","0","0","0","0","0","0","1&99.00","12&988.60","18&1418.00","65&5632.20","37&3744.20","18&1631.50","20&1893.80","14&1328.60","19&1741.50","19&1817.70","14&1249.50","14&1143.20","41&3218.70"
"9781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1315.00","10&818.30","12&1182.80"
"9801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&99.90","3&283.80","6&577.80","5&443.70","0","0"
"10081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41&3490.70","36&2872.00","57&4417.20"
"10099","0","0","0","0","0","0","0","15&1142.50","77&7047.20","41&3584.00","40&3514.00","53&4700.90","17&1327.20","25&2082.90","15&1328.30","42&3612.90","24&2759.40","37&3127.40","18&1415.50","16&1618.50"
"10116","0","0","0","0","0","0","0","0","0","0","0","16&1021.10","9&735.70","5&461.80","5&395.00","11&908.20","26&2693.60","11&966.80","1&48.00","12&867.90"
"10138","0","0","0","0","0","0","0","8&862.90","4&402.80","4&306.80","2&148.90","7&677.00","11&901.70","8&754.90","29&2601.00","36&3597.20","23&2150.60","27&2207.60","10&901.30","3&271.00"
"10191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&114.90"
"10284","0","0","0","0","0","0","0","0","0","0","0","0","0","4&446.80","5&372.90","5&416.50","1&155.00","0","0","0"
"10367","0","0","0","0","0","0","0","0","0","0","0","3&361.80","0","3&236.90","0","2&226.00","4&507.70","2&126.70","2&143.00","0"
"10388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&138.90","14&795.90"
"10474","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1063.30","2&129.80","3&145.60","2&208.90"
"10733","0","0","0","0","0","0","0","0","0","0","0","93&9867.50","85&8472.70","75&7202.70","112&10685.90","79&7241.50","68&7252.10","51&4807.30","15&1494.80","101&9391.10"
"10804","0","0","0","0","0","0","16&1859.90","18&1875.70","59&8987.50","24&2977.10","62&5519.90","37&2686.20","20&2059.20","33&3570.50","59&6016.90","45&4648.90","42&4837.70","58&5030.70","62&4918.00","51&4479.60"
"10835","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28&2171.50","15&1102.70"
"10838","0","0","0","0","0","0","0","0","0","0","0","107&8628.20","40&2808.30","17&1758.90","13&1480.40","6&415.70","28&2850.60","5&545.70","6&416.50","7&557.30"
"10872","0","0","0","0","0","3&442.00","22&1869.90","102&10072.60","106&10947.10","107&8976.00","179&14450.90","203&17536.90","78&7384.60","20&1805.20","52&5040.60","47&4121.00","17&1801.50","63&5629.60","15&1355.60","16&1231.60"
"11002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&881.90","16&1305.80","14&1012.40","25&2125.10"
"11063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1225.90","15&1417.90","4&460.50","11&917.40","3&199.70","3&290.70"
"11556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&386.60","12&935.30","49&3682.70"
"11623","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","392&34409.00","457&45133.80","301&27521.30","421&38336.60","833&69781.30"
"11697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86&7818.60","22&2018.60","17&1280.20"
"11768","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&2337.30","20&1799.40","10&1274.50"
"11770","0","0","0","0","0","0","46&3610.90","81&7960.10","300&28618.60","410&37105.50","586&50531.80","588&56725.60","428&43708.70","210&20750.40","495&46822.50","407&39903.00","544&54884.90","429&45893.60","473&43303.90","733&62304.20"
"11787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24&1811.00","27&2889.00","35&2787.50"
"11798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&1022.10"
"11853","0","0","0","0","0","0","0","0","0","0","0","12&1205.80","40&6575.50","89&9336.70","108&11510.70","61&7261.50","118&13317.90","87&8414.30","20&1811.30","60&4847.50"
"11880","0","0","0","0","0","0","0","0","0","1&39.90","63&5282.80","126&10740.40","48&3942.40","9&883.70","6&493.90","19&1531.00","21&2277.90","12&1931.30","17&1868.30","12&949.80"
"11956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&583.60"
"12187","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1679.00","40&3501.00","29&2694.60","34&3990.20","22&2996.70","3&717.90","4&320.80"
"12396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1876.20","34&2804.30","64&5662.20","33&2807.90"
"12465","0","0","0","0","0","33&7425.00","51&4812.10","81&8706.70","77&12326.20","153&11666.10","142&11747.30","70&5990.80","43&4535.60","32&3429.90","78&6970.70","69&6374.90","61&5796.20","71&6585.00","87&9259.50","102&9883.50"
"12470","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&139.80","0"
"12744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56&5416.40","30&2555.60","32&3189.70"
"12816","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&665.60","26&1822.50"
"13020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&1897.80","93&8655.60"
"13068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&299.70","13&1049.20","13&1318.40","2&211.00","3&167.90","1&69.90"
"13170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&523.50"
"13257","0","0","0","0","0","72&8191.00","8&842.00","53&3223.00","34&4035.40","56&5303.30","132&12003.90","94&6896.20","75&9380.30","15&1332.50","95&8828.70","88&8475.00","38&4356.70","30&2532.70","25&2564.20","30&2755.40"
"13373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&794.70","10&762.30"
"13401","0","0","0","0","0","64&5791.00","32&2787.60","19&1902.20","35&3672.70","106&9650.20","485&38961.60","407&34686.20","169&17397.90","41&4027.10","192&17606.50","143&12934.10","134&12369.40","159&19395.30","153&14717.10","217&19342.20"
"13737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&1724.30","6&482.80"
"13915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&126.00","0"
"13917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66&5821.60","254&20589.40"
"13922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&922.50","7&514.50","4&244.90","0","0"
