"124016","0","0","0","0","0","0","0","0","0","0","0","0","0","65","443","355","458","423"
"124782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"124934","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","76"
"125114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","245","124"
"125292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122","140","121","153"
"125472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","92"
"125732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","176"
"125871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","176"
"126012","0","0","0","0","0","0","0","0","0","0","0","0","0","39","157","68","85","74"
"126268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","187","224","193","204"
"126594","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","69","103","63"
"127540","0","0","0","0","0","0","0","0","0","0","0","0","0","40","352","197","259","241"
"127849","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159","255","209"
"128219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","114","67"
"128446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","359","273","251","174"
"128620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","173","76","80"
"129752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","404","414","555","650"
"130302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113","168","170","203"
"130525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","215","317"
"131234","0","0","0","0","0","0","0","0","0","0","0","0","0","174","703","561","490","532"
"131465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","240"
"131877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","225","144","112","107"
"133686","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","876"
"133840","0","0","0","0","0","0","0","0","0","0","0","0","0","4","485","508","694","719"
"133867","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","98"
"134483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","193","164","170","117"
"134889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","108","76"
"134977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129","388","495"
"135063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","169","133","149"
"135225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","272","242","227"
"135529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114","362","292","230"
"135650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","27","102"
"135884","0","0","0","0","0","0","0","0","0","0","0","0","0","26","363","340","751","829"
"136082","0","0","0","0","0","0","0","0","0","0","0","0","0","3","162","102","233","187"
"136511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","187","121"
"136755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148","63","165"
"136788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","321","407","428"
"137377","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","274","197","104"
"137494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130"
"138259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","98","86","79"
"138641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185","181","181"
"138658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","357","346","179","182"
"139056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","261","323","229","245"
"139457","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","763","744","649"
"140983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","318","331","420","509"
"142596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","30","87"
"143604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","192","211","228","223"
"143807","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","137"
"144001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111"
"144063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","291","419","423","505"
"144218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87","213","180","101"
"144536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","693","552","553"
"144612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","371","417","443"
"145007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","195","1243","1267"
"145089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","169","98","73"
"145201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","458","253","292"
"145393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","169","129","61"
"145945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","836"
"145957","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154","143"
"147706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111","205","141","81"
"148123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","133","113","98"
"148430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","128","67"
"148961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","199","289","190"
"149999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145","309"
"150913","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","58","84"
"151829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","66"
"152445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","747","1196","1123","1237"
"152625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","68","101"
"152655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71"
"154351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135","154","100","105"
"155580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78","176","129","139"
"156140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","188","401","228"
"156188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","293","385","202","171"
"156405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","270","193","115"
"156605","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91","291","230","214"
"156914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","172","132"
"157405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","298","258","80","200"
"158275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","98","107"
"159829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","103","91","106"
"160445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","213","284","191"
"161787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185","272","269"
"161809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","162","199","219"
"162266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","187"
"162870","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","174","267"
"163205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164","212","130"
"164235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","38","77"
"165574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","71","134"
"166522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","328","291"
"166930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","117"
"166964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","338","295"
"167319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","214","403","226","236"
"168192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","80"
"168335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171","80"
"168722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","89"
"169984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","82"
"170109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","138","173"
"170289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","108"
"170557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","67","61","83"
"170878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","541","476"
"171026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","335","923","787","731"
"172057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","122","71"
"172282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82","309","199"
"174019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","156","100","110"
"174731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","69"
"175581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","54","99"
"175615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","88","73"
"177352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124"
"177475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","333","364","351"
"178429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92"
"179838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","92"
"180416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71","430","306","144"
"181456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","44","134","225"
"181574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","180"
"182079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","344","188","67"
"182172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129","132","62"
"182582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80"
"184689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","99"
"186021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","211","252"
