"21","0","8","1","24","10","45","32","60","60","31","25","40","34","5","0","0","0","0"
"22","1","3","19","22","8","5","0","1","0","0","2","3","3","0","2","1","3","9"
"28","0","0","0","0","0","4","2","0","0","0","15","3","0","3","7","13","9","5"
"34","0","0","0","0","9","11","8","2","8","0","0","1","0","0","0","3","0","0"
"51","1","0","0","0","0","0","0","1","5","2","0","3","1","0","4","2","2","2"
"57","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","0","0","0","7","23","90","82","133","98","108","118","111","70","118","174","170","211","330"
"62","0","0","0","0","3","26","6","10","7","3","4","0","28","1","10","9","5","9"
"70","0","0","0","1","0","0","0","1","3","0","1","0","1","0","0","0","0","4"
"76","0","2","7","18","6","14","7","18","1","0","0","10","18","0","3","0","0","0"
"83","0","1","0","14","2","9","15","10","10","11","5","6","25","6","28","27","82","6"
"156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"158","0","0","0","0","0","0","11","5","3","1","3","1","1","0","2","3","2","8"
"160","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","8"
"165","0","0","0","0","0","12","77","126","181","154","262","210","260","105","8","2","1","2"
"237","0","20","0","225","17","173","346","636","1023","720","1373","1552","970","1072","2161","2072","2503","2566"
"248","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","8","2"
"261","0","0","0","0","0","0","9","44","18","8","4","19","17","9","62","109","49","66"
"264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4"
"268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"273","0","0","0","0","0","1","5","12","7","11","13","18","8","8","23","31","25","15"
"282","0","0","0","0","0","0","0","0","0","0","0","0","0","9","83","27","28","3"
"289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","43","27","29"
"290","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","56","62","76"
"302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","7"
"316","0","0","0","0","0","0","0","0","0","0","0","205","115","100","231","162","140","96"
"320","0","0","0","0","0","0","0","85","214","156","362","469","172","92","162","148","181","144"
"324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","15"
"349","0","0","0","0","0","0","0","10","4","0","0","0","0","0","15","28","15","14"
"364","0","0","0","0","0","0","7","7","6","8","4","10","2","0","0","13","16","32"
"367","0","0","0","0","0","0","0","0","0","0","0","0","27","5","10","9","11","10"
"368","0","0","0","0","0","0","0","0","0","0","0","0","0","117","375","284","310","233"
"376","0","0","0","0","0","0","0","0","0","34","33","58","23","19","69","66","23","43"
"378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","19","21"
"419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"427","0","0","0","0","0","0","0","0","0","0","0","0","0","1","38","23","22","20"
"430","0","0","0","0","0","0","0","0","37","155","311","649","355","270","760","1010","938","1129"
"432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31"
"435","0","0","0","0","0","0","0","0","0","0","0","3","21","8","113","41","30","21"
"446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"554","0","0","0","20","0","0","0","0","0","0","0","0","0","0","8","0","4","0"
"900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1472","0","2","0","56","108","123","101","88","188","130","445","510","301","221","369","198","207","263"
"1567","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"1568","0","0","0","0","96","336","260","231","368","366","818","921","514","426","1099","888","931","919"
"1612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","34","7"
"1916","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2169","0","0","0","173","44","42","3","0","1","0","0","0","0","0","8","4","3","1"
"3055","0","0","0","21","0","0","2","36","7","17","17","0","0","0","0","0","0","0"
"3309","0","0","0","14","5","5","0","3","7","7","10","27","10","15","33","8","19","7"
