"21","0","8&554.00","1&89.00","24&994.28","10&1259.00","45&5400.00","32&2739.60","60&5943.40","60&8753.70","31&3170.10","25&2141.60","40&3121.30","34&3465.50","5&406.80","0","0","0","0","0"
"159490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&868.40","9&796.00","3&305.90","0","0"
"159791","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&361.90","1&279.90","0"
"159810","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&2382.30","8&848.10","2&226.00","0"
"159829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25&2092.30","103&8800.50","91&8411.00","106&9163.50","95&7834.50"
"159998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.90","1&66.60","1&62.00","0"
"160017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&602.90","34&2891.10","22&2126.60","28&2674.50","17&1339.90"
"160036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90"
"160042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&907.30","56&4397.70","36&3085.10","11&1235.20","21&1482.20"
"160085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105&9211.80","54&4669.50","32&2624.90"
"160135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25&3044.90","13&942.70","13&1077.10"
"160179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&911.10"
"160262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45&3344.80","22&1946.40","10&912.60","29&2968.90","12&1037.90"
"160350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&311.00"
"160352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1309.60","6&811.90","6&422.80","2&348.00"
"160355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&174.80"
"160357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52&4095.20","51&4953.00","43&3331.00","30&2809.40"
"160360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&994.20","8&797.70","9&1035.30","2&225.90"
"160374","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&799.10","25&2899.00","23&2336.10","17&1336.40"
"160382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1362.30"
"160408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48&4527.60","24&2211.20","4&297.70"
"160412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&480.50","7&677.40","11&1079.30","9&673.70","4&283.80"
"160431","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1164.20","10&751.30","6&457.70","6&599.70"
"160441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18&2019.80","18&1358.10","29&2369.30"
"160445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","213&20250.80","284&28588.30","191&18867.10","112&9983.90"
"160461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&224.80","4&360.00","1&65.80","2&181.00"
"160477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29&2333.60","13&1151.60","13&1123.10","21&1814.50"
"160486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&171.90","1&54.00","0"
"160571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&64.80","0","1&114.80"
"160598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&679.70","2&232.20","6&828.20","19&1530.90"
"160711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24&2166.20","4&474.50"
"160730","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&992.90","2&216.00","11&1003.60","37&2829.50"
"160812","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&332.90","6&753.60","0"
"160848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37&2840.90","59&5509.50","34&3402.40","26&2528.40","26&2420.10"
"160863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21&3104.10","14&1136.80","5&260.50"
"160869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&231.90","19&1839.50","10&1129.40","7&737.10","0"
"160970","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&572.80","6&324.50","7&403.90","2&85.80"
"161030","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00","27&2081.80","4&371.60","6&541.30","1&129.00"
"161096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&761.60","3&239.70","5&371.70","5&282.80","8&624.60"
"161121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46&3852.60","44&3876.40","24&3203.20","19&1551.40"
"161183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&403.90","8&526.50"
"161276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32&2951.80","19&2012.00","29&2486.60","19&1639.10"
"161292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1070.70","7&673.40","10&906.30","22&1558.50","4&282.80"
"161294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37&2576.70","21&1805.10","11&1191.50","10&716.80","9&720.80"
"161311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46&3611.00","37&3381.10","22&2551.20","19&1764.20","12&1128.50"
"161402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&843.80","12&1232.70","1&199.00","0","1&38.90"
"161473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&99.00","9&666.20","11&926.30","10&678.50","6&510.60"
"161500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.00","11&633.80","15&1445.90","6&464.60","2&256.00"
"161551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","2&342.70","1&78.00","0"
"161633","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&1060.50","10&1023.60","10&743.60"
"161643","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22&2095.30","75&7578.20","61&5989.70","37&3430.10","19&1824.30"
"161778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185&16069.20","272&29252.70","269&25840.30","194&17432.00"
"161809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63&5227.10","162&15992.10","199&19651.40","219&20795.00","181&15222.00"
"161813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&891.60","43&4152.70","83&8408.90","32&2780.00","40&3300.30"
"161834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&1537.90","36&3191.00","17&1741.50","9&621.90","6&1036.70"
"161844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&235.90","19&1364.90"
"161982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&703.70","0"
"161999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22&1944.40","19&1697.40","12&938.10","11&1410.60","10&964.50"
"162042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&2101.20","18&1915.90","3&298.80","44&3809.80"
"162071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&798.80","13&1297.30","11&787.70","9&957.00"
"162089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28&2069.80"
"162157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&540.90","7&678.40","1&128.00","5&768.00","0"
"162206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&179.80","29&2555.70","10&901.50"
"162212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&346.90","2&122.70","1&99.90","0"
"162213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&490.50","25&2612.20","16&1467.70","10&824.80","4&284.40"
"162215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&199.00","11&975.00","16&1402.00","10&1083.80"
"162261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&88.00","34&3218.50","50&5008.70","39&4389.60","18&1648.80"
"162266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","187&16266.80","94&7495.90"
"162309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38&2613.30","11&925.90","6&490.20","0"
"162313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00","10&846.20","6&474.70","10&903.90","1&148.00"
"162356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&36.80"
"162526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&406.50","5&522.90","3&299.70"
"162539","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1830.00","33&3207.00","8&884.70","32&2922.90"
"162613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","2&142.00","2&218.90"
"162645","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&118.00","10&779.50","11&942.70"
"162709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28&2114.30","7&667.60","7&495.10","6&432.90","10&1031.80"
"162799","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&813.50","0","3&248.90"
"162830","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162870","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","174&18287.60","267&23498.10","135&11975.40"
"162882","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&387.50","33&2679.70","21&1793.90","17&1352.80"
"162900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&110.80"
"162925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18&1453.50","10&760.30","2&271.20","1&59.90","2&133.00"
"163111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&297.90","11&1021.40"
"163114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&836.30"
"163115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&276.00","39&3273.90","5&497.60","9&934.70","35&3256.00"
"163130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&367.60","4&367.90"
"163138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&1093.30","9&915.60"
"163140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&2119.50","0","1&119.00"
"163143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1270.20","16&1645.40","21&1907.20","31&2383.60"
"163205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164&13848.30","212&21091.90","130&11306.10","115&8812.40"
"163226","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&588.60","0","6&563.30"
"163251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&900.60","157&14949.90","81&6899.10","36&3307.90","24&1918.50"
"163297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32&2611.40","22&1925.00"
"163319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&346.90","25&1889.20","4&558.60","4&387.60","11&839.20"
"163399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&372.00"
"163446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.00","0"
"163521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&2006.40","8&617.60","0","3&338.90"
"163573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&106.00"
"163621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&482.50","3&262.40","0","0","0"
"163816","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&663.50","3&269.80","1&36.80"
"163850","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&422.00","11&897.20","1&128.00","1&128.00","0"
"163899","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&973.50","6&558.50","3&397.90","5&359.50"
"163947","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&113.80"
"164098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&118.80","0","5&405.70","2&205.90"
"164104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&745.00","2&231.00","1&256.00","0","4&450.90"
"164110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&184.80","0","1&54.00"
"164235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1187.60","38&3388.60","77&6762.90","41&3314.00"
"164311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&1042.80","15&1623.10","18&1990.40","6&591.70","3&302.80"
"164326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&1258.70","16&1248.50"
"164429","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&119.80","5&262.30"
"164466","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&646.80"
"164545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18&1808.70","28&2487.00","21&1636.20"
"164574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&159.80"
"164603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&179.00","0"
"164608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&823.20","5&357.70","4&288.00"
"164705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&580.30","17&1622.30","10&884.00","12&1011.60"
"164761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21&1675.00","8&651.40","4&329.60"
"164853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&159.80","0","24&2105.20","25&2554.90","17&2350.30"
"164871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&641.90","5&291.90","0","1&48.00","0"
"164881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&240.00","9&514.80","0","4&214.70","0"
"164946","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&254.90","16&973.80"
"164978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&70.00"
"165137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18&1398.30","19&1569.20","12&1107.40","4&542.20","0"
"165151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&305.80","5&505.70","3&202.90","18&1475.30"
"165241","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&263.20","1&98.00","1&78.00"
"165245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&917.10","20&2029.20","8&686.30","2&123.80"
"165322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&591.40","10&598.90","12&966.20","7&750.20"
"165388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1133.00","26&2326.50","8&750.30","6&530.80"
"165421","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30&2610.50","4&370.00","11&1149.40","2&172.40"
"165440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&1127.50","30&3091.80","14&1434.30","5&453.40"
"165503","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&416.70","53&5712.50","18&1713.10","9&896.70"
"165514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1333.20"
"165518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&495.80","0","1&148.00","0"
"165541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&98.00","0","0","0","0"
"165574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27&2068.60","71&6267.00","134&13919.40","61&5547.00"
"165578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&495.80","32&3321.30","51&4874.30","47&3856.20"
"165671","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&165.80","1&78.00","0"
"165699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&704.90","13&876.10","3&236.70","3&244.80","1&59.90"
"165731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&657.20","3&300.80","2&129.80","0"
"165754","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&518.60","24&2359.80","14&1390.60","1&89.90"
"165797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&645.20","8&679.90","2&145.70"
"165901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&929.30","5&504.30","2&158.90","7&490.30"
"165910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1294.10","10&677.90","5&396.30"
"165933","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&847.80","14&1309.10","0","0","2&159.80"
"165945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&299.70","4&612.90","2&275.70","24&3202.80","5&542.60"
"166094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&158.90","37&3343.80","17&1516.90","13&1102.30","2&239.70"
"166129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&169.80","1&279.90"
"166141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35&3435.10","43&3658.50"
"166188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&683.60","11&702.90","10&667.70","7&545.60","0"
"166289","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41&4322.40","11&1337.70","17&1476.40","8&750.80"
"166409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&129.80","3&181.50"
"166522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","328&32776.40","291&28170.40","167&16859.80"
"166553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1236.30","16&1996.00","28&2776.40","20&1352.90"
"166603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1024.20","0"
"166727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34&2915.60","3&447.80","5&522.50","1&148.00"
"166841","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&563.60","0","2&214.80"
"166853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43&3614.60","18&1660.20","15&1178.20","22&2018.60"
"166878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70&5458.40","11&1139.40","16&1373.50","20&2248.60"
"166908","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&166.90","0"
"166920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1382.90","20&2003.90"
"166923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&258.90"
"166930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&767.70","117&11076.60","58&5096.60"
"166964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150&13289.00","338&34788.50","295&28976.60","186&16938.10"
"166987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18&1572.00","33&2676.80"
"166988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&546.70","6&455.00","2&135.00"
"167095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&128.00","2&125.90","1&55.00"
"167151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22&1895.30"
"167154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1426.40","1&89.90","0","1&89.90"
"167198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&159.80","0"
"167232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&328.90","16&1398.10","10&856.60","0","1&79.90"
"167300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&312.80"
"167319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","214&20475.70","403&36878.80","226&23285.60","236&22959.70","194&15965.50"
"167338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&525.70","16&1354.90","16&1202.30","0","0"
"167362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&327.50","3&264.40","1&65.00","3&149.60"
"167364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1574.10","68&6719.20","32&3467.30","31&2670.90"
"167382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33&2392.40","8&730.30","1&59.90","1&69.00"
"167384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2433.70","20&1709.90","15&1104.00"
"167402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&338.70","7&641.50","4&375.90","1&69.00","0"
"167490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81&6515.00","118&10126.60","37&3762.80","74&6722.10"
"167526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1464.20","18&1702.10","11&879.50","2&207.00"
"167592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1333.10","25&2271.30"
"167607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&900.80","1&129.00","0","1&49.90","1&129.00"
"167704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53&4902.20","79&8265.30","19&2099.30","12&1098.80"
"167757","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1625.00","10&867.20","4&233.70"
"167780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&39.90","1&59.90","1&96.00"
"167877","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&920.20"
"167898","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&536.00","11&1048.50","10&1133.00","10&976.50","14&1296.30"
"168019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70&6886.00","43&3717.00","27&2276.30","34&3216.60","15&1492.40"
"168023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28&2121.50","99&8878.90","54&5636.30","38&3604.90","66&5830.10"
"168122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.00","13&999.00","21&2410.00","2&227.90","0"
"168185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&209.70","0","0","0"
"168192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&420.60","80&6564.60","39&2763.90"
"168197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&320.30","14&1200.80","4&352.70"
"168240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&575.50","17&1447.40","18&1074.70"
"168335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171&15830.90","80&7705.20","34&2879.80"
"168456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&435.40","9&675.40","1&85.00"
"168722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95&9154.20","89&8733.60","29&2530.00"
"168746","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99&9876.20","26&2677.40","21&2215.80","12&1642.80"
"169064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&459.00","16&1411.40","11&711.40","2&142.00","0"
"169085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&64.00","0","0","0","0"
"169112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&97.90","11&649.80","10&597.50","5&439.50"
"169117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&98.90","4&350.90","6&485.60","3&368.60"
"169170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&146.00","10&1069.10","2&114.70","0","0"
"169174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21&1259.20","13&963.00","7&633.70","7&609.60","7&645.90"
"169207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29&2415.00","23&2122.60","30&3230.80"
"169238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&227.80","235&19905.20"
"169323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63&5537.60","3&272.20","3&164.80"
"169359","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&39.90","5&396.50","2&165.90"
"169652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90"
"169692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&624.00","14&1146.70"
"169724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1050.70","2&119.80","0","0"
"169823","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1538.90"
"169842","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&1373.80","33&3413.30"
"169854","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2610.70","32&2742.70","7&631.70","14&1147.20"
"169864","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&1818.80","22&2300.10","5&514.80","8&858.20","2&144.90"
"169892","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28&2522.40","23&2556.10","28&3538.10","7&513.20"
"169907","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&649.30","10&923.70","2&406.00","0","0"
"169923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&3090.90","23&2182.10","13&1184.30","5&451.90","1&49.90"
"169931","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&559.00","21&1800.80","8&1186.50","17&1459.00","6&510.70"
"169984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&139.80","82&8156.00","16&2601.40"
"170003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&571.90","1&128.00","8&646.20"
"170027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&99.90","3&406.90","1&128.00","1&89.90"
"170037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&1498.90","20&1427.10","32&2110.70"
"170040","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&686.90","0","2&156.00","2&139.80"
"170104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1448.20","12&1332.90","11&969.10","6&497.40"
"170109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92&8517.20","138&11968.60","173&14953.20","125&10432.20"
"170142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&167.00","2&161.80","0","0"
"170144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29&2661.10","39&3395.00","25&2945.80","32&2680.10","19&1497.70"
"170169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1489.60","13&1234.70","5&453.80","4&273.80"
"170212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00","0","2&197.90","2&144.80"
"170220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&801.60"
