"21","0","8&554.00","1&89.00","24&994.28","10&1259.00","45&5400.00","32&2739.60","60&5943.40","60&8753.70","31&3170.10","25&2141.60","40&3121.30","34&3465.50","5&406.80","0","0","0","0","0"
"434234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18&1510.30","114&10902.10"
"434297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2626.90","37&3256.50"
"434487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&159.80"
"434538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&129.00"
"434832","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17&1425.40","3&217.90"
"434875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&793.10","27&2913.60"
"434932","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&114.80","1&118.80"
"435053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&345.10"
"435056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&475.30","1&129.00"
"435061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&1142.30","6&762.50"
"435316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435366","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&828.00"
"435372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&159.80"
"435494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&126.50"
"435514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24&1884.90"
"435637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1367.30","13&1208.30"
"435654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48&3898.30","169&15820.80"
"435804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"435850","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&299.80","3&305.30"
"435856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&128.00","0"
"435916","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&99.90"
"436059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&1010.90"
"436116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&307.60"
"436263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&62.00","0"
"436382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"436422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29&2579.30"
"436428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&65.80","0"
"436486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&594.20"
"436612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&128.00","0"
"436637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&186.00"
"436650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.90"
"436668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1242.70"
"436743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21&1836.90","53&4579.50"
"436772","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&410.00"
"436813","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&888.80"
"436843","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&138.90"
"436888","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&124.00"
"437062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&513.50","4&476.70"
"437130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&223.70","10&661.30"
"437219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&630.60","14&1228.10"
"437230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&126.00"
"437245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&239.50","7&426.20"
"437461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&284.00"
"437662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36&3070.10","23&1873.20"
"437714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&748.80"
"437808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1454.20","23&1905.60"
"437821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30&2506.90"
"437931","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.90","0"
"437935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&204.80"
"437964","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1137.30","23&1701.80"
"438016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&130.00","5&586.70"
"438038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&840.60"
"438140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&360.30","0"
"438151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&76.00","3&279.90"
"438267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&435.30","13&1031.30"
"438301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","3&218.80"
"438454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&179.00","0"
"438513","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&303.40","26&2701.50"
"438577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&429.40","16&2718.70"
"438581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&184.70","3&221.50"
"438635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38&2830.60"
"438642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&132.00"
"438741","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&359.50","0"
"438780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&66.60","0"
"438805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.00"
"438839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&138.90","2&149.80"
"438854","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&554.50","3&188.70"
"438965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70&5939.80"
"439052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00","3&273.50"
"439121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1178.50","11&1040.50"
"439189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&109.90"
"439260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146&13785.90"
"439315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.80","10&676.90"
"439357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&130.00"
"439406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&274.60"
"439409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&436.10","15&1134.10"
"439496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&639.80","8&575.60"
"439629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&329.60","13&1014.90"
"439658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&99.90"
"439680","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&128.00"
"439746","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&577.10","8&657.40"
"439773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&88.00","4&314.70"
"439819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&272.80"
"439953","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&139.80","29&2341.20"
"439980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&1134.90","0"
"439999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1070.40"
"440004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31&2290.70","31&2487.50"
"440041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&109.90","4&302.70"
"440068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31&2565.60"
"440094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00","1&56.80"
"440141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&74.80","3&204.80"
"440142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","1&74.00"
"440162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10&1266.40","28&2466.90"
"440313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&492.90","5&406.50"
"440390","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1345.80"
"440525","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&119.80","0"
"440545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&119.90","0"
"440592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&65.80"
"440836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440918","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&130.00"
"440934","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&65.80","38&2584.60"
"440935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90","1&66.80"
"440946","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1318.30"
"440997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&533.20"
"441467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&148.00","48&4426.50"
"441598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24&1854.50","77&6778.00"
"441611","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1425.70","14&802.10"
"441629","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&785.60","22&1565.90"
"441690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61&4788.20"
"441840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&584.50"
"442237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1317.90","21&1852.90"
"442362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&339.50","9&634.10"
"442416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&794.10","15&1575.60"
"442419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&408.50"
"442441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&134.90"
"442562","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&114.90","0"
"442610","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&1263.60","26&2468.90"
"442676","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&188.80","2&173.80"
"442702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&2313.70"
"442785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90","0"
"442932","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&139.00","6&613.10"
"442973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&896.20"
"443004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&338.50","11&1009.10"
"443144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&297.00"
"443188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&530.50"
"443204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&48.00"
"443292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.90","0"
"443295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&151.80","23&1845.30"
"443393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&759.70","23&2628.80"
"443399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&359.40","7&379.30"
"443445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443457","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&239.60","2&118.80"
"443459","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&36.80"
"443463","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&128.00","1&35.00"
"443475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&2096.80","37&2925.60"
"443480","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&286.00"
"443494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&184.00"
"443501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&472.30","4&247.70"
"443542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443563","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&912.00"
"443622","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&354.30"
"443644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&158.90"
"443723","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&489.80"
"444079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&295.50"
"444245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&356.70","2&406.80"
"444271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1296.90"
"444278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&1538.20"
"444345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32&2667.60"
"444690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"444734","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&90.00","1&64.90"
"444737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&968.20","6&469.40"
"444762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&538.50","129&13045.20"
"444918","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90"
"444986","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&83.40"
"445141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&141.60","1&48.90"
"445142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&187.80","11&939.10"
"445148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1188.50","170&14933.20"
"445149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&133.20","1&59.90"
"445240","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&331.90","7&511.70"
"445468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&119.00","0"
"445630","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&1126.80","1&49.90"
"445637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"445661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20&1408.70","244&19838.60"
"445743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90"
"445751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37&4001.80"
"445782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"446021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&297.70","11&761.90"
"446145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&586.60"
"446271","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1173.00","2&183.40"
"446479","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&191.50"
"446590","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&279.90","0"
"446686","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.90","3&173.50"
"446699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&638.00","12&1060.60"
"446715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"446745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&515.30"
"446794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"446814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.90"
"446881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&174.60","10&737.20"
"446894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&435.70","22&1894.80"
"446926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1361.20","102&9690.10"
"446989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&187.80","7&573.70"
"447012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&424.40","1&49.00"
"447038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&65.00"
"447091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&70.80"
"447137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&155.80"
"447220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&297.90","99&8916.40"
"447287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","1&74.00"
"447305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.90"
"447367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2651.80"
"447384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&278.00","2&368.90"
"447455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&320.50"
"447507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&323.70","0"
"447510","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&55.90","5&310.50"
"447544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&418.40","48&4032.40"
"447563","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50&4531.40"
"447664","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&247.80","1&79.90"
"447803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&388.60"
"447981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&555.50","7&437.20"
"448031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&36.80"
"448057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&49.90"
"448094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90","2&159.80"
"448170","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90","0"
"448327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76&7145.10"
"448465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1037.60","114&9854.20"
"448518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&258.80","3&413.80"
"448526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&387.40","15&1391.20"
"448552","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&99.90"
"448559","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&204.70","3&312.80"
"448568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90","0"
"448569","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"448587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&159.80","10&896.70"
"448709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&168.70","2&167.90"
"448771","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&299.60","14&1264.20"
"448775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&336.80","11&904.10"
"448778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55&5419.40"
"448809","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","6&565.60"
"448846","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&402.60","3&209.70"
"448860","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&347.90","2&151.00"
"448876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&239.70","6&449.40"
"448907","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.90"
"448913","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&65.00"
"448924","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&88.00"
"449024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&167.00","2&185.60"
"449034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&218.80"
"449114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&85.00","0"
"449454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&197.00"
"449472","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&54.90"
"449590","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&178.40"
"449619","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&318.10","3&280.40"
"449738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449774","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"450060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&385.70","0"
"450090","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&453.80"
"450173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","7&499.30"
"450237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&245.00"
"450388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&138.90"
"450575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&425.80"
"450606","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1018.90"
"450690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"450745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&288.40","9&669.30"
"450816","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8&587.30","14&990.10"
"450836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&62.00"
"450880","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9&676.10","10&812.40"
"450896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&69.90","0"
"450912","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"450940","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"451021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&59.90","14&1519.60"
"451056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&278.60"
"451316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"451328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14&1149.50","22&1709.10"
"451419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&469.50"
"451489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&1144.50"
